usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_2597	What airlines are part of the SkyTeam alliance?	Which airlines belong to the SkyTeam alliance?	Which airlines in the SkyTeam alliance are based in Europe?	Which airlines in the SkyTeam alliance are based outside of Europe?		['Aeroflot Russian Airlines', 'Aerolineas Argentinas', 'Air France', 'Alitalia', 'China Airlines', 'China Eastern Airlines', 'Czech Airlines', 'Delta Air Lines', 'Garuda Indonesia', 'Kenya Airways', 'KLM Royal Dutch Airlines', 'Korean Air', 'Middle East Airlines', 'Saudia', 'Tianjin Airlines', 'Vietnam Airlines']	['Aeroflot Russian Airlines', 'Aerolineas Argentinas', 'Air France', 'Alitalia', 'China Eastern Airlines', 'Czech Airlines', 'Delta Air Lines', 'Garuda Indonesia', 'Kenya Airways', 'KLM Royal Dutch Airlines', 'Korean Air', 'Middle East Airlines', 'Saudia', 'Tianjin Airlines', 'Vietnam Airlines']		['Korean Air', 'Delta Air Lines']	['Air France', 'KLM Royal Dutch Airlines']
no_usparql_2599	Could you please list other books have been written by the author of The Fault in Our Stars?	What other books have been written by the author of The Fault in Our Stars?	What other fiction books have been written by the author of The Fault in Our Stars?	What non-fiction books have been written by the author of The Fault in Our Stars before 2010?		['Looking for Alaska', 'Paper Towns', 'An Abundance of Katherines']	['Looking for Alaska', 'Paper Towns', 'An Abundance of Katherines']			['Paper Towns', 'Looking for Alaska']
no_usparql_2604	Which films starring Clint Eastwood did he direct himself?	Which films did Clint Eastwood direct and star in?	Which films starring Clint Eastwood did he both direct and produce himself?	Which films starring Clint Eastwood did he direct but not produce himself?		['Unforgiven', 'Mystic River', 'Million Dollar Baby', 'Gran Torino', 'American Sniper', 'The Mule']	['Unforgiven', 'The Outlaw Josey Wales', 'Gran Torino', 'Million Dollar Baby', 'Mystic River']		['The Outlaw Josey Wales', 'The Bridges of Madison County', 'The Bridges of Madison County']	['Unforgiven', 'Mystic River']
no_usparql_2608	Give me all actors with the last name Baldwin.	List all actors with the last name Baldwin.	Give me all male actors with the last name Baldwin.	Give me all female or non-binary actors with the last name Baldwin.		['Alec Baldwin', 'Daniel Baldwin', 'William Baldwin', 'Stephen Baldwin', 'William Baldwin']	['Alec Baldwin', 'Daniel Baldwin', 'William Baldwin', 'Stephen Baldwin']		"[""Alec Baldwin's sister, Elizabeth Baldwin""]"	['Alec Baldwin', 'Daniel Baldwin', 'William Baldwin', 'Stephen Baldwin']
no_usparql_2624	List all English Gothic buildings in Kent.	What Gothic buildings are in Kent?	List all Gothic churches or cathedrals in Kent.	List all Gothic buildings in Kent that are not churches or cathedrals.		"['Canterbury Cathedral', ""St. Augustine's Abbey"", 'Rochester Cathedral', ""St. Mary's Church in Reculver"", ""St. Nicholas' Church in Canterbury""]"	"['Canterbury Cathedral', ""St Augustine's Abbey""]"		['Dover Castle', 'Leeds Castle', 'Hever Castle', 'Rochester Castle']	['Canterbury Cathedral', 'Rochester Cathedral']
no_usparql_2625	In which countries can you pay using the West African CFA franc?	What countries accept the West African CFA franc?	In which countries that were previously Portuguese colonies can you pay using the West African CFA franc?	In which countries that were not Portuguese colonies can you pay using the West African CFA franc?		['Benin', 'Burkina Faso', 'Guinea-Baso', 'Ivory Coast', 'Mali', 'Niger', 'Senegal', 'Togo']	['Benin', 'Burkina Faso', 'Guinea-Bissau', 'Ivory Coast', 'Mali', 'Niger', 'Senegal', 'Togo']		"['Benin', 'Burkina Faso', ""Côte d'Ivoire"", 'Guinea-Bissau', 'Mali', 'Niger', 'Senegal', 'Togo']"	['Benin', 'Burkina Faso', 'Cabo Verde', 'Guinea-Bissau', 'Mali', 'Niger', 'Sao Tome and Principe', 'Senegal', 'Togo']
no_usparql_2631	Which weapons did Heckler & Koch develop?	What weapons were developed by Heckler & Koch?	Which Heckler & Koch weapons are firearms?	Which Heckler & Koch weapons are non-firearm weapons?		['G3 rifle', 'MP5 submachine gun', 'USP pistol', 'HK416 rifle', 'G36 rifle']	['G3 rifle', 'MP5 submachine gun', 'HK416 rifle', 'Ump45 submachine gun', 'G36 rifle']		['Heckler & Koch grenade launchers', 'Heckler & Koch stun guns']	['Heckler & Koch G36', 'Heckler & Koch MP5', 'Heckler & Koch USP', 'Heckler & Koch HK416', 'Heckler & Koch G3']
no_usparql_2638	Give me all films produced by Hal Roach.	Can you provide a list of every film produced by Hal Roach?	Give me all films produced by Hal Roach that are comedies.	Give me all films produced by Hal Roach that are not comedies.		['Our Gang', 'Laurel and Hardy films', 'The Little Rascals']	"['The Battle of the Sexes', 'The Boy Friends', ""The Cat's Paw"", 'The Clinging Vine', 'The Cuckoo', 'The Dippy Diplomat', 'The Flirt', 'The Girl from Mexico', 'The Gold Rush', 'The House That Shadows Built', 'The Little Rascals', 'The Milky Way', 'The Music Box', 'The Nutty Professor', 'The Paleface', 'The Public Enemy', 'The Racket', 'The Red Mill', 'The Show of Shows', 'The Three Stooges Shorts', 'Our Gang Shorts', 'Way Out West']"			"['Our Gang', 'Laurel and Hardy films', 'The Little Rascals', ""Hal Roach's Streamliners""]"
no_usparql_2641	Give me a list of all bandleaders that play trumpet and have won a Grammy.	Can you provide a list of all bandleaders who play the trumpet and have won an Grammy?	Give me a list of all bandleaders born in New Orleans that play trumpet and have won a Grammy.	Give me a list of all bandleaders not born in New Orleans that play trumpet and have won a Grammy.		['Wynton Marsalis']	['Wynton Marsalis', 'Herbie Hancock']		['Wynton Marsalis']	['Wynton Marsalis']
no_usparql_2655	Give me all people that were born in Vienna and died in Berlin.	List all individuals who were born in Vienna and passed away in Berlin.	Give me all people that were born in Vienna before 1900 and died in Berlin.	Give me all people that were born in Vienna on or after 1900 and died in Berlin.						
no_usparql_2658	Give me all films produced by Steven Spielberg with a budget of at least $80 million.	List every film produced by Steven Spielberg that had a budget of $80 million or more.	Give me all films produced by Steven Spielberg with a budget of at least $80 million and released before 2010.	Give me all films produced by Steven Spielberg with a budget of at least $80 million and released on or after 2010.		['Jurassic Park', 'Saving Private Ryan', 'Indiana Jones and the Kingdom of the Crystal Skull']	['Jurassic Park', 'Saving Private Ryan', 'Indiana Jones and the Kingdom of the Crystal Skull', 'Ready Player One']			"['Jurassic Park', 'Saving Private Ryan', 'The Lost World: Jurassic Park', ""Schindler's List""]"
no_usparql_2661	Give me all types or lines of the German Shepherd dog.	List every type or line of the German Shepherd dog.	Give me all working line types of the German Shepherd dog.	Give me all non-working line types of the German Shepherd dog.		['American German Shepherd', 'European German Shepherd', 'West German Shepherd', 'East German Shepherd']	['American German Shepherd', 'German Shepherd Dog', 'West German Shepherd', 'East German Shepherd', 'American Show Line German Shepherd', 'West German Working Line German Shepherd', 'East German Working Line German Shepherd']		['aggressive behavior', 'fearfulness', 'shyness', 'excessive barking']	['working line']
no_usparql_2672	Which airports does Yeti Airlines serve?	What airports are served by Yeti Airlines?	Which domestic airports does Yeti Airlines serve?	Which international airports does Yeti Airlines serve?		['Tribhuvan International Airport', 'Pokhara Airport']	['Tribhuvan International Airport in Kathmandu, Nepal', 'Pokhara Airport in Pokhara, Nepal']		['Tribhuvan International Airport in Kathmandu, Nepal', 'Pokhara Airport in Pokhara, Nepal']	['Tribhuvan International Airport', 'Pokhara Airport']
no_usparql_2696	Which awards did Douglas Hofstadter win?	What awards has Douglas Hofstadter received?	Which awards did Douglas Hofstadter win for his work in cognitive science?	Which awards did Douglas Hofstadter win for his contributions outside of cognitive science?			['Pulitzer Prize for General Nonfiction', 'Lannan Literary Award', 'Guggenheim Fellowship']			
no_usparql_2705	Give me all launch pads used by NASA.	List every launch pad that has been used by NASA.	Give me all launch pads used by NASA that are located within the United States.	Give me all launch pads used by NASA that are located outside the United States.		['Kennedy Space Center Launch Complex 39A', 'Kennedy Space Center Launch Complex 39B', 'Cape Canaveral Space Launch Complex 40', 'Cape Canaveral Space Launch Complex 41', 'Vandenberg Space Force Base Space Launch Complex 4E']	['Kennedy Space Center Launch Complex 39A', 'Kennedy Space Center Launch Complex 39B', 'Cape Canaveral Space Launch Complex 40', 'Cape Canaveral Space Launch Complex 41', 'Vandenberg Space Force Base Space Launch Complex 4E', 'Vandenberg Space Force Base Space Launch Complex 6', 'Wallops Flight Facility Pad 0A', 'Wallops Flight Facility Pad 0B', 'Johnson Space Center Launch Pad 39C']			['Kennedy Space Center Launch Complex 39A', 'Kennedy Space Center Launch Complex 39B', 'Cape Canaveral Space Launch Complex 39A', 'Cape Canaveral Space Launch Complex 39B', 'Vandenberg Space Force Base Space Launch Complex 4E']
no_usparql_2720	List all the musicals with music composed by Elton John.	Which musicals feature music composed by Elton John?	List all the musicals with music solely composed by Elton John.	List all the musicals with music composed by Elton John along with other composers.		['The Lion King', 'Aida', 'Billy Elliot the Musical', 'The Rocketman Musical']	['The Lion King', 'Aida', 'Billy Elliot the Musical']		['The Lion King', 'Aida', 'Billy Elliot the Musical', 'Lestat', 'The Road to El Dorado']	['The Lion King', 'Aida', 'Billy Elliot the Musical']
no_usparql_2723	Which companies produce hovercrafts?	What companies manufacture hovercrafts?	Which companies produce electric hovercrafts?	Which companies produce non-electric hovercrafts and do not produce electric ones?		['Hov Pod', 'Grumman', 'Flyercraft', 'Zodiac Nautic']	['Grumman Aerospace Corporation', 'Hov Pod', 'The Hovercraft Company', 'Marine Technology Inc.', 'Viking Marine']		['Hov Pod', 'Viking Marine']	['Airflow Hovercrafts', 'Hovercraft Company', 'The Hovercraft Corporation']
no_usparql_2732	Which electronics companies were founded in Beijing?	Which electronics companies were established in Beijing?	Which electronics companies were founded in Beijing before the year 2000?	Which electronics companies were founded in Beijing on or after the year 2000?		['Lenovo']	['Beijing Xiaomi Mobile Software Co., Ltd.', 'Beijing Lenovo Mobile Communication Technology Co., Ltd.']			
no_usparql_2743	List the children of Margaret Thatcher.	Who are the children of Margaret Thatcher?	List the sons of Margaret Thatcher.	List the non-male children of Margaret Thatcher.		['Carol Thatcher', 'Mark Thatcher']	['Carol Thatcher', 'Mark Thatcher']		['Carol Thatcher']	
no_usparql_2761	Give me all members of Prodigy.	List every member of Prodigy.	Give me all current members of Prodigy.	Give me all former members of Prodigy.		['Keith Flint', 'Liam Howlett', 'Maxim Reality']	['Liam Howlett', 'Keith Flint', 'Maxim Reality']			
no_usparql_2763	Who are the writers of the Wall album of Pink Floyd?	Who wrote Pink Floyd's album The Wall?	Who are the primary songwriters of the Wall album of Pink Floyd?	Who are the additional or contributing writers of the Wall album of Pink Floyd?		['Roger Waters', 'David Gilmour', 'Richard Wright', 'Nick Mason']	['Roger Waters']		['Roger Waters']	['Roger Waters', 'Richard Wright']
no_usparql_2783	Which television shows were created by Walt Disney?	What television programs did Walt Disney create?	Which television shows were created by Walt Disney and originally aired on the Disney Channel?	Which television shows were created by Walt Disney and did not originally air on the Disney Channel?		"['The Mickey Mouse Club', ""Walt Disney's Wonderful World of Color"", 'The Wonderful World of Disney']"	"['Mickey Mouse Club', 'The Wonderful World of Disney', 'Disneyland', ""Walt Disney's Wonderful World of Color""]"		"['The Wonderful World of Disney', ""Walt Disney's Wonderful World of Color""]"	"['The Suite Life of Zack & Cody', 'Hannah Montana', 'Lizzie McGuire', ""That's So Raven"", 'The Wizards of Waverly Place']"
no_usparql_2832	Which books by Kerouac were published by Viking Press?	What books written by Kerouac were released through Viking Press?	Which books by Kerouac were published posthumously by Viking Press?	Which books by Kerouac were published during his lifetime by Viking Press?		['On the Road', 'The Dharma Bunks']	['On the Road', 'The Dharma Bunks']		['On the Road', 'The Dharma Bunks']	['Big Sur', 'Desolation Angels']
no_usparql_2843	In which films did both Julia Roberts and Richard Gere play?	What movies have Julia Roberts and Richard Gere starred in together?	In which films did both Julia Roberts and Richard Gere play before 1995?	In which films did both Julia Roberts and Richard Gere play since 1995?		['Pretty Woman']	['Pretty Woman']		['Runaway Bride', 'Pretty Woman']	['Runaway Bride']
no_usparql_2847	Give me a list of all Canadian record labels associated with Grunge music.	Can you provide a list of all Canadian record labels that publish Grunge music?	Give me a list of all currently active Canadian record labels associated with Grunge music.	Give me a list of all defunct Canadian record labels associated with Grunge music.					['DGC Records', 'Sonic Unyon Records']	
no_usparql_2863	Give me all actors starring in Last Action Hero.	List all actors who starred in Last Action Hero.	Give me all male actors starring in Last Action Hero.	Give me all non-male actors starring in Last Action Hero.		['Arnold Schwarzenegger', 'F. Murray Abraham', 'Charles Dance', 'Art Carney', 'Tom Noonan']	['Arnold Schwarzenegger', 'F. Murray Abraham', 'Charles Dance', 'Anthony Quinn', 'Vernon Wells']		['Sarah Michelle Gellar']	['Arnold Schwarzenegger']
no_usparql_3633	Which shows aired for the first time in the same year as Saturday Night Live?	Which shows debuted the same year as Saturday Night Live?	Which comedy shows aired for the first time in the same year as Saturday Night Live?	Which non-comedy shows aired for the first time in the same year as Saturday Night Live?		['Saturday Night Live']	['The Mary Tyler Moore Show', 'All in the Family']		['The Cosby Show', 'Cheers', 'Miami Vice']	['The Carol Burnett Show', 'The Mary Tyler Moore Show']
no_usparql_3717	Which artists have the same birthday as Rachel Stevens?	Which people with the same birthday as Rachel Stevens are artists?	Which artists were born on the same date and in the same year as Rachel Stevens?	Which artists were born on the same date but in a different year than Rachel Stevens?		['Rachel Stevens', 'Emma Bunton']	['Demi Lovato', 'Miley Cyrus']			
no_usparql_3723	Which airports are located in California, USA?	What airports are there in California, USA?	Which airports are located on islands in California, USA?	Which airports are located on mainland California, USA?		['Los Angeles International Airport', 'San Francisco International Airport', 'San Diego International Airport', 'Sacramento International Airport', 'San Jose International Airport']	['Los Angeles International Airport', 'San Francisco International Airport', 'San Diego International Airport', 'Sacramento International Airport', 'San Jose International Airport', 'Oakland International Airport', 'John Wayne Airport', 'Long Beach Airport', 'Burbank Bob Hope Airport', 'Ontario International Airport']		['Los Angeles International Airport', 'San Francisco International Airport', 'San Diego International Airport', 'Sacramento International Airport', 'San Jose International Airport']	['San Francisco International Airport', 'Oakland International Airport']
no_usparql_3730	Which monarchs of the United Kingdom were married to a German spouse?	Which British monarchs had spouses of German origin?	Which monarchs of the United Kingdom were married to a German princess?	Which monarchs of the United Kingdom were married to a German who was not a princess?		['Queen Victoria', 'King George V']	['George the Third', 'Queen Victoria']		['Queen Victoria']	['Queen Victoria', 'King George V']
no_usparql_3743	Give me all writers that won the Nobel Prize in literature.	List all authors who have received the Nobel Prize in Literature.	Give me all Asian writers that won the Nobel Prize in literature.	Give me all writers  from outside Asia that won the Nobel Prize in literature.		['Gabriel Garcia Marquez', 'Toni Morrison', 'Albert Camus', 'William Faulkner', 'Samuel Beckett', 'Doris Lessing', 'Vidiadhar Surajprasad Naipaul', 'Orhan Pamuk', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Mo Yan', 'Louise Glück', 'Peter Handke', 'Olga Tokarczuk', 'Abdulrazak Gurnah', 'Bob Dylan', 'Kazuo Ishiguro', 'Mario Vargas Llosa', 'Vidiadhar Surajprasad Naipaul', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'Herta Muller', 'Olga Tokarczuk']	['Gabriel Garcia Marquez', 'Toni Morrison', 'Albert Camus', 'William Faulkner', 'Ernest Hemingway', 'John Steinbeck', 'Samuel Beckett', 'Doris Lessing', 'Vladimir Nabokov', 'Orhan Pamuk', 'Alice Munro', 'Kenzaburo Oe', 'Gao Xingjian', 'V.S. Naipaul', 'Wole Soyinka', 'Seamus Heaney', 'Derek Walcott', 'Mario Vargas Llosa', 'Herta Muller', 'Olga Tokarczuk', 'Peter Handke', 'Louise Glück', 'Abdulrazak Gurnah']		['Gabriel Garcia Marquez', 'Albert Camus', 'Samuel Beckett']	['Kenzaburo Oe', 'Kenzaburo Oe', 'Haruki Murakami']
