dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),J(A1-A2),J(A1-A34),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),J(A3-A4),idk_A1,idk_A2,idk_A3,idk_A4,idk_A1*,idk_A1**,?A1=A1(ave),J_A1_ave,idk,p(A1=A2),p(A1=A3+A4),p(A1>A3),p(A1>A4),p(A3∅A4),p(A4=A1|3)
overall,chain-of-thought,gpt-5,0.8194,0.7592,0.8094,0.8094,0.8278,0.7441,,,,,,,,,0.835,0.8153,0.7885,,,,0.1652,0.1304,0.1371,0.1321,0.1455,0.0,0.0,,,0.1363,0.0,0.0,0.0,0.0,0.0,0.0
overall,chain-of-thought,gpt-5-nano,0.5067,0.3378,0.4467,0.4378,0.5289,0.3267,,,,,,,,,0.5338,0.4768,0.4342,,,,0.4648,0.4289,0.4378,0.4333,0.4511,0.0,0.0,,,0.4378,0.0,0.0,0.0,0.0,0.9334,0.0
overall,chain-of-thought,llama3.1:70b,0.7317,0.4933,0.6467,0.6683,0.7267,0.4733,,,,,,,,,0.7963,0.6414,0.6108,,,,0.2479,0.085,0.0967,0.155,0.1733,0.0,0.0,,,0.1275,0.0,0.0,0.0,0.0,0.0,0.0
overall,chain-of-thought,llama3.1:8b,0.6472,0.3244,0.6204,0.5669,0.6639,0.2876,,,,,,,,,0.757,0.534,0.4615,,,,0.2809,0.0602,0.0736,0.1388,0.1823,0.0,0.0,,,0.1137,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,deepseek-chat,0.7283,0.5267,0.5317,0.6167,0.585,0.5133,0.325,0.2983,0.3033,0.94,0.64,,,0.5467,0.7555,0.5829,0.5694,0.5153,0.4871,0.4956,0.3985,0.2167,0.2267,0.2983,0.3467,0.2183,0.2683,0.3089,0.4993,0.2721,0.0,0.0,0.0,0.0,0.0024,0.0
overall,classification,deepseek-reasoner,0.6467,0.4817,0.4367,0.535,0.575,0.4767,0.2867,0.225,0.2633,0.7533,0.64,,,0.82,0.6857,0.5186,0.5058,0.4915,0.4149,0.4452,0.4195,0.1883,0.1433,0.2867,0.3317,0.2233,0.34,0.2583,0.4505,0.2375,0.0,0.0,0.0,0.0,1.0,0.0
overall,classification,gemini-2.0-flash,0.7367,0.5433,0.3917,0.6283,0.5717,0.4817,0.3183,0.2667,0.275,0.8983,0.655,,,0.7033,0.8017,0.6085,0.5779,0.5558,0.4796,0.4825,0.3597,0.155,0.1483,0.275,0.32,0.1267,0.25,0.2867,0.506,0.2246,0.0,0.0,0.0,0.0,0.5475,0.0
overall,classification,gemini-2.5-flash,0.8433,0.765,0.5033,0.8217,0.8167,0.76,0.295,0.295,0.2867,0.905,0.6633,,,0.9533,0.89,0.7869,0.7856,0.609,0.5802,0.6048,0.1782,0.0717,0.0667,0.1217,0.14,0.0667,0.095,0.2922,0.598,0.1,0.0,0.0,0.0002,0.0,0.0989,0.0
overall,classification,gemini-2.5-pro,0.8,0.675,0.49,0.7467,0.8017,0.67,0.335,0.28,0.3017,0.9617,0.6583,,,0.9083,0.8494,0.7205,0.7158,0.6165,0.5645,0.5895,0.1905,0.0917,0.0883,0.1233,0.14,0.075,0.135,0.3056,0.5902,0.1108,0.0,0.0,0.0001,0.0,0.0,0.0
overall,classification,gpt-4.1-2025-04-14,0.8667,0.7517,0.525,0.86,0.8283,0.7417,0.2617,0.245,0.2717,0.9283,0.6267,,,0.8917,0.9238,0.8233,0.8232,0.5839,0.5585,0.5693,0.159,0.0517,0.0533,0.0933,0.1283,0.0567,0.11,0.2595,0.5706,0.0816,0.0,0.0,0.0043,0.0,0.0,0.0
overall,classification,gpt-4.1-mini-2025-04-14,0.7417,0.6117,0.385,0.685,0.7117,0.6033,0.22,0.2033,0.2083,0.9267,0.6133,,,0.8717,0.8006,0.6645,0.6579,0.4696,0.4422,0.4441,0.2783,0.1667,0.165,0.1583,0.2517,0.1867,0.25,0.2105,0.452,0.1854,0.0,0.0,0.0125,0.0,0.2672,0.0
overall,classification,gpt-4.1-nano-2025-04-14,0.0067,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.995,0.9967,,,1.0,0.0082,0.001,0.0,0.0,0.0,0.0,0.8966,0.9833,0.9733,0.6717,0.565,0.9767,0.975,0.0,0.0,0.7983,0.0,0.0,0.0,0.0,1.0,1.0
overall,classification,gpt-4o,0.4067,0.2833,0.2733,0.3183,0.3333,0.2717,0.1683,0.1617,0.2033,0.9867,0.8883,,,0.8733,0.4184,0.3031,0.2922,0.2799,0.2563,0.2883,0.6579,0.5683,0.5733,0.6167,0.635,0.5433,0.6217,0.1778,0.2748,0.5983,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,gpt-5,0.6583,0.5667,0.4433,0.6033,0.6183,0.565,0.3283,0.3267,0.3367,0.9433,0.805,,,0.9683,0.7013,0.5861,0.5828,0.525,0.4952,0.5121,0.3803,0.2717,0.27,0.3117,0.3583,0.27,0.34,0.3306,0.5108,0.3029,0.0,0.0,0.0695,0.0,0.9669,0.0
overall,classification,gpt-5-mini,0.5067,0.3017,0.3133,0.3383,0.5317,0.3017,0.2383,0.2333,0.2233,0.92,0.7983,,,0.8267,0.5524,0.3697,0.3176,0.3793,0.378,0.3745,0.4683,0.4083,0.3883,0.385,0.4067,0.4133,0.4267,0.2316,0.3773,0.3971,0.0,0.0361,1.0,0.6127,0.0,0.0
overall,classification,gpt-5-nano,0.7167,0.6133,0.055,0.6767,0.14,0.005,0.0633,0.5433,0.0567,0.86,0.245,,,0.23,0.72,0.6563,0.0568,0.0693,0.546,0.0633,0.8589,0.1117,0.1067,0.0467,0.0217,0.0917,0.095,0.2211,0.2262,0.0717,0.0,0.0,1.0,0.0,1.0,1.0
overall,classification,gpt-oss:20b,0.56,0.385,0.3033,0.5783,0.6733,0.36,0.165,0.1533,0.17,0.7183,0.5367,,,0.675,0.6823,0.5756,0.5244,0.3825,0.3879,0.3961,0.2806,0.1567,0.1183,0.1483,0.2067,0.1467,0.14,0.1628,0.3888,0.1575,0.0,0.0,0.2877,0.0,0.1508,0.0
overall,classification,grok-3-mini,0.7967,0.6583,0.4917,0.7583,0.7817,0.65,0.3,0.28,0.2933,0.9383,0.655,,,0.885,0.8522,0.7442,0.7307,0.5543,0.5353,0.5398,0.2127,0.1133,0.115,0.1433,0.175,0.0967,0.1183,0.2911,0.5431,0.1366,0.0,0.0,0.0121,0.0,0.9142,0.0
overall,classification,llama3.1:70b,0.7917,0.5683,0.3767,0.855,0.9,0.5583,0.2033,0.1767,0.18,0.8417,0.5983,,,0.5783,0.8954,0.8336,0.7978,0.4882,0.4549,0.4659,0.0645,0.0133,0.03,0.0183,0.0333,0.0017,0.0017,0.1867,0.4697,0.0237,0.0,0.0,0.0,0.0,0.0,0.0
overall,classification,llama3.1:8b,0.1633,0.0833,0.0983,0.3383,0.6817,0.05,0.045,0.0367,0.0317,0.81,0.7833,,,0.8267,0.5603,0.5018,0.3899,0.2944,0.253,0.2497,0.0974,0.0,0.0033,0.0,0.0,0.0,0.0,0.0378,0.2657,0.0008,0.0,0.0,0.9335,0.0,0.6679,0.0
overall,classification,mistral-small:24b,0.7367,0.4767,0.4117,0.7017,0.68,0.4117,0.2867,0.235,0.265,0.9033,0.5867,,,0.59,0.8173,0.6394,0.5668,0.5322,0.4859,0.509,0.2958,0.1133,0.1217,0.1133,0.1083,0.085,0.025,0.2622,0.509,0.1142,0.0,0.0,0.0768,0.0,0.0,0.0
overall,classification,o3,0.7433,0.7117,0.455,0.7983,0.8467,0.7083,0.2583,0.2483,0.255,0.8667,0.5967,,,0.9,0.8557,0.7809,0.7735,0.5367,0.5415,0.5365,0.1457,0.1,0.08,0.095,0.11,0.1067,0.1183,0.2539,0.5382,0.0962,0.0,0.0,0.0032,0.0,0.041,0.0
overall,fixing,deepseek-chat,0.7633,0.6133,0.7783,0.815,0.76,0.59,0.4217,0.4467,0.4383,,,,,,0.8634,0.7445,0.7299,0.659,0.6726,0.6755,0.2263,0.0667,0.0633,0.1233,0.1383,0.0667,0.0667,0.4356,0.669,0.0979,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,deepseek-reasoner,0.6583,0.5533,0.6933,0.7883,0.8317,0.5333,0.1817,0.1667,0.1633,,,,,,0.8021,0.7604,0.7454,0.4432,0.4319,0.4299,0.1531,0.0467,0.0417,0.075,0.0733,0.0433,0.0433,0.1706,0.435,0.0592,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.0-flash,0.7867,0.6967,0.835,0.8433,0.8767,0.6833,0.7583,0.7517,0.7283,,,,,,0.82,0.8377,0.8321,0.8673,0.8622,0.8495,0.1045,0.0167,0.0033,0.0133,0.085,0.0183,0.0183,0.7461,0.8597,0.0296,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.5-flash,0.8517,0.7633,0.83,0.825,0.845,0.76,0.6217,0.615,0.605,,,,,,0.8906,0.8028,0.8099,0.7456,0.7471,0.7387,0.1525,0.0767,0.045,0.06,0.1317,0.075,0.08,0.6139,0.7438,0.0784,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gemini-2.5-pro,0.7283,0.6267,0.6733,0.755,0.87,0.6267,0.4133,0.44,0.3967,,,,,,0.8013,0.7226,0.7383,0.598,0.6322,0.5967,0.129,0.115,0.085,0.02,0.11,0.16,0.1033,0.4167,0.609,0.0825,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-2025-04-14,0.7833,0.6817,0.8583,0.845,0.8467,0.67,0.48,0.49,0.4783,,,,,,0.8924,0.8195,0.8123,0.7483,0.7505,0.7443,0.1376,0.045,0.045,0.065,0.1017,0.0467,0.0467,0.4828,0.7477,0.0642,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-mini-2025-04-14,0.7383,0.61,0.8017,0.8583,0.735,0.5867,0.4,0.41,0.42,,,,,,0.8614,0.7438,0.7185,0.6781,0.6954,0.6818,0.2239,0.0517,0.06,0.1217,0.1117,0.0533,0.05,0.41,0.6851,0.0863,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-4.1-nano-2025-04-14,0.4333,0.2067,0.4033,0.48,0.3617,0.125,0.22,0.2283,0.3,,,,,,0.5521,0.3966,0.2677,0.3969,0.3992,0.4561,0.486,0.1667,0.2067,0.2367,0.1333,0.1567,0.165,0.2494,0.4174,0.1858,0.0,0.0,0.0,0.0,0.9176,0.0
overall,fixing,gpt-4o,0.555,0.4517,0.5467,0.58,0.57,0.4383,0.2667,0.2717,0.2717,,,,,,0.6209,0.5385,0.5154,0.4419,0.446,0.4491,0.418,0.32,0.3233,0.3083,0.3417,0.3217,0.3233,0.27,0.4457,0.3233,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-5,0.5767,0.54,0.6017,0.59,0.5883,0.5383,0.33,0.3183,0.3017,,,,,,0.6361,0.5667,0.5711,0.4959,0.488,0.4739,0.4117,0.3383,0.3417,0.325,0.3767,0.3533,0.3467,0.3167,0.4859,0.3454,0.0,0.0,0.0,0.0,0.0002,0.0
overall,fixing,gpt-5-mini,0.405,0.3533,0.3867,0.4233,0.4167,0.35,0.225,0.2367,0.2367,,,,,,0.4504,0.3783,0.3805,0.3289,0.3465,0.3543,0.5825,0.5117,0.4833,0.4917,0.4883,0.51,0.4917,0.2328,0.3432,0.4938,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-5-nano,0.475,0.3633,0.4517,0.4583,0.4633,0.3583,0.2583,0.2567,0.2383,,,,,,0.5331,0.4164,0.4207,0.388,0.3908,0.3855,0.529,0.4283,0.3767,0.3633,0.4767,0.42,0.4333,0.2511,0.3881,0.4112,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,gpt-oss:20b,0.5167,0.5233,0.6633,0.7267,0.7533,0.5233,0.1833,0.2067,0.17,,,,,,0.6984,0.6768,0.6964,0.438,0.4591,0.4265,0.2397,0.1067,0.08,0.1033,0.1867,0.11,0.1233,0.1867,0.4412,0.1192,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,grok-3-mini,0.7917,0.645,0.805,0.7717,0.7367,0.6417,0.34,0.32,0.335,,,,,,0.8547,0.7191,0.7218,0.5806,0.5691,0.5913,0.2583,0.0983,0.1033,0.1283,0.2,0.0817,0.085,0.3317,0.5803,0.1325,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,llama3.1:70b,0.6033,0.4883,0.69,0.7833,0.8333,0.475,0.205,0.2217,0.2017,,,,,,0.7462,0.7181,0.7101,0.4652,0.4708,0.4595,0.1376,0.01,0.0483,0.0783,0.045,0.01,0.01,0.2095,0.4652,0.0454,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,llama3.1:8b,0.1267,0.0267,0.155,0.1233,0.6133,0.0183,0.0217,0.0167,0.0267,,,,,,0.4549,0.3301,0.2397,0.1659,0.1602,0.18,0.1184,0.0,0.0017,0.0067,0.0,0.0,0.0017,0.0217,0.1687,0.0021,0.0,0.0059,0.0459,0.0054,0.9976,0.0005
overall,fixing,mistral-small:24b,0.6217,0.3683,0.6017,0.7367,0.68,0.3517,0.375,0.3983,0.3883,,,,,,0.7313,0.5539,0.5431,0.6151,0.6206,0.624,0.2943,0.1683,0.105,0.1833,0.1567,0.1667,0.155,0.3872,0.6199,0.1533,0.0,0.0,0.0,0.0,0.0,0.0
overall,fixing,o3,0.6067,0.6533,0.775,0.76,0.8233,0.6483,0.265,0.2483,0.275,,,,,,0.7818,0.7576,0.7512,0.5236,0.5216,0.5275,0.1744,0.1567,0.1333,0.09,0.155,0.14,0.1433,0.2628,0.5242,0.1338,0.0,0.0,0.0,0.0,0.0,0.0
overall,zero-shot,deepseek-chat,0.2883,0.0983,0.295,0.2717,0.315,0.03,0.27690000000000003,,,0.4044,0.6244,0.6578,0.6267,0.4089,0.5403,0.3489,0.2013,0.49865,,,0.4248,0.0617,0.0733,0.1917,0.18,0.0,0.0,0.2769,0.4986,0.1267,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,deepseek-reasoner,0.175,0.1233,0.3733,0.2617,0.75,0.1,0.22275,,,0.36,0.4422,0.3578,0.8067,0.2422,0.4577,0.3955,0.309,0.44594999999999996,,,0.1096,0.0333,0.0467,0.035,0.0533,0.0,0.0,0.2228,0.446,0.0421,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gemini-2.0-flash,0.3267,0.095,0.415,0.2733,0.535,0.0383,0.42865000000000003,,,0.4156,0.4356,0.6956,0.66,0.3489,0.6008,0.3979,0.2539,0.64835,,,0.2238,0.0017,0.005,0.0033,0.11,0.0,0.0,0.4286,0.6484,0.03,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gemini-2.5-flash,0.3117,0.155,0.445,0.2667,0.6483,0.1483,0.34665,,,0.4733,0.5444,0.5511,0.9022,0.4711,0.5968,0.4032,0.3246,0.631,,,0.2572,0.045,0.04,0.06,0.1983,0.0,0.0,0.3466,0.631,0.0858,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gemini-2.5-pro,0.295,0.1817,0.4467,0.3033,0.7517,0.1633,0.29715,,,0.42,0.5422,0.3889,0.8356,0.3,0.6286,0.4972,0.3995,0.5768,,,0.1121,0.02,0.02,0.0483,0.0433,0.0,0.0,0.2972,0.5768,0.0329,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-4.1-2025-04-14,0.3033,0.1517,0.4767,0.3533,0.5417,0.09,0.2546,,,0.38,0.5622,0.5711,0.6311,0.2178,0.6038,0.5234,0.3529,0.563,,,0.2043,0.0183,0.0217,0.05,0.06,0.0,0.0,0.2546,0.563,0.0375,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-4.1-mini-2025-04-14,0.1633,0.0617,0.385,0.1417,0.56,0.02,0.21255000000000002,,,0.3133,0.4578,0.7533,0.7822,0.2244,0.3456,0.2894,0.1511,0.47085,,,0.2698,0.025,0.0733,0.0683,0.1617,0.0,0.0,0.2126,0.4708,0.0821,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-4.1-nano-2025-04-14,0.2367,0.0633,0.325,0.3033,0.4133,0.0217,0.06805,,,0.5178,0.5711,0.5911,0.6267,0.9756,0.4883,0.3068,0.1888,0.1727,,,0.3959,0.0817,0.1017,0.1833,0.185,0.0,0.0,0.068,0.1727,0.1379,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-4o,0.0767,0.0167,0.1083,0.065,0.045,0.015,0.19855,,,0.9356,0.8911,0.9289,0.9711,0.9444,0.0932,0.0383,0.0304,0.36965,,,0.9393,0.2583,0.8667,0.8183,0.9,0.0,0.0,0.1986,0.3696,0.7108,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-5,0.21,0.1933,0.4033,0.2867,0.5017,0.1817,0.3116,,,0.7356,0.7978,0.7711,0.9556,0.6822,0.3526,0.3747,0.326,0.498,,,0.462,0.3567,0.4633,0.2533,0.4267,0.0,0.0,0.3116,0.498,0.375,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-5-mini,0.1833,0.1583,0.2667,0.2217,0.2933,0.145,0.20135,,,0.8111,0.9311,0.9044,0.9667,0.8578,0.2671,0.2322,0.2109,0.3199,,,0.6857,0.5967,0.465,0.5183,0.625,0.0,0.0,0.2014,0.3199,0.5512,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-5-nano,0.2367,0.16,0.305,0.2683,0.4033,0.1517,0.14095,,,0.7244,0.8022,0.7889,0.94,0.7267,0.3712,0.2904,0.263,0.2279,,,0.5762,0.4133,0.4267,0.43,0.47,0.0,0.0,0.141,0.2279,0.435,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,gpt-oss:20b,0.1433,0.0867,0.305,0.2167,0.6433,0.0783,0.1332,,,0.4067,0.5178,0.4644,0.8511,0.3689,0.3405,0.318,0.2302,0.35045000000000004,,,0.2603,0.12,0.175,0.1067,0.1917,0.0,0.0,0.1332,0.3505,0.1484,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,grok-3-mini,0.2617,0.205,0.4733,0.3417,0.73,0.1833,0.3,,,0.4267,0.5867,0.52,0.9133,0.4044,0.5242,0.4745,0.3945,0.5543,,,0.1984,0.0567,0.0767,0.075,0.1333,0.0,0.0,0.3,0.5543,0.0854,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,llama3.1:70b,0.1633,0.0533,0.265,0.2183,0.6483,0.0217,0.2033,,,0.2289,0.6756,0.6178,0.7111,0.1067,0.4057,0.3341,0.1839,0.4882,,,0.1595,0.02,0.0117,0.0183,0.06,0.0,0.0,0.2033,0.4882,0.0275,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,llama3.1:8b,0.04,0.005,0.1183,0.075,0.6767,0.0,0.03265,,,0.9044,0.78,0.8222,0.4089,0.9711,0.2571,0.2024,0.1012,0.2188,,,0.0967,0.0033,0.005,0.0117,0.01,0.0,0.0,0.0326,0.2188,0.0075,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,mistral-small:24b,0.1288,0.0373,0.1339,0.1305,0.2237,0.0051,0.19065000000000001,,,0.7511,0.8507,0.862,0.7036,0.9638,0.2368,0.1476,0.0785,0.3529,,,0.6294,0.6,0.2271,0.3322,0.3881,0.0,0.0,0.1907,0.3529,0.3869,1.0,1.0,1.0,1.0,1.0,1.0
overall,zero-shot,o3,0.2136,0.1763,0.4085,0.2881,0.761,0.1593,0.25034999999999996,,,0.4163,0.5475,0.4502,0.8891,0.3688,0.4749,0.4399,0.3667,0.5278499999999999,,,0.1779,0.0898,0.1153,0.0797,0.1085,0.0,0.0,0.2503,0.5278,0.0983,1.0,1.0,1.0,1.0,1.0,1.0
