action,dataset,predicate,llm,llama3.1:8b,gpt-oss:20b,gpt-4.1-nano-2025-04-14,mistral-small:24b,llama3.1:70b,gemini-2.0-flash,gpt-4.1-mini-2025-04-14,gpt-4o,gpt-4.1-2025-04-14,grok-3-mini,deepseek-chat,gemini-2.5-flash,gpt-5-nano,deepseek-reasoner,gemini-2.5-pro,gpt-5-mini,o3,gpt-5
wikidata,synthetic,?A3∅A4,gpt-5-mini,0.074,0.9981,0.8963,0.0,0.038,0.0045,0.354,0.0,0.0632,1.0,0.0093,0.9999,0.9965,1.0,0.9977,1.0,0.9999,1.0
wikidata,synthetic,?A3∅A4,o3,0.0,0.4321,0.0519,0.0,0.0,0.0,0.0002,0.0,0.0,0.9157,0.0,0.5775,0.1481,1.0,0.1431,0.0005,1.0,0.7502
wikidata,synthetic,?A3∅A4,gpt-5,0.0,0.2498,0.0222,0.0,0.0,0.0,0.0001,0.0,0.0,0.7634,0.0,0.3642,0.0436,1.0,0.0877,0.0001,0.3679,1.0
wikidata,synthetic,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,gpt-oss:20b,0.0,1.0,0.0002,0.0,0.0,0.0063,0.0,0.0,0.4321,0.9989,0.01,0.7502,0.9825,1.0,0.9947,0.8519,0.9983,1.0
wikidata,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,0.002,1.0,1.0,0.0547,0.377,0.9423,0.3872,0.0547,0.9998,1.0,0.9423,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,mistral-small:24b,0.125,1.0,0.9893,1.0,0.9648,0.9997,0.9648,0.75,1.0,1.0,0.9997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,llama3.1:70b,0.0078,1.0,0.8281,0.1445,1.0,0.999,0.623,0.1094,1.0,1.0,0.9968,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,gemini-2.0-flash,0.0,0.9981,0.1316,0.0021,0.0107,1.0,0.0384,0.0009,0.9978,1.0,0.6047,0.9987,1.0,1.0,1.0,0.9996,1.0,1.0
wikidata,synthetic,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.0078,1.0,0.8062,0.1445,0.623,0.9894,1.0,0.1094,1.0,1.0,0.9935,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,gpt-4o,0.125,1.0,0.9893,0.75,0.9844,0.9999,0.9844,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,gpt-4.1-2025-04-14,0.0,0.6962,0.0007,0.0,0.0,0.0085,0.0,0.0,1.0,0.9994,0.0085,0.8761,0.9932,1.0,0.997,0.9252,0.9998,1.0
wikidata,synthetic,?A4=A1|3,grok-3-mini,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0,0.0,0.0175,0.2557,1.0,0.3714,0.0307,0.655,0.9998
wikidata,synthetic,?A4=A1|3,deepseek-chat,0.0,0.9965,0.1316,0.0021,0.0193,0.6047,0.0287,0.0009,0.9978,1.0,1.0,0.9991,1.0,1.0,1.0,0.9997,1.0,1.0
wikidata,synthetic,?A4=A1|3,gemini-2.5-flash,0.0,0.3679,0.0,0.0,0.0,0.0038,0.0,0.0,0.221,0.9932,0.003,1.0,0.9338,1.0,0.9635,0.7017,0.9943,1.0
wikidata,synthetic,?A4=A1|3,gpt-5-nano,0.0,0.0401,0.0,0.0,0.0,0.0001,0.0,0.0,0.0175,0.838,0.0,0.1215,1.0,1.0,0.7142,0.1635,0.8853,1.0
wikidata,synthetic,?A4=A1|3,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,synthetic,?A4=A1|3,gemini-2.5-pro,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.7443,0.0,0.0717,0.4253,1.0,1.0,0.0758,0.8115,1.0
wikidata,synthetic,?A4=A1|3,gpt-5-mini,0.0,0.2434,0.0,0.0,0.0,0.0013,0.0,0.0,0.1405,0.9879,0.0009,0.43,0.9157,1.0,0.968,1.0,0.99,1.0
wikidata,synthetic,?A4=A1|3,o3,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.5,0.0,0.0144,0.1958,1.0,0.2983,0.0251,1.0,0.9998
wikidata,synthetic,?A4=A1|3,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0001,1.0,0.0001,0.0,0.0006,1.0
zero-shot,LC-QuAD,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-oss:20b,0.0,1.0,0.7142,1.0,0.0925,0.9638,0.7709,1.0,0.9597,0.9975,0.9995,0.9934,1.0,0.2983,0.9765,1.0,0.9999,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-4.1-nano-2025-04-14,0.0,0.4253,1.0,1.0,0.032,0.9369,0.6494,1.0,0.9283,0.9931,0.9986,0.9917,1.0,0.1808,0.9324,1.0,0.9989,1.0
zero-shot,LC-QuAD,?A1=A2,mistral-small:24b,0.0,0.0,0.0,1.0,0.0,0.0007,0.0,0.8042,0.0003,0.0057,0.0158,0.0063,0.9999,0.0,0.0019,1.0,0.0352,0.9987
zero-shot,LC-QuAD,?A1=A2,llama3.1:70b,0.0001,0.9564,0.9887,1.0,1.0,0.9997,0.9947,1.0,0.9997,1.0,1.0,1.0,1.0,0.8463,0.9998,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1=A2,gemini-2.0-flash,0.0,0.0676,0.111,0.9997,0.0009,1.0,0.14,0.9999,0.5,0.8316,0.9506,0.8256,1.0,0.0053,0.5643,1.0,0.9519,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-4.1-mini-2025-04-14,0.0,0.3555,0.5,1.0,0.0173,0.9179,1.0,1.0,0.9186,0.9959,0.9978,0.9917,1.0,0.1481,0.9338,1.0,0.9992,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-4o,0.0,0.0,0.0,0.2841,0.0,0.0003,0.0,1.0,0.0001,0.0025,0.0028,0.0035,0.9999,0.0,0.0004,1.0,0.0092,0.9981
zero-shot,LC-QuAD,?A1=A2,gpt-4.1-2025-04-14,0.0,0.0769,0.1279,0.9999,0.0011,0.6358,0.1481,1.0,1.0,0.8785,0.9822,0.8785,1.0,0.0063,0.6254,1.0,0.9765,1.0
zero-shot,LC-QuAD,?A1=A2,grok-3-mini,0.0,0.0069,0.0168,0.9977,0.0,0.2612,0.0121,0.9989,0.2025,1.0,0.8115,0.5627,1.0,0.0011,0.2664,1.0,0.7796,1.0
zero-shot,LC-QuAD,?A1=A2,deepseek-chat,0.0,0.0014,0.004,0.9931,0.0,0.0939,0.0058,0.999,0.0436,0.2983,1.0,0.322,1.0,0.0001,0.1163,1.0,0.6321,1.0
zero-shot,LC-QuAD,?A1=A2,gemini-2.5-flash,0.0,0.0147,0.0192,0.9973,0.0001,0.2664,0.0205,0.9983,0.2025,0.5627,0.7796,1.0,1.0,0.0003,0.2434,1.0,0.8256,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-5-nano,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8519,0.0,0.2005
zero-shot,LC-QuAD,?A1=A2,deepseek-reasoner,0.0,0.8115,0.8998,1.0,0.2706,0.9983,0.9186,1.0,0.9981,0.9997,1.0,0.9999,1.0,1.0,0.9983,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1=A2,gemini-2.5-pro,0.0,0.0494,0.1163,0.9992,0.0007,0.5643,0.1215,0.9998,0.5,0.8256,0.9324,0.8519,1.0,0.0053,1.0,1.0,0.9324,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2434,0.0,0.0,1.0,0.0,0.0704
zero-shot,LC-QuAD,?A1=A2,o3,0.0,0.0003,0.0032,0.9818,0.0,0.0871,0.0025,0.9957,0.0494,0.322,0.5,0.2664,1.0,0.0001,0.1163,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1=A2,gpt-5,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.8688,0.0,0.0,0.9593,0.0,1.0
zero-shot,LC-QuAD,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gpt-oss:20b,0.0,1.0,0.6494,0.9977,0.0466,0.2024,0.1316,0.9999,0.2706,0.9919,0.8998,0.9564,1.0,0.5,0.9599,1.0,0.8761,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.0,0.5,1.0,0.9983,0.0262,0.1635,0.0835,1.0,0.2122,0.9765,0.8675,0.9061,1.0,0.4278,0.9179,1.0,0.7852,1.0
zero-shot,LC-QuAD,?A1=A3+A4,mistral-small:24b,0.0,0.0057,0.0047,1.0,0.0,0.0001,0.0001,0.7975,0.0005,0.2399,0.0365,0.1058,1.0,0.0055,0.1312,1.0,0.0395,0.9238
zero-shot,LC-QuAD,?A1=A3+A4,llama3.1:70b,0.0039,0.9827,0.9915,1.0,1.0,0.9102,0.8867,1.0,0.9165,1.0,0.9999,0.9997,1.0,0.9846,0.9999,1.0,0.9988,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gemini-2.0-flash,0.0002,0.895,0.9157,1.0,0.212,1.0,0.5,1.0,0.7095,0.9997,0.9904,0.9959,1.0,0.8684,0.9981,1.0,0.9855,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.0005,0.9423,0.9682,1.0,0.2744,0.6612,1.0,1.0,0.7383,0.9998,0.9978,0.9974,1.0,0.9165,0.9988,1.0,0.9879,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gpt-4o,0.0,0.0005,0.0002,0.3089,0.0,0.0001,0.0,1.0,0.0002,0.1185,0.0129,0.0462,0.9999,0.0009,0.0619,1.0,0.0135,0.8544
zero-shot,LC-QuAD,?A1=A3+A4,gpt-4.1-2025-04-14,0.0001,0.8463,0.8852,0.9999,0.1796,0.5,0.4159,1.0,1.0,0.9995,0.9855,0.9919,1.0,0.7878,0.9959,1.0,0.9739,1.0
zero-shot,LC-QuAD,?A1=A3+A4,grok-3-mini,0.0,0.0214,0.0494,0.8389,0.0002,0.0012,0.0007,0.926,0.0019,1.0,0.1885,0.2923,1.0,0.0175,0.3555,1.0,0.1405,0.9934
zero-shot,LC-QuAD,?A1=A3+A4,deepseek-chat,0.0,0.1808,0.2291,0.9832,0.0007,0.0261,0.0085,0.9943,0.0378,0.8923,1.0,0.6962,1.0,0.1405,0.7566,1.0,0.5,0.9997
zero-shot,LC-QuAD,?A1=A3+A4,gemini-2.5-flash,0.0,0.0925,0.162,0.9368,0.0012,0.0121,0.0081,0.9741,0.0214,0.8192,0.4321,1.0,1.0,0.0392,0.655,1.0,0.3679,0.9987
zero-shot,LC-QuAD,?A1=A3+A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8721,0.0,0.0018
zero-shot,LC-QuAD,?A1=A3+A4,deepseek-reasoner,0.0,0.6682,0.7077,0.9977,0.0481,0.2517,0.1796,0.9997,0.345,0.9932,0.9252,0.9867,1.0,1.0,0.9887,1.0,0.9157,1.0
zero-shot,LC-QuAD,?A1=A3+A4,gemini-2.5-pro,0.0,0.0814,0.14,0.9196,0.0005,0.0063,0.0041,0.9639,0.0121,0.7709,0.3642,0.5,1.0,0.032,1.0,1.0,0.2617,0.9985
zero-shot,LC-QuAD,?A1=A3+A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.0,0.0,1.0,0.0,0.0002
zero-shot,LC-QuAD,?A1=A3+A4,o3,0.0,0.221,0.3179,0.98,0.0047,0.0378,0.0307,0.9937,0.061,0.9252,0.6321,0.7502,1.0,0.1635,0.8569,1.0,1.0,0.9998
zero-shot,LC-QuAD,?A1=A3+A4,gpt-5,0.0,0.0,0.0001,0.1264,0.0,0.0,0.0,0.2257,0.0,0.0147,0.0008,0.0033,0.9994,0.0,0.004,1.0,0.0006,1.0
zero-shot,LC-QuAD,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1>A3,gpt-oss:20b,0.0,1.0,0.9444,0.9998,0.2712,0.967,0.9887,1.0,0.9934,0.9998,0.9998,0.9999,1.0,0.988,0.9973,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1>A3,gpt-4.1-nano-2025-04-14,0.0,0.0924,1.0,0.9876,0.0201,0.5497,0.6955,0.9996,0.7586,0.9663,0.951,0.9876,1.0,0.7405,0.8736,1.0,0.9888,0.9999
zero-shot,LC-QuAD,?A1>A3,mistral-small:24b,0.0,0.0005,0.024,1.0,0.0,0.0249,0.0517,0.9155,0.0909,0.405,0.3073,0.545,0.9997,0.1063,0.1712,0.9997,0.6418,0.951
zero-shot,LC-QuAD,?A1>A3,llama3.1:70b,0.0,0.8198,0.9901,1.0,1.0,0.9934,0.9981,1.0,0.9991,1.0,1.0,1.0,1.0,0.9994,0.9998,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1>A3,gemini-2.0-flash,0.0,0.0631,0.5497,0.9864,0.0147,1.0,0.7243,0.9984,0.8092,0.9756,0.9648,0.9908,1.0,0.7558,0.8856,1.0,0.9957,0.9999
zero-shot,LC-QuAD,?A1>A3,gpt-4.1-mini-2025-04-14,0.0,0.0244,0.3991,0.97,0.0047,0.383,1.0,0.9979,0.678,0.9519,0.9155,0.9818,1.0,0.6146,0.8042,1.0,0.9912,0.9998
zero-shot,LC-QuAD,?A1>A3,gpt-4o,0.0,0.0,0.0011,0.1358,0.0,0.0033,0.0046,1.0,0.0133,0.0843,0.0619,0.2111,0.9901,0.0085,0.0302,0.9951,0.2319,0.775
zero-shot,LC-QuAD,?A1>A3,gpt-4.1-2025-04-14,0.0,0.0147,0.32,0.9429,0.0023,0.28,0.4388,0.993,1.0,0.8942,0.8688,0.9593,1.0,0.5,0.7159,1.0,0.978,0.9988
zero-shot,LC-QuAD,?A1>A3,grok-3-mini,0.0,0.0006,0.0587,0.6848,0.0001,0.046,0.0871,0.9483,0.1659,1.0,0.5,0.7693,0.9998,0.1403,0.2712,1.0,0.8042,0.9864
zero-shot,LC-QuAD,?A1>A3,deepseek-chat,0.0,0.0007,0.0809,0.775,0.0001,0.0632,0.1358,0.9639,0.2005,0.6026,1.0,0.7865,0.9998,0.1456,0.3417,1.0,0.8358,0.9897
zero-shot,LC-QuAD,?A1>A3,gemini-2.5-flash,0.0,0.0002,0.0232,0.545,0.0,0.0182,0.0352,0.8491,0.0704,0.3294,0.2983,1.0,0.9978,0.0395,0.1055,0.9995,0.6556,0.9497
zero-shot,LC-QuAD,?A1>A3,gpt-5-nano,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0201,0.0,0.0005,0.0004,0.0044,1.0,0.0,0.0,0.7243,0.003,0.0885
zero-shot,LC-QuAD,?A1>A3,deepseek-reasoner,0.0,0.0244,0.3494,0.9297,0.0018,0.3389,0.5,0.9957,0.6061,0.9115,0.9129,0.98,1.0,1.0,0.7852,1.0,0.9853,0.9998
zero-shot,LC-QuAD,?A1>A3,gemini-2.5-pro,0.0,0.0063,0.1871,0.8825,0.0005,0.1748,0.2841,0.9828,0.3877,0.8198,0.7517,0.9414,1.0,0.3179,1.0,1.0,0.9605,0.9989
zero-shot,LC-QuAD,?A1>A3,gpt-5-mini,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0102,0.0,0.0001,0.0001,0.0012,0.383,0.0,0.0,1.0,0.0023,0.0435
zero-shot,LC-QuAD,?A1>A3,o3,0.0,0.0,0.0207,0.4518,0.0,0.0092,0.0182,0.8358,0.0407,0.2841,0.2319,0.4469,0.9987,0.0297,0.0719,0.9989,1.0,0.9332
zero-shot,LC-QuAD,?A1>A3,gpt-5,0.0,0.0,0.0002,0.0809,0.0,0.0003,0.0005,0.3073,0.0026,0.0249,0.0192,0.0799,0.9476,0.0006,0.0027,0.976,0.1102,1.0
zero-shot,LC-QuAD,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-oss:20b,0.0,1.0,0.4439,0.9987,0.02,0.5,0.2148,0.9998,0.2442,0.9238,0.7558,0.5,1.0,0.3899,0.8898,1.0,0.5,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-4.1-nano-2025-04-14,0.0,0.6641,1.0,0.9985,0.0427,0.6061,0.3258,0.9999,0.3389,0.9508,0.8341,0.6101,1.0,0.5,0.9332,1.0,0.653,1.0
zero-shot,LC-QuAD,?A1>A4,mistral-small:24b,0.0,0.0032,0.0032,1.0,0.0,0.0056,0.0013,0.8252,0.0006,0.1208,0.022,0.0085,0.9999,0.0043,0.0876,1.0,0.0036,0.9887
zero-shot,LC-QuAD,?A1>A4,llama3.1:70b,0.0,0.9907,0.9778,1.0,1.0,0.9931,0.9599,1.0,0.9599,0.9999,0.9996,0.9902,1.0,0.973,0.9998,1.0,0.98,1.0
zero-shot,LC-QuAD,?A1>A4,gemini-2.0-flash,0.0,0.6043,0.5,0.9974,0.0168,1.0,0.2664,0.9997,0.2498,0.9296,0.7995,0.5561,1.0,0.4415,0.9369,1.0,0.5,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-4.1-mini-2025-04-14,0.0,0.8659,0.7743,0.9995,0.0814,0.8256,1.0,1.0,0.5598,0.9953,0.9368,0.8092,1.0,0.72,0.9871,1.0,0.7796,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-4o,0.0,0.0006,0.0002,0.2522,0.0,0.0007,0.0001,1.0,0.0,0.0284,0.0019,0.0009,0.9985,0.0005,0.0237,1.0,0.0006,0.9323
zero-shot,LC-QuAD,?A1>A4,gpt-4.1-2025-04-14,0.0,0.8341,0.7558,0.9998,0.0814,0.8447,0.5598,1.0,1.0,0.9894,0.9519,0.8316,1.0,0.7288,0.9943,1.0,0.7743,1.0
zero-shot,LC-QuAD,?A1>A4,grok-3-mini,0.0,0.1264,0.0845,0.9201,0.0003,0.1144,0.0119,0.984,0.0222,1.0,0.2916,0.0871,1.0,0.0557,0.5,1.0,0.0762,0.9998
zero-shot,LC-QuAD,?A1>A4,deepseek-chat,0.0,0.3389,0.2442,0.9889,0.0013,0.2879,0.1058,0.9993,0.0871,0.7949,1.0,0.28,1.0,0.1908,0.7478,1.0,0.2442,1.0
zero-shot,LC-QuAD,?A1>A4,gemini-2.5-flash,0.0,0.6081,0.5,0.9957,0.0218,0.5561,0.28,0.9996,0.2612,0.9519,0.8092,1.0,1.0,0.43,0.9552,1.0,0.5,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-5-nano,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9283,0.0,0.0963
zero-shot,LC-QuAD,?A1>A4,deepseek-reasoner,0.0,0.7121,0.6061,0.998,0.0519,0.6706,0.3854,0.9998,0.3804,0.9703,0.8785,0.7017,1.0,1.0,0.9702,1.0,0.6101,1.0
zero-shot,LC-QuAD,?A1>A4,gemini-2.5-pro,0.0,0.1704,0.1102,0.9456,0.0005,0.111,0.027,0.9867,0.0144,0.6123,0.3444,0.0877,1.0,0.0586,1.0,1.0,0.092,0.9999
zero-shot,LC-QuAD,?A1>A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1279,0.0,0.0,1.0,0.0,0.0082
zero-shot,LC-QuAD,?A1>A4,o3,0.0,0.617,0.4478,0.9984,0.0395,0.6146,0.322,0.9997,0.3258,0.9573,0.8341,0.617,1.0,0.5,0.9481,1.0,1.0,1.0
zero-shot,LC-QuAD,?A1>A4,gpt-5,0.0,0.0,0.0,0.0215,0.0,0.0,0.0,0.1034,0.0,0.0005,0.0,0.0,0.9413,0.0,0.0003,0.9962,0.0,1.0
zero-shot,LC-QuAD,?A3∅A4,llama3.1:8b,1.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748,0.0,0.0748,0.0,0.0925,0.068,0.0,0.5775,0.0017
zero-shot,LC-QuAD,?A3∅A4,gpt-oss:20b,0.9739,1.0,0.0003,0.0,0.0057,0.0,0.0001,0.0,0.0,0.5775,0.0,0.5747,0.0,0.6286,0.5747,0.0,0.9564,0.0551
zero-shot,LC-QuAD,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,0.9999,1.0,0.0019,0.8775,0.3073,0.554,0.0063,0.5513,1.0,0.0011,0.9999,0.0432,0.9999,0.9998,0.0192,1.0,0.9923
zero-shot,LC-QuAD,?A3∅A4,mistral-small:24b,1.0,1.0,0.9992,1.0,1.0,0.9924,0.9992,0.6506,0.9981,1.0,0.405,1.0,0.8556,1.0,1.0,0.7528,1.0,1.0
zero-shot,LC-QuAD,?A3∅A4,llama3.1:70b,1.0,0.9977,0.1831,0.0001,1.0,0.0619,0.1562,0.0002,0.1562,0.9982,0.0,0.9986,0.0053,0.9995,0.9982,0.0015,1.0,0.8856
zero-shot,LC-QuAD,?A3∅A4,gemini-2.0-flash,1.0,1.0,0.775,0.015,0.9639,1.0,0.7787,0.0361,0.8144,1.0,0.0027,1.0,0.1444,1.0,1.0,0.074,1.0,0.9978
zero-shot,LC-QuAD,?A3∅A4,gpt-4.1-mini-2025-04-14,1.0,1.0,0.554,0.0018,0.9033,0.3045,1.0,0.0085,0.5531,1.0,0.0002,1.0,0.0573,1.0,0.9999,0.0237,1.0,0.9901
zero-shot,LC-QuAD,?A3∅A4,gpt-4o,1.0,1.0,0.997,0.4487,0.9999,0.9793,0.9957,1.0,0.9978,1.0,0.2833,1.0,0.8389,1.0,1.0,0.705,1.0,1.0
zero-shot,LC-QuAD,?A3∅A4,gpt-4.1-2025-04-14,1.0,1.0,0.5513,0.004,0.9033,0.2757,0.5531,0.0049,1.0,1.0,0.0004,1.0,0.0385,1.0,1.0,0.0164,1.0,0.9889
zero-shot,LC-QuAD,?A3∅A4,grok-3-mini,0.9646,0.5775,0.0001,0.0,0.0048,0.0,0.0002,0.0,0.0,1.0,0.0,0.5722,0.0,0.6399,0.5747,0.0,0.9599,0.0607
zero-shot,LC-QuAD,?A3∅A4,deepseek-chat,1.0,1.0,0.9995,0.6848,1.0,0.9989,0.9999,0.7889,0.9998,1.0,1.0,1.0,0.9247,1.0,1.0,0.8792,1.0,1.0
zero-shot,LC-QuAD,?A3∅A4,gemini-2.5-flash,0.9646,0.5747,0.0003,0.0,0.004,0.0,0.0002,0.0,0.0001,0.5722,0.0,1.0,0.0,0.6682,0.5982,0.0,0.9738,0.0551
zero-shot,LC-QuAD,?A3∅A4,gpt-5-nano,1.0,1.0,0.9751,0.2048,0.9974,0.9027,0.9644,0.2399,0.9785,1.0,0.1121,1.0,1.0,1.0,1.0,0.3714,1.0,1.0
zero-shot,LC-QuAD,?A3∅A4,deepseek-reasoner,0.9564,0.5,0.0004,0.0,0.0017,0.0,0.0001,0.0,0.0001,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.9506,0.0541
zero-shot,LC-QuAD,?A3∅A4,gemini-2.5-pro,0.9693,0.5747,0.0005,0.0,0.0048,0.0,0.0002,0.0,0.0,0.5747,0.0,0.5982,0.0,0.6494,1.0,0.0,0.968,0.0662
zero-shot,LC-QuAD,?A3∅A4,gpt-5-mini,1.0,1.0,0.9897,0.3244,0.9994,0.9544,0.9867,0.3939,0.9916,1.0,0.1746,1.0,0.7443,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A3∅A4,o3,0.5775,0.0925,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0814,0.0,0.0669,0.0,0.1002,0.0758,0.0,1.0,0.0007
zero-shot,LC-QuAD,?A3∅A4,gpt-5,0.9995,0.9749,0.0164,0.0,0.1748,0.0049,0.0201,0.0,0.022,0.9712,0.0,0.9749,0.0,0.9734,0.9674,0.0,0.9998,1.0
zero-shot,LC-QuAD,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A4=A1|3,gpt-oss:20b,0.001,1.0,0.212,0.001,0.002,0.1133,0.073,0.0193,0.4018,0.9996,0.073,0.9996,0.8949,0.7256,0.9947,0.9102,0.8811,0.9682
zero-shot,LC-QuAD,?A4=A1|3,gpt-4.1-nano-2025-04-14,0.0156,0.9102,1.0,0.0156,0.0625,0.5,0.377,0.1445,0.8062,0.9999,0.3633,0.9998,0.9793,0.9408,0.9992,0.9793,0.9793,0.9947
zero-shot,LC-QuAD,?A4=A1|3,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A4=A1|3,llama3.1:70b,0.5,1.0,0.9922,0.5,1.0,0.9844,1.0,0.875,0.998,1.0,0.9688,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,LC-QuAD,?A4=A1|3,gemini-2.0-flash,0.0312,0.9673,0.7461,0.0312,0.1094,1.0,0.5,0.2266,0.9375,1.0,0.5,1.0,0.9983,0.9807,1.0,0.9983,0.9983,0.9993
zero-shot,LC-QuAD,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.0625,0.9807,0.8281,0.0625,0.125,0.7461,1.0,0.3438,0.927,1.0,0.6367,1.0,0.9979,0.9888,1.0,0.9979,0.9962,0.9996
zero-shot,LC-QuAD,?A4=A1|3,gpt-4o,0.25,0.9968,0.9648,0.25,0.5,0.9375,0.8906,1.0,0.9893,1.0,0.9375,1.0,0.9997,0.9983,1.0,0.9999,0.9997,1.0
zero-shot,LC-QuAD,?A4=A1|3,gpt-4.1-2025-04-14,0.0039,0.7728,0.3872,0.0039,0.0195,0.2266,0.1938,0.0547,1.0,0.9999,0.1719,0.9995,0.9616,0.8491,0.9987,0.9519,0.9713,0.9827
zero-shot,LC-QuAD,?A4=A1|3,grok-3-mini,0.0,0.0022,0.0005,0.0,0.0,0.0,0.0001,0.0,0.0004,1.0,0.0,0.5,0.0207,0.0073,0.345,0.0207,0.0207,0.1148
zero-shot,LC-QuAD,?A4=A1|3,deepseek-chat,0.0625,0.9807,0.8555,0.0625,0.1875,0.7734,0.6367,0.3125,0.9453,1.0,1.0,1.0,0.9979,0.9888,0.9999,0.9962,0.9979,0.9993
