action,dataset,predicate,llm,deepseek-chat,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,gpt-oss:20b,grok-3-mini,llama3.1:70b,llama3.1:8b,mistral-small:24b,o3,deepseek-reasoner
zero-shot,overall,?A1>A3,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
zero-shot,overall,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,overall,?A1>A3,mistral-small:24b,0.0024,0.0,0.4222,0.0002,0.8619,0.5621,0.2521,0.8909,1.0,1.0,1.0,0.0,0.974,0.0,0.0,1.0,0.4685,0.0
zero-shot,overall,?A1>A3,o3,0.0032,0.0,0.4679,0.0001,0.8957,0.6098,0.2905,0.9094,1.0,1.0,1.0,0.0,0.9853,0.0,0.0,0.5628,1.0,0.0
zero-shot,overall,?A1>A4,deepseek-chat,1.0,0.0065,0.9949,0.0955,0.6578,0.5161,0.1774,0.9923,1.0,1.0,1.0,0.0,0.9944,0.0,0.0,0.9458,0.3764,0.0
zero-shot,overall,?A1>A4,deepseek-reasoner,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9871,1.0,0.0009,0.0,1.0,1.0,1.0
zero-shot,overall,?A1>A4,gemini-2.0-flash,0.9949,1.0,1.0,0.879,0.9986,0.9951,0.9385,1.0,1.0,1.0,1.0,0.0437,1.0,0.0,0.0,1.0,0.9865,0.0
zero-shot,overall,?A1>A4,gemini-2.5-flash,0.0065,0.0,1.0,0.0,0.0149,0.0051,0.0002,0.4677,1.0,1.0,1.0,0.0,0.5166,0.0,0.0,0.1846,0.0016,0.0
zero-shot,overall,?A1>A4,gemini-2.5-pro,0.9176,0.1387,1.0,1.0,0.9627,0.9234,0.6566,0.9999,1.0,1.0,1.0,0.0021,1.0,0.0,0.0,0.9981,0.8504,0.0
zero-shot,overall,?A1>A4,gpt-4.1-2025-04-14,0.3725,0.0019,0.9879,0.0446,1.0,0.3702,0.0951,0.9816,1.0,1.0,1.0,0.0,0.9877,0.0,0.0,0.8834,0.2409,0.0
zero-shot,overall,?A1>A4,gpt-4.1-mini-2025-04-14,0.5161,0.0062,0.996,0.0895,0.6606,1.0,0.1706,0.9922,1.0,1.0,1.0,0.0,0.9958,0.0,0.0,0.9424,0.3725,0.0
zero-shot,overall,?A1>A4,gpt-4.1-nano-2025-04-14,0.8427,0.0723,0.9999,0.3735,0.918,0.8496,1.0,0.9996,1.0,1.0,1.0,0.0008,0.9999,0.0,0.0,0.9944,0.7433,0.0
zero-shot,overall,?A1>A4,gpt-4o,0.0095,0.0,0.5645,0.0001,0.0224,0.0096,0.0005,1.0,1.0,1.0,1.0,0.0,0.5623,0.0,0.0,0.2111,0.0033,0.0
zero-shot,overall,?A1>A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4647,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,overall,?A1>A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5704,1.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,overall,?A1>A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965,0.9953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,overall,?A1>A4,gpt-oss:20b,1.0,0.9635,1.0,0.9984,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9999,0.0161
zero-shot,overall,?A1>A4,grok-3-mini,0.0071,0.0,0.5166,0.0,0.0152,0.0053,0.0002,0.4688,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.179,0.0015,0.0
zero-shot,overall,?A1>A4,llama3.1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9993
zero-shot,overall,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,overall,?A1>A4,mistral-small:24b,0.0636,0.0,0.8355,0.0025,0.1323,0.0673,0.007,0.8113,1.0,1.0,1.0,0.0,0.8412,0.0,0.0,1.0,0.033,0.0
zero-shot,overall,?A1>A4,o3,0.6531,0.0167,0.9988,0.1698,0.7841,0.6578,0.2837,0.9974,1.0,1.0,1.0,0.0001,0.9989,0.0,0.0,0.9724,1.0,0.0
zero-shot,overall,?A3∅A4,deepseek-chat,1.0,0.9975,1.0,1.0,0.9953,0.0014,0.9433,1.0,1.0,0.9984,1.0,1.0,1.0,1.0,1.0,0.0001,1.0,1.0
zero-shot,overall,?A3∅A4,deepseek-reasoner,0.0,0.0,1.0,0.3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9243,1.0,0.0,0.9222,0.0,0.9995,1.0
zero-shot,overall,?A3∅A4,gemini-2.0-flash,0.0033,1.0,1.0,1.0,0.4657,0.0,0.1456,0.9875,1.0,0.6509,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gemini-2.5-flash,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.9871,0.0,0.0077,0.0,0.3213,0.0001
zero-shot,overall,?A3∅A4,gemini-2.5-pro,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621,1.0,0.0,0.9553,0.0,0.9999,0.6388
zero-shot,overall,?A3∅A4,gpt-4.1-2025-04-14,0.0059,0.5683,1.0,1.0,1.0,0.0,0.1751,0.9921,1.0,0.7004,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-4.1-mini-2025-04-14,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2491,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-4.1-nano-2025-04-14,0.0664,0.8721,1.0,1.0,0.8451,0.0,1.0,0.9996,1.0,0.9304,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-4o,0.0,0.0153,1.0,1.0,0.0099,0.0,0.0006,1.0,0.9992,0.0294,0.9949,1.0,1.0,0.9917,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.001,1.0,0.0,0.2612,1.0,1.0,0.2773,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-5-mini,0.002,0.3782,1.0,1.0,0.3283,0.0,0.0809,0.9759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-5-nano,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0066,0.7676,0.0,1.0,1.0,1.0,0.5171,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,gpt-oss:20b,0.0,0.0,0.9936,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5204,0.0,0.9777,0.0914
zero-shot,overall,?A3∅A4,grok-3-mini,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0038,0.0
zero-shot,overall,?A3∅A4,llama3.1:70b,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0104,0.7503,0.0,0.5171,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zero-shot,overall,?A3∅A4,llama3.1:8b,0.0,0.0,0.9943,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204,1.0,0.0,1.0,0.0,0.9758,0.0937
zero-shot,overall,?A3∅A4,mistral-small:24b,0.9999,1.0,1.0,1.0,1.0,0.7755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,overall,?A3∅A4,o3,0.0,0.0,0.7191,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.9974,0.0,0.031,0.0,1.0,0.0007
zero-shot,overall,?A4=A1|3,deepseek-chat,1.0,0.0005,1.0,1.0,0.9979,0.0116,0.0,0.2112,1.0,1.0,1.0,0.9896,1.0,0.0,0.0,0.0,1.0,0.9962
zero-shot,overall,?A4=A1|3,deepseek-reasoner,0.0056,0.0,1.0,1.0,0.5985,0.0,0.0,0.0003,1.0,0.9999,1.0,0.3692,1.0,0.0,0.0,0.0,1.0,1.0
zero-shot,overall,?A4=A1|3,gemini-2.0-flash,0.9997,1.0,1.0,1.0,1.0,0.8693,0.0297,0.9939,1.0,1.0,1.0,1.0,1.0,0.0297,0.0,0.0,1.0,1.0
zero-shot,overall,?A4=A1|3,gemini-2.5-flash,0.0,0.0,1.0,0.0004,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.0,0.4034,0.0,0.0,0.0,0.0126,0.0
zero-shot,overall,?A4=A1|3,gemini-2.5-pro,0.0,0.0,0.9997,1.0,0.0,0.0,0.0,0.0,0.997,0.0002,0.2843,0.0,0.9992,0.0,0.0,0.0,0.8671,0.0
zero-shot,overall,?A4=A1|3,gpt-4.1-2025-04-14,0.0031,0.0,1.0,1.0,1.0,0.0,0.0,0.0001,1.0,0.9996,1.0,0.3089,1.0,0.0,0.0,0.0,1.0,0.4504
zero-shot,overall,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.9924,0.171,1.0,1.0,1.0,1.0,0.0019,0.9336,1.0,1.0,1.0,1.0,1.0,0.0015,0.0,0.0,1.0,1.0
zero-shot,overall,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,0.981,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5406,0.0,0.0014,1.0,1.0
zero-shot,overall,?A4=A1|3,gpt-4o,0.8285,0.0096,1.0,1.0,0.9999,0.0894,0.0,1.0,1.0,1.0,1.0,0.9992,1.0,0.0,0.0,0.0,1.0,0.9998
zero-shot,overall,?A4=A1|3,gpt-5,0.0,0.0,0.7759,0.0041,0.0,0.0,0.0,0.0,1.0,0.0,0.0005,0.0,0.687,0.0,0.0,0.0,0.0572,0.0
zero-shot,overall,?A4=A1|3,gpt-5-mini,0.0,0.0,1.0,0.9998,0.0007,0.0,0.0,0.0,1.0,1.0,0.999,0.0,1.0,0.0,0.0,0.0,1.0,0.0001
zero-shot,overall,?A4=A1|3,gpt-5-nano,0.0,0.0,1.0,0.7498,0.0,0.0,0.0,0.0,0.9997,0.0015,1.0,0.0,0.9999,0.0,0.0,0.0,0.9573,0.0
zero-shot,overall,?A4=A1|3,gpt-oss:20b,0.0148,0.0,1.0,1.0,0.7336,0.0,0.0,0.0012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.68
zero-shot,overall,?A4=A1|3,grok-3-mini,0.0,0.0,0.6339,0.0011,0.0,0.0,0.0,0.0,0.3483,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0219,0.0
zero-shot,overall,?A4=A1|3,llama3.1:70b,1.0,0.981,1.0,1.0,1.0,0.9992,0.5406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0009,1.0,1.0
zero-shot,overall,?A4=A1|3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,overall,?A4=A1|3,mistral-small:24b,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.0,1.0,1.0,1.0
zero-shot,overall,?A4=A1|3,o3,0.0,0.0,0.9902,0.1559,0.0,0.0,0.0,0.0,0.9533,0.0,0.0527,0.0,0.9828,0.0,0.0,0.0,1.0,0.0
zero-shot,qawiki,?A1=A2,deepseek-chat,1.0,0.9157,0.9564,0.8275,0.9927,0.968,0.8192,1.0,1.0,1.0,1.0,0.6321,0.9975,0.221,0.0,1.0,0.9712,0.0012
zero-shot,qawiki,?A1=A2,deepseek-reasoner,0.9999,0.9999,1.0,0.9998,1.0,1.0,0.9996,1.0,1.0,1.0,1.0,0.9974,1.0,0.9793,0.0,1.0,1.0,1.0
zero-shot,qawiki,?A1=A2,gemini-2.0-flash,0.1635,1.0,0.7077,0.434,0.8519,0.7214,0.4225,0.9999,1.0,1.0,1.0,0.2664,0.9597,0.0216,0.0,1.0,0.7743,0.0004
zero-shot,qawiki,?A1=A2,gemini-2.5-flash,0.0925,0.4278,1.0,0.2786,0.7709,0.57,0.2983,0.9998,1.0,1.0,1.0,0.1856,0.9393,0.0205,0.0,1.0,0.6962,0.0001
zero-shot,qawiki,?A1=A2,gemini-2.5-pro,0.2858,0.6911,0.8365,1.0,0.9061,0.7975,0.566,1.0,1.0,1.0,1.0,0.383,0.9808,0.0748,0.0,1.0,0.8785,0.0008
zero-shot,qawiki,?A1=A2,gpt-4.1-2025-04-14,0.0216,0.2434,0.3555,0.162,1.0,0.3555,0.1405,0.9984,1.0,1.0,1.0,0.0967,0.8256,0.0019,0.0,1.0,0.5,0.0
zero-shot,qawiki,?A1=A2,gpt-4.1-mini-2025-04-14,0.0758,0.4225,0.57,0.3089,0.7709,1.0,0.2617,0.9997,1.0,1.0,1.0,0.1802,0.9231,0.0073,0.0,1.0,0.6864,0.0001
zero-shot,qawiki,?A1=A2,gpt-4.1-nano-2025-04-14,0.2923,0.7214,0.8115,0.566,0.9252,0.8569,1.0,1.0,1.0,1.0,1.0,0.3854,0.9832,0.068,0.0,1.0,0.849,0.0017
zero-shot,qawiki,?A1=A2,gpt-4o,0.0,0.0003,0.0006,0.0001,0.0038,0.0009,0.0001,1.0,1.0,1.0,0.9989,0.0,0.0182,0.0,0.0,0.8736,0.0006,0.0
zero-shot,qawiki,?A1=A2,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8447,0.0066,0.0,0.0,0.0,0.0,0.0001,0.0,0.0
zero-shot,qawiki,?A1=A2,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2498,1.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1=A2,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.9972,0.9998,1.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0
zero-shot,qawiki,?A1=A2,gpt-oss:20b,0.5,0.8256,0.8837,0.7243,0.9443,0.889,0.72,1.0,1.0,1.0,1.0,1.0,0.9894,0.1885,0.0,1.0,0.9414,0.0081
zero-shot,qawiki,?A1=A2,grok-3-mini,0.0069,0.0769,0.1147,0.0403,0.2664,0.1341,0.0365,0.9912,1.0,1.0,1.0,0.0222,1.0,0.0007,0.0,0.9995,0.2257,0.0
zero-shot,qawiki,?A1=A2,llama3.1:70b,0.8761,0.9927,0.9917,0.9646,0.9995,0.998,0.9693,1.0,1.0,1.0,1.0,0.8923,0.9998,1.0,0.0,1.0,0.997,0.0577
zero-shot,qawiki,?A1=A2,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,qawiki,?A1=A2,mistral-small:24b,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.1958,1.0,1.0,0.9721,0.0,0.0013,0.0,0.0,1.0,0.0001,0.0
zero-shot,qawiki,?A1=A2,o3,0.0607,0.3258,0.4321,0.2025,0.6254,0.4357,0.2307,0.9998,1.0,1.0,1.0,0.1055,0.8544,0.0083,0.0,1.0,1.0,0.0001
zero-shot,qawiki,?A1=A3+A4,deepseek-chat,1.0,0.4073,0.9856,0.6399,0.105,0.2517,0.1239,1.0,1.0,1.0,1.0,0.8192,0.9931,0.0022,0.0,0.9996,0.7634,0.0154
zero-shot,qawiki,?A1=A3+A4,deepseek-reasoner,0.9962,0.9894,1.0,0.9947,0.8338,0.9616,0.8204,1.0,1.0,1.0,1.0,0.9988,1.0,0.212,0.0032,1.0,0.998,1.0
zero-shot,qawiki,?A1=A3+A4,gemini-2.0-flash,0.7597,1.0,0.9988,0.779,0.1662,0.4073,0.2122,1.0,1.0,1.0,1.0,0.8998,0.9993,0.0059,0.0,0.9998,0.8675,0.0384
zero-shot,qawiki,?A1=A3+A4,gemini-2.5-flash,0.0326,0.0047,1.0,0.0216,0.0002,0.0008,0.0004,0.9818,1.0,1.0,1.0,0.1147,0.7383,0.0,0.0,0.9155,0.0748,0.0
zero-shot,qawiki,?A1=A3+A4,gemini-2.5-pro,0.5,0.3506,0.9927,1.0,0.0758,0.221,0.0843,0.9999,1.0,1.0,1.0,0.7443,0.997,0.0013,0.0,0.9981,0.7214,0.0173
zero-shot,qawiki,?A1=A3+A4,gpt-4.1-2025-04-14,0.9534,0.9283,1.0,0.968,1.0,0.8491,0.5927,1.0,1.0,1.0,1.0,0.9904,1.0,0.0592,0.0005,1.0,0.9786,0.3145
zero-shot,qawiki,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.8684,0.7597,0.9999,0.8761,0.3036,1.0,0.345,1.0,1.0,1.0,1.0,0.9564,0.9997,0.0262,0.0001,1.0,0.939,0.1051
zero-shot,qawiki,?A1=A3+A4,gpt-4.1-nano-2025-04-14,0.939,0.8852,0.9999,0.9622,0.5927,0.7878,1.0,1.0,1.0,1.0,1.0,0.9879,0.9999,0.0592,0.0001,1.0,0.9749,0.3238
zero-shot,qawiki,?A1=A3+A4,gpt-4o,0.0001,0.0,0.0337,0.0003,0.0,0.0,0.0,1.0,1.0,1.0,0.9999,0.0005,0.0524,0.0,0.0,0.2257,0.0003,0.0
zero-shot,qawiki,?A1=A3+A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8042,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1=A3+A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038,1.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1=A3+A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.9822,0.9991,1.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0
zero-shot,qawiki,?A1=A3+A4,gpt-oss:20b,0.2923,0.1808,0.9393,0.3714,0.0261,0.0925,0.0307,0.9998,1.0,1.0,1.0,1.0,0.9712,0.0001,0.0,0.9967,0.5,0.0047
zero-shot,qawiki,?A1=A3+A4,grok-3-mini,0.0168,0.0026,0.4159,0.0096,0.0,0.0011,0.0003,0.971,1.0,1.0,1.0,0.0607,1.0,0.0,0.0,0.8688,0.0307,0.0
zero-shot,qawiki,?A1=A3+A4,llama3.1:70b,0.9996,0.9987,1.0,0.9998,0.9824,0.9915,0.9824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0156,1.0,0.9998,0.9102
zero-shot,qawiki,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998
zero-shot,qawiki,?A1=A3+A4,mistral-small:24b,0.0012,0.0005,0.1358,0.0045,0.0,0.0002,0.0,0.8544,1.0,1.0,1.0,0.008,0.2005,0.0,0.0,1.0,0.0048,0.0
zero-shot,qawiki,?A1=A3+A4,o3,0.3601,0.2291,0.9646,0.4225,0.0494,0.1239,0.0551,0.9999,1.0,1.0,1.0,0.6399,0.9879,0.0008,0.0,0.9982,1.0,0.0073
zero-shot,qawiki,?A1>A3,deepseek-chat,1.0,0.1215,0.8438,0.0222,0.3877,0.7995,0.7478,0.9413,1.0,1.0,1.0,0.4427,0.9324,0.0,0.0,0.9191,0.7558,0.0023
zero-shot,qawiki,?A1>A3,deepseek-reasoner,0.9992,0.9605,1.0,0.838,0.9991,1.0,0.9998,1.0,1.0,1.0,1.0,0.9961,1.0,0.0119,0.0,0.9999,0.9999,1.0
zero-shot,qawiki,?A1>A3,gemini-2.0-flash,0.9281,1.0,0.9865,0.2354,0.8544,0.9902,0.9822,0.9973,1.0,1.0,1.0,0.8512,0.9967,0.0001,0.0,0.9962,0.9663,0.0719
zero-shot,qawiki,?A1>A3,gemini-2.5-flash,0.2354,0.0267,1.0,0.001,0.1215,0.5,0.4439,0.7715,1.0,1.0,0.9999,0.151,0.7336,0.0,0.0,0.7371,0.4415,0.0001
zero-shot,qawiki,?A1>A3,gemini-2.5-pro,0.9894,0.8438,0.9997,1.0,0.9782,0.9987,0.9977,0.9996,1.0,1.0,1.0,0.9733,0.9999,0.0014,0.0,0.9988,0.9985,0.2557
zero-shot,qawiki,?A1>A3,gpt-4.1-2025-04-14,0.7159,0.2257,0.9281,0.0442,1.0,0.9338,0.9002,0.978,1.0,1.0,1.0,0.6043,0.973,0.0,0.0,0.9663,0.8688,0.003
zero-shot,qawiki,?A1>A3,gpt-4.1-mini-2025-04-14,0.2879,0.0218,0.617,0.0033,0.1215,1.0,0.5,0.8019,1.0,1.0,1.0,0.1958,0.7693,0.0,0.0,0.7787,0.5,0.0001
zero-shot,qawiki,?A1>A3,gpt-4.1-nano-2025-04-14,0.3444,0.0362,0.6641,0.0055,0.1684,0.6196,1.0,0.8395,1.0,1.0,1.0,0.2483,0.8144,0.0,0.0,0.8129,0.5573,0.0006
zero-shot,qawiki,?A1>A3,gpt-4o,0.0963,0.006,0.3101,0.0009,0.0407,0.2723,0.2285,1.0,1.0,1.0,0.9997,0.074,0.4487,0.0,0.0,0.5,0.2094,0.0001
zero-shot,qawiki,?A1>A3,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5598,0.1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1>A3,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598,1.0,0.0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1>A3,gpt-5-nano,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0008,0.9368,0.9558,1.0,0.0,0.0005,0.0,0.0,0.0008,0.0,0.0
zero-shot,qawiki,?A1>A3,gpt-oss:20b,0.6673,0.2175,0.908,0.0492,0.5,0.8736,0.8296,0.9544,1.0,1.0,1.0,1.0,0.9573,0.0,0.0,0.9456,0.8296,0.0088
zero-shot,qawiki,?A1>A3,grok-3-mini,0.1163,0.0077,0.3776,0.0002,0.0519,0.3294,0.2757,0.6506,1.0,1.0,0.9998,0.0762,1.0,0.0,0.0,0.5964,0.2557,0.0
zero-shot,qawiki,?A1>A3,llama3.1:70b,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0007,1.0,1.0,0.9953
zero-shot,qawiki,?A1>A3,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,1.0,1.0,1.0,1.0
zero-shot,qawiki,?A1>A3,mistral-small:24b,0.1264,0.0082,0.3518,0.0026,0.0587,0.3045,0.2629,0.6101,1.0,1.0,0.9997,0.0876,0.5,0.0,0.0,1.0,0.2662,0.0002
zero-shot,qawiki,?A1>A3,o3,0.3389,0.0587,0.6706,0.004,0.2005,0.6101,0.5573,0.8597,1.0,1.0,1.0,0.2483,0.838,0.0,0.0,0.8091,1.0,0.0003
zero-shot,qawiki,?A1>A4,deepseek-chat,1.0,0.7601,0.5,0.1013,0.3359,0.5,0.4495,0.9898,1.0,1.0,1.0,0.5561,0.8055,0.0007,0.0,0.9969,0.1,0.0006
zero-shot,qawiki,?A1>A4,deepseek-reasoner,0.9998,1.0,1.0,0.9943,0.9998,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,0.5643,0.0001,1.0,0.9881,1.0
zero-shot,qawiki,?A1>A4,gemini-2.0-flash,0.3359,1.0,0.2841,0.0325,0.1341,0.2664,0.2399,0.971,1.0,1.0,1.0,0.347,0.6611,0.0001,0.0,0.9863,0.0267,0.0
zero-shot,qawiki,?A1>A4,gemini-2.5-flash,0.6101,0.8042,1.0,0.0748,0.3776,0.5612,0.5,0.9933,1.0,1.0,1.0,0.6101,0.889,0.0011,0.0,0.9981,0.0821,0.0001
zero-shot,qawiki,?A1>A4,gemini-2.5-pro,0.9405,0.9836,0.9646,1.0,0.8853,0.9506,0.8942,0.9998,1.0,1.0,1.0,0.9368,0.996,0.0218,0.0,0.9999,0.5,0.0144
zero-shot,qawiki,?A1>A4,gpt-4.1-2025-04-14,0.7601,0.9231,0.7336,0.1958,1.0,0.7634,0.6742,0.9984,1.0,1.0,1.0,0.7517,0.9481,0.0014,0.0,0.9987,0.1802,0.0006
zero-shot,qawiki,?A1>A4,gpt-4.1-mini-2025-04-14,0.6101,0.8256,0.5612,0.0939,0.3601,1.0,0.5,0.9907,1.0,1.0,1.0,0.6081,0.8688,0.0011,0.0,0.9957,0.1144,0.0001
zero-shot,qawiki,?A1>A4,gpt-4.1-nano-2025-04-14,0.6482,0.8389,0.6026,0.1659,0.4402,0.6146,1.0,0.9899,1.0,1.0,1.0,0.6399,0.8736,0.0023,0.0,0.9956,0.1568,0.001
zero-shot,qawiki,?A1>A4,gpt-4o,0.0198,0.0524,0.0137,0.0005,0.0038,0.0178,0.0185,1.0,1.0,1.0,1.0,0.0266,0.1073,0.0,0.0,0.6955,0.0002,0.0
zero-shot,qawiki,?A1>A4,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6911,0.1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1>A4,gpt-5-mini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434,1.0,0.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zero-shot,qawiki,?A1>A4,gpt-5-nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8785,0.9552,1.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0
zero-shot,qawiki,?A1>A4,gpt-oss:20b,0.5561,0.7441,0.5,0.1058,0.3417,0.5,0.4525,0.9853,1.0,1.0,1.0,1.0,0.8209,0.0006,0.0,0.9948,0.0885,0.0001
zero-shot,qawiki,?A1>A4,grok-3-mini,0.2693,0.4449,0.1802,0.0098,0.092,0.2005,0.1871,0.932,1.0,1.0,1.0,0.2559,1.0,0.0,0.0,0.976,0.0166,0.0
zero-shot,qawiki,?A1>A4,llama3.1:70b,0.9997,1.0,0.9996,0.9902,0.9995,0.9996,0.9991,1.0,1.0,1.0,1.0,0.9998,1.0,1.0,0.0,1.0,0.9822,0.5643
zero-shot,qawiki,?A1>A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zero-shot,qawiki,?A1>A4,mistral-small:24b,0.0067,0.0259,0.0043,0.0001,0.0028,0.0085,0.0084,0.3991,1.0,1.0,0.9999,0.0103,0.0435,0.0,0.0,1.0,0.0,0.0
