dataset,action,llm,?A1=A2,?A1=A3+A4,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,?A1=A1*,?A1=A1**,?A1*=A1**,J(A1-A2),J(A1-A34),J(A3-A4),J(A4-A1|3),J(A1-A1*),J(A1-A1**),J(A1*-A1**),?SC(A1=A2),?SC(A1>A3),?SC(A1>A4),?SC(A3∅A4),?SC(A4=A1|3),idk_A1,idk_A2,idk_A3,idk_A4,?A1=A1(ave),J_A1_ave,idk,?A1=A2(+),?A1=A2(-),J(1-2)+,J(1-2)-,?A1>A3(+),?A1>A3(-),?A1>A4(+),?A1>A4(-),?A3∅A4(+),?A3∅A4(-),J(3-4)+,J(3-4)-,?A1=A3+A4(+),?A1=A3+A4(-),J(1-34)+,J(1-34)-,p(A1=A2)_x,p(A1=A3+A4)_x,p(A1>A3)_x,p(A1>A4)_x,p(A3∅A4)_x,p(A4=A1|3)_x,p(A1=A2)_y,p(A1=A3+A4)_y,p(A1>A3)_y,p(A1>A4)_y,p(A3∅A4)_y,p(A4=A1|3)_y
spinach,fixing,gpt-4.1-mini-2025-04-14,0.8533,0.7533,0.8867,0.98,0.9667,0.7467,0.5667,0.5733,0.5533,0.9138,0.8935,0.0165,0.7935,0.7759,0.7902,0.7916,,,,,,0.0267,0.02,0.0467,0.1267,0.5644,0.7859,0.055025000000000004,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-4.1-nano-2025-04-14,0.76,0.44,0.6467,0.7067,0.6133,0.3133,0.26,0.24,0.5333,0.6881,0.4969,0.1927,0.3241,0.3253,0.3042,0.5406,,,,,,0.2,0.1733,0.14,0.1867,0.3444,0.39,0.17500000000000002,,,,,,,,,,,,,,,,,0.0,0.0,0.0259,0.0,0.3073,0.0,0.0,0.0,0.0259,0.0,0.3073,0.0
spinach,fixing,gpt-4o,0.9533,0.8067,0.9267,0.9667,0.9533,0.78,0.6133,0.5933,0.5933,0.7168,0.7235,0.0362,0.5894,0.5886,0.579,0.5889,,,,,,0.3,0.2933,0.2533,0.3267,0.6,0.5855,0.293325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,gpt-5,0.94,0.84,0.94,0.9733,0.78,0.6267,0.7267,0.62,0.6533,0.9592,0.8977,0.22,0.6842,0.8527,0.7902,0.816,,,,,,0.3533,0.3533,0.3333,0.3867,0.6667,0.8196,0.35665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0106,0.0
spinach,fixing,gpt-5-mini,0.8933,0.7867,0.92,0.9333,0.7467,0.5533,0.7133,0.74,0.7067,0.9262,0.8639,0.2516,0.5143,0.7875,0.8356,0.8049,,,,,,0.5267,0.4733,0.56,0.48,0.72,0.8093,0.51,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,0.0
spinach,fixing,gpt-5-nano,0.8533,0.7467,0.8533,0.9867,0.8067,0.5533,0.6333,0.6533,0.6133,0.9005,0.8363,0.1806,0.5846,0.7468,0.8044,0.7705,,,,,,0.4133,0.3533,0.3733,0.5133,0.6333,0.7739,0.4133,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,0.0
spinach,fixing,grok-3-mini,0.8933,0.8533,0.9133,0.98,0.9867,0.84,0.4067,0.4667,0.4267,0.9354,0.9374,0.0133,0.7327,0.6547,0.7053,0.6644,,,,,,0.08,0.0867,0.1067,0.26,0.4334,0.6748,0.13335000000000002,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0
spinach,fixing,llama3.1:70b,0.5933,0.5467,0.7267,0.8267,0.9667,0.54,0.2533,0.2667,0.24,0.7508,0.8176,0.0107,0.7583,0.5101,0.5157,0.5142,,,,,,0.0,0.06,0.0733,0.06,0.2533,0.5133,0.048325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,llama3.1:8b,0.12,0.04,0.1733,0.1267,0.56,0.0267,0.02,0.0133,0.02,0.4342,0.3653,0.1351,0.2416,0.1657,0.1654,0.1914,,,,,,0.0,0.0,0.0067,0.0,0.0178,0.1742,0.001675,,,,,,,,,,,,,,,,,0.0001,0.0156,0.0001,0.0033,1.0,0.0625,0.0001,0.0156,0.0001,0.0033,1.0,0.0625
spinach,fixing,mistral-small:24b,0.7867,0.5,0.7267,0.8733,0.9467,0.48,0.5,0.54,0.52,0.8546,0.718,0.0254,0.63,0.727,0.7243,0.7362,,,,,,0.12,0.06,0.16,0.16,0.52,0.7292,0.125,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,fixing,o3,0.8,0.7667,0.94,0.92,0.9667,0.7467,0.3733,0.38,0.3733,0.8361,0.8607,0.0242,0.7798,0.5516,0.5745,0.5787,,,,,,0.1333,0.1067,0.08,0.16,0.3755,0.5683,0.12,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,0.0,0.0245,0.0
spinach,wikidata,deepseek-chat,0.3333,0.2153,0.5278,0.5625,0.625,0.1458,,,,0.5393,0.4885,0.1399,0.2152,,,,,,,,,0.0972,0.1042,0.1597,0.3333,,,0.17359999999999998,,,,,,,,,,,,,,,,,0.4278,0.0539,0.1163,0.0106,0.1553,0.0176,0.4278,0.0539,0.1163,0.0106,0.1553,0.0176
spinach,wikidata,gemini-2.0-flash,0.3472,0.1806,0.5347,0.4792,0.625,0.1111,,,,0.6181,0.4803,0.113,0.2705,,,,,,,,,0.0278,0.0417,0.1319,0.2222,,,0.1059,,,,,,,,,,,,,,,,,0.9449,0.0173,0.0098,0.0005,0.9061,0.0037,0.9449,0.0173,0.0098,0.0005,0.9061,0.0037
spinach,wikidata,gemini-2.5-flash,0.375,0.2847,0.5417,0.625,0.9028,0.2847,,,,0.4757,0.4383,0.0193,0.333,,,,,,,,,0.2292,0.2083,0.2639,0.2917,,,0.24827500000000002,,,,,,,,,,,,,,,,,0.1744,0.3714,0.1058,0.0072,0.0307,0.1553,0.1744,0.3714,0.1058,0.0072,0.0307,0.1553
spinach,wikidata,gemini-2.5-pro,0.3194,0.3264,0.5625,0.4792,0.8194,0.3056,,,,0.6635,0.6276,0.0251,0.5171,,,,,,,,,0.0069,0.0139,0.0625,0.0556,,,0.034725,,,,,,,,,,,,,,,,,0.4253,0.0035,0.0011,0.162,0.57,0.0008,0.4253,0.0035,0.0011,0.162,0.57,0.0008
spinach,wikidata,gpt-4.1-2025-04-14,0.5,0.2153,0.5625,0.4375,0.6389,0.1528,,,,0.7949,0.6168,0.0999,0.364,,,,,,,,,0.0,0.0,0.0417,0.0903,,,0.033,,,,,,,,,,,,,,,,,0.3679,0.6128,0.1405,0.5982,0.5,0.3036,0.3679,0.6128,0.1405,0.5982,0.5,0.3036
spinach,wikidata,gpt-4.1-mini-2025-04-14,0.2431,0.1042,0.3611,0.2708,0.8056,0.0486,,,,0.4007,0.2877,0.0664,0.1367,,,,,,,,,0.0417,0.0903,0.0139,0.1875,,,0.08335000000000001,,,,,,,,,,,,,,,,,1.0,0.9996,1.0,0.9973,0.0,0.9648,1.0,0.9996,1.0,0.9973,0.0,0.9648
spinach,wikidata,gpt-4.1-nano-2025-04-14,0.3333,0.0694,0.3194,0.5278,0.7708,0.0208,,,,0.6041,0.3473,0.0804,0.255,,,,,,,,,0.0278,0.0486,0.5903,0.1389,,,0.20140000000000002,,,,,,,,,,,,,,,,,0.6821,0.9978,1.0,0.0129,0.0,0.8555,0.6821,0.9978,1.0,0.0129,0.0,0.8555
spinach,wikidata,gpt-4o,0.8333,0.6736,0.7431,0.7917,0.2431,0.0208,,,,0.846,0.7486,0.7428,0.1278,,,,,,,,,0.7569,0.7778,0.7986,0.8889,,,0.80555,,,,,,,,,,,,,,,,,0.0,0.0,0.0084,0.0,1.0,1.0,0.0,0.0,0.0084,0.0,1.0,1.0
spinach,wikidata,gpt-5,0.7639,0.5903,0.75,0.7569,0.6181,0.2569,,,,0.8263,0.7391,0.3349,0.4432,,,,,,,,,0.4583,0.5,0.375,0.4514,,,0.446175,,,,,,,,,,,,,,,,,0.0058,0.002,0.0401,0.0557,0.9992,0.2517,0.0058,0.002,0.0401,0.0557,0.9992,0.2517
spinach,wikidata,gpt-5-mini,0.7986,0.6528,0.7639,0.8125,0.5,0.1944,,,,0.8449,0.7671,0.4756,0.3571,,,,,,,,,0.5833,0.5903,0.5278,0.6319,,,0.583325,,,,,,,,,,,,,,,,,0.0057,0.0,0.003,0.0057,0.9999,0.0592,0.0057,0.0,0.003,0.0057,0.9999,0.0592
spinach,wikidata,gpt-5-nano,0.7569,0.5208,0.6875,0.7639,0.5903,0.1806,,,,0.848,0.7201,0.3775,0.4106,,,,,,,,,0.5347,0.5208,0.4167,0.5625,,,0.508675,,,,,,,,,,,,,,,,,0.0032,0.0175,0.0719,0.0022,0.9988,0.7256,0.0032,0.0175,0.0719,0.0022,0.9988,0.7256
spinach,wikidata,gpt-oss:20b,0.3533,0.1667,0.4133,0.3667,0.86,0.1333,,,,0.5328,0.4225,0.0654,0.31,,,,,,,,,0.1733,0.2267,0.14,0.1667,,,0.176675,,,,,,,,,,,,,,,,,0.0048,0.0758,0.0814,0.0138,0.3388,0.0481,0.0048,0.0758,0.0814,0.0138,0.3388,0.0481
spinach,wikidata,grok-3-mini,0.3611,0.2361,0.5972,0.5208,0.8819,0.2222,,,,0.6113,0.5329,0.0418,0.3844,,,,,,,,,0.0764,0.1042,0.0972,0.1875,,,0.116325,,,,,,,,,,,,,,,,,0.3506,0.9075,0.2434,0.2088,0.5881,0.939,0.3506,0.9075,0.2434,0.2088,0.5881,0.939
spinach,wikidata,llama3.1:70b,0.28,0.12,0.3533,0.2467,0.6533,0.02,,,,0.5186,0.4042,0.124,0.1725,,,,,,,,,0.0067,0.0133,0.0067,0.0133,,,0.01,,,,,,,,,,,,,,,,,0.0669,0.1662,0.28,0.7294,0.9782,1.0,0.0669,0.1662,0.28,0.7294,0.9782,1.0
spinach,wikidata,llama3.1:8b,0.06,0.0267,0.1333,0.08,0.6533,0.0,,,,0.2882,0.2309,0.1065,0.1032,,,,,,,,,0.0067,0.0133,0.0133,0.0067,,,0.009999999999999998,,,,,,,,,,,,,,,,,0.0547,0.0625,0.0004,0.0327,0.9991,1.0,0.0547,0.0625,0.0004,0.0327,0.9991,1.0
spinach,wikidata,mistral-small:24b,0.7361,0.4653,0.6458,0.625,0.3681,0.0,,,,0.8099,0.6391,0.5941,0.1327,,,,,,,,,0.5625,0.5694,0.6042,0.7639,,,0.625,,,,,,,,,,,,,,,,,0.0,0.0002,0.0046,0.0011,1.0,1.0,0.0,0.0002,0.0046,0.0011,1.0,1.0
spinach,wikidata,o3,0.4306,0.2986,0.5417,0.4861,0.9375,0.2708,,,,0.7116,0.6058,0.0163,0.5108,,,,,,,,,0.0764,0.0764,0.0347,0.0694,,,0.064225,,,,,,,,,,,,,,,,,0.43,0.9331,0.9157,0.9061,0.2272,0.9423,0.43,0.9331,0.9157,0.9061,0.2272,0.9423
spinach,chain-of-thought,deepseek-reasoner,0.9533,0.7667,0.88,0.88,0.8533,0.62,,,,0.9775,0.9166,0.1356,0.7481,,,,,,,,,0.1467,0.1467,0.16,0.2133,,,0.16667500000000002,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.57,0.0
spinach,chain-of-thought,gpt-4.1-2025-04-14,0.9595,0.8041,0.9392,0.8919,0.9392,0.75,,,,0.9887,0.9531,0.0429,0.8411,,,,,,,,,0.0405,0.0405,0.0811,0.1216,,,0.070925,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,chain-of-thought,gpt-5,0.94,0.8667,0.92,0.9333,0.84,0.7067,,,,0.9677,0.9463,0.1491,0.7846,,,,,,,,,0.1533,0.16,0.1533,0.1667,,,0.158325,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
spinach,chain-of-thought,gpt-5-nano,0.9533,0.72,0.8467,0.84,0.6067,0.3533,,,,0.9801,0.8862,0.387,0.4743,,,,,,,,,0.38,0.38,0.3867,0.4,,,0.386675,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9765,0.0,0.0,0.0,0.0,0.0,0.9765,0.0
spinach,chain-of-thought,llama3.1:8b,0.7667,0.4467,0.8,0.6133,0.8133,0.3467,,,,0.8707,0.7686,0.1363,0.5333,,,,,,,,,0.06,0.0733,0.12,0.2267,,,0.12,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3877,0.0,0.0,0.0,0.0,0.0,0.3877,0.0
spinach,zero-shot,deepseek-chat,0.3267,0.1467,0.46,0.44,0.5667,0.08,0.2639,,,0.5802,0.4576,0.146,0.217,0.5272,,,0.3267,0.46,0.5133,0.5733,0.14,0.04,0.04,0.1,0.24,0.2639,0.5272,0.105,0.3219178082191781,0.5,0.5813835616438356,0.538575,0.40625,0.5,0.3793103448275862,0.45454545454545453,0.5704697986577181,0.0,0.1465724832214765,0.0625,0.13333333333333333,0.26666666666666666,0.44885037037037034,0.5367933333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,deepseek-reasoner,0.1933,0.12,0.4133,0.2933,0.8533,0.1067,0.2153,,,0.4896,0.4069,0.0397,0.296,0.4904,,,0.2867,0.42,0.32,0.8067,0.18,0.0467,0.06,0.0333,0.0667,0.2153,0.4904,0.051675,0.208955223880597,0.0625,0.497255223880597,0.425325,0.41379310344827586,0.4,0.2986111111111111,0.16666666666666666,0.8461538461538461,1.0,0.04164615384615385,0.0,0.12949640287769784,0.0,0.40775107913669056,0.39601818181818177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.0-flash,0.4,0.1,0.4267,0.32,0.66,0.0333,0.4861,,,0.6502,0.4701,0.12,0.2635,0.7066,,,0.44,0.3933,0.6333,0.66,0.18,0.0,0.0,0.0067,0.0,0.4861,0.7066,0.001675,0.4142857142857143,0.2,0.6616807142857143,0.48970000000000014,0.3953488372093023,0.6190476190476191,0.41025641025641024,0.2882882882882883,0.6714285714285714,0.5,0.12170714285714286,0.09634999999999999,0.08870967741935484,0.15384615384615385,0.47400564516129023,0.4516576923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-flash,0.3333,0.2533,0.46,0.48,0.82,0.2267,0.3542,,,0.6132,0.5451,0.0327,0.4323,0.6329,,,0.3933,0.4933,0.46,0.8267,0.2867,0.0467,0.04,0.0533,0.0867,0.3542,0.6329,0.056675,0.3435114503816794,0.2631578947368421,0.6258366412213741,0.525921052631579,0.4755244755244755,0.14285714285714285,0.46853146853146854,0.7142857142857143,0.8344827586206897,0.4,0.024082068965517244,0.2824,0.26618705035971224,0.09090909090909091,0.554048201438849,0.43138181818181826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gemini-2.5-pro,0.32,0.22,0.42,0.4333,0.82,0.1933,0.3333,,,0.6484,0.5618,0.023,0.4549,0.6351,,,0.4067,0.42,0.4467,0.8,0.24,0.0267,0.02,0.06,0.06,0.3333,0.6351,0.041675000000000004,0.35036496350364965,0.0,0.6770240875912408,0.3466076923076923,0.4178082191780822,0.5,0.43478260869565216,0.4166666666666667,0.8163265306122449,1.0,0.023454421768707483,0.0,0.23076923076923078,0.0,0.5667307692307691,0.4606142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-2025-04-14,0.4733,0.2067,0.5067,0.4267,0.62,0.1267,0.2986,,,0.7396,0.58,0.1208,0.3468,0.5722,,,0.4933,0.5,0.54,0.6267,0.1467,0.0,0.0133,0.04,0.0933,0.2986,0.5722,0.03665,0.48226950354609927,0.3333333333333333,0.7531808510638297,0.5270222222222222,0.5033557046979866,1.0,0.4752475247524752,0.32653061224489793,0.6241610738255033,0.0,0.12131946308724832,0.0417,0.20408163265306123,0.3333333333333333,0.582434693877551,0.45990000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-mini-2025-04-14,0.4333,0.1933,0.5533,0.4,0.5,0.0733,0.2083,,,0.7356,0.5728,0.1756,0.2803,0.402,,,0.44,0.3667,0.5667,0.5067,0.1133,0.0067,0.0133,0.0133,0.0667,0.2083,0.402,0.024999999999999998,0.4326241134751773,0.4444444444444444,0.7384581560283688,0.6912888888888888,0.3888888888888889,0.6458333333333334,0.391304347826087,0.4015748031496063,0.5033557046979866,0.0,0.17506040268456377,0.2632,0.18309859154929578,0.375,0.5659859154929577,0.6945625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4.1-nano-2025-04-14,0.3333,0.1467,0.54,0.42,0.58,0.04,0.2095,,,0.6183,0.4573,0.2252,0.1737,0.422,,,0.4667,0.5467,0.5267,0.5333,0.96,0.0333,0.0333,0.0933,0.1333,0.2095,0.422,0.0733,0.375,0.16666666666666666,0.6387541666666667,0.5364633333333333,0.6226415094339622,0.4948453608247423,0.4090909090909091,0.42452830188679247,0.5825242718446602,0.574468085106383,0.25094660194174756,0.16884468085106383,,0.14666666666666667,,0.4573333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-4o,0.5467,0.28,0.5733,0.5333,0.6667,0.0933,0.375,,,0.7352,0.5709,0.2254,0.2945,0.6048,,,0.5533,0.4933,0.4933,0.66,0.3733,0.2533,0.2267,0.2467,0.4533,0.375,0.6048,0.295,0.5531914893617021,0.4444444444444444,0.7482113475177306,0.5310333333333334,0.5892857142857143,0.5638297872340425,0.625,0.5223880597014925,0.6644295302013423,1.0,0.2269510067114094,0.0,0.27,0.3,0.587908,0.536892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5,0.64,0.46,0.6733,0.6733,0.7133,0.2267,0.6458,,,0.7812,0.6984,0.2376,0.4621,0.812,,,0.6067,0.6733,0.6733,0.74,0.3067,0.38,0.3667,0.2933,0.3333,0.6458,0.812,0.343325,0.635036496350365,0.6923076923076923,0.7797094890510949,0.7967,0.678082191780822,0.5,0.678082191780822,0.5,0.7394366197183099,0.25,0.2190225352112676,0.5666625,0.45588235294117646,0.5,0.7080735294117647,0.6046000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-mini,0.6867,0.5,0.6467,0.7067,0.6133,0.1467,0.6667,,,0.8057,0.6854,0.3581,0.3551,0.7911,,,0.6467,0.64,0.6933,0.64,0.2133,0.5133,0.4733,0.4,0.5333,0.6667,0.7911,0.47997500000000004,0.6838235294117647,0.7142857142857143,0.8100676470588235,0.7637857142857144,0.6462585034013606,0.6666666666666666,0.7027027027027027,1.0,0.6376811594202898,0.3333333333333333,0.3312384057971014,0.6666666666666666,0.5071428571428571,0.4,0.6892107142857142,0.6317900000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-5-nano,0.6267,0.4267,0.6,0.6333,0.68,0.18,0.6181,,,0.7586,0.6127,0.2948,0.3619,0.769,,,0.5867,0.5733,0.6467,0.68,0.24,0.4,0.42,0.3333,0.4467,0.6181,0.769,0.4,0.6176470588235294,0.7142857142857143,0.7509573529411765,0.8332428571428572,0.6065573770491803,0.5714285714285714,0.6544117647058824,0.42857142857142855,0.7109375,0.5,0.2594765625,0.5,0.4233576642335766,0.46153846153846156,0.6020861313868614,0.7247076923076923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,gpt-oss:20b,0.2333,0.1133,0.3533,0.2667,0.84,0.08,,,,0.4207,0.35,0.0686,0.2254,,,,0.3067,0.38,0.2667,0.7667,0.16,0.1533,0.1267,0.1267,0.1533,,,0.14,0.24817518248175183,0.07692307692307693,0.4309810218978102,0.31274615384615384,0.35294117647058826,0.35714285714285715,0.2602739726027397,0.5,0.8421052631578947,0.8235294117647058,0.06743458646616542,0.0777294117647059,0.10869565217391304,0.16666666666666666,0.35218260869565216,0.3245166666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,grok-3-mini,0.3333,0.2733,0.5533,0.4733,0.88,0.2667,,,,0.6511,0.6204,0.0391,0.461,,,,0.38,0.5267,0.4733,0.8667,0.3133,0.04,0.06,0.08,0.1333,,,0.078325,0.34306569343065696,0.23076923076923078,0.6512408759124088,0.6496153846153846,0.5428571428571428,0.7,0.47183098591549294,0.5,0.8835616438356164,0.75,0.03603150684931507,0.15,0.2867132867132867,0.0,0.6321328671328672,0.3802285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.1:70b,0.2267,0.0867,0.32,0.26,0.7333,0.0467,,,,0.4951,0.3904,0.0865,0.2086,,,,0.2467,0.6133,0.6467,0.7333,0.0667,0.0067,0.0067,0.0,0.0733,,,0.021675,0.23129251700680273,0.0,0.49701700680272104,0.4001333333333334,0.08333333333333333,0.34057971014492755,0.28125,0.2542372881355932,0.7364864864864865,0.5,0.08600675675675676,0.125,0.08163265306122448,0.3333333333333333,0.38821360544217687,0.49510000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,llama3.1:8b,0.02,0.0,0.0333,0.0333,0.7933,0.0,,,,0.1735,0.1221,0.0517,0.0628,,,,0.9333,0.8667,0.8867,0.2867,0.96,0.0,0.0067,0.0267,0.0333,,,0.016675000000000002,0.1111111111111111,0.014184397163120567,0.2761888888888889,0.16691843971631204,0.058823529411764705,0.03007518796992481,0.0,0.036231884057971016,0.75,0.8015873015873016,0.04834583333333333,0.05236587301587301,0.0,0.0,0.27935000000000004,0.11550138888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,mistral-small:24b,0.4931,0.2708,0.4931,0.4514,0.5833,0.0347,,,,0.6879,0.517,0.3129,0.2091,,,,0.5139,0.5,0.5417,0.5764,0.8889,0.1875,0.2361,0.2639,0.4097,,,0.2743,0.5037037037037037,0.3333333333333333,0.6869148148148149,0.7030444444444445,0.0,0.4965034965034965,0.0,0.45454545454545453,0.5804195804195804,1.0,0.3151132867132867,0.0,0.45454545454545453,0.2556390977443609,0.5886363636363637,0.5110616541353384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spinach,zero-shot,o3,0.4167,0.3403,0.5833,0.5347,0.9097,0.3125,0.3194,,,0.7225,0.6434,0.0313,0.5242,0.5517,,,0.4444,0.5694,0.5347,0.8611,0.4028,0.0417,0.0764,0.0556,0.0833,0.3194,0.5517,0.06425,0.4253731343283582,0.3,0.7307895522388058,0.6111,0.5785714285714286,0.75,0.5357142857142857,0.5,0.9172932330827067,0.8181818181818182,0.031393984962406016,0.03003636363636364,0.37404580152671757,0.0,0.6693282442748093,0.38178461538461533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
synthetic,chain-of-thought,deepseek-reasoner,0.964,0.8739,0.9279,0.9459,0.964,0.8468,,,,0.971,0.9471,0.0306,0.9158,,,,,,,,,0.036,0.045,0.027,0.0541,,,0.040525,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,chain-of-thought,gpt-4.1-2025-04-14,0.9463,0.8926,0.953,0.9732,0.9799,0.8792,,,,0.9613,0.9693,0.0139,0.9465,,,,,,,,,0.0,0.0,0.0067,0.0134,,,0.005025,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,chain-of-thought,gpt-5,0.9396,0.9262,0.953,0.9799,0.9463,0.8859,,,,0.9602,0.9699,0.0481,0.9307,,,,,,,,,0.0403,0.047,0.0403,0.047,,,0.043649999999999994,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0037,0.0
synthetic,chain-of-thought,llama3.1:8b,0.72,0.3933,0.6333,0.7067,0.8467,0.3267,,,,0.8181,0.6688,0.0652,0.5658,,,,,,,,,0.0267,0.04,0.0933,0.0933,,,0.06332499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.162,0.0
synthetic,classification,deepseek-chat,0.9333,0.7733,0.9067,0.9133,0.9333,0.74,0.56,0.5,0.4867,0.9579,0.9413,0.0609,0.8659,0.7571,0.7342,0.7401,,,,,,0.08,0.1,0.0933,0.1,0.5156,0.7438,0.09332499999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synthetic,classification,deepseek-reasoner,0.7267,0.8733,0.9267,0.9533,0.88,0.7667,0.3933,0.3333,0.4533,0.7768,0.9456,0.1183,0.8357,0.6352,0.6168,0.7358,,,,,,0.06,0.0733,0.0867,0.12,0.3933,0.6626,0.08499999999999999,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0017,0.0
synthetic,classification,gemini-2.0-flash,0.8467,0.8467,1.0,0.9133,0.7467,0.64,0.48,0.4333,0.4533,0.9226,0.942,0.1848,0.7404,0.7256,0.6496,0.6439,0.8733,0.48,,,0.6467,0.08,0.0733,1.0,0.2,0.4555,0.673,0.338325,0.875,0.16666666666666666,0.9515722222222222,0.2262833333333333,1.0,1.0,,,,,,,0.8523489932885906,0.0,0.9475738255033558,0.1176,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0
synthetic,classification,gemini-2.5-flash,0.8667,0.92,1.0,0.9733,0.9733,0.9067,0.4667,0.42,0.4667,0.9151,0.9651,0.021,0.9298,0.7421,0.7173,0.7786,0.8933,0.96,,,0.92,0.04,0.0333,1.0,0.04,0.4511,0.746,0.278325,0.9318181818181818,0.3888888888888889,0.9392681818181818,0.7379944444444445,1.0,1.0,,,,,,,0.9315068493150684,0.5,0.972204794520548,0.70535,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
