action,dataset,predicate,llm,deepseek-chat,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,grok-3-mini,llama3.1:8b,o3,deepseek-r1:1.5b,gpt-oss:20b,llama3.3:70b
classification,synthetic,?A3∅A4,deepseek-r1:70b,1.0,1.0,1.0,0.929,1.0,1.0,1.0,1.0,0.0,0.1444,1.0,0.9996,0.0,1.0,0.5993,1.0,1.0,1.0,
classification,synthetic,?A3∅A4,deepseek-reasoner,0.9894,0.0,1.0,0.0003,1.0,0.9999,0.9962,0.9165,0.0,0.0,0.7095,0.1537,0.0,0.9995,0.0,1.0,0.7294,0.7214,
classification,synthetic,?A3∅A4,gemini-2.0-flash,1.0,0.1108,0.9999,1.0,1.0,1.0,1.0,1.0,0.0,0.001,1.0,0.9943,0.0,1.0,0.1144,1.0,0.9998,0.9999,
classification,synthetic,?A3∅A4,gemini-2.5-flash,0.0352,0.0,0.0001,0.0,1.0,0.5,0.1094,0.0059,0.0,0.0,0.0005,0.0,0.0,0.1875,0.0,0.875,0.0038,0.0021,
classification,synthetic,?A3∅A4,gemini-2.5-pro,0.1334,0.0,0.0012,0.0,0.7734,1.0,0.2744,0.0287,0.0,0.0,0.0021,0.0,0.0,0.377,0.0,0.9375,0.0096,0.0064,
classification,synthetic,?A3∅A4,gpt-4.1-2025-04-14,0.377,0.0,0.0154,0.0,0.9844,0.8867,1.0,0.1133,0.0,0.0,0.0245,0.0012,0.0,0.8125,0.0,0.9922,0.0577,0.0577,
classification,synthetic,?A3∅A4,gpt-4.1-mini-2025-04-14,0.9102,0.0,0.1796,0.0,0.9995,0.9935,0.9673,1.0,0.0,0.0,0.2403,0.0216,0.0,0.9893,0.0,0.9998,0.3318,0.3388,
classification,synthetic,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0279,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A3∅A4,gpt-4o,1.0,0.9027,1.0,0.9997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.929,1.0,1.0,1.0,
classification,synthetic,?A3∅A4,gpt-5,0.9755,0.0,0.5,0.0002,1.0,0.9997,0.9936,0.8811,0.0,0.0,1.0,0.0946,0.0,0.9979,0.0,1.0,0.655,0.655,
classification,synthetic,?A3∅A4,gpt-5-mini,0.9992,0.0011,0.9242,0.0144,1.0,1.0,0.9997,0.9927,0.0,0.0,0.9608,1.0,0.0,1.0,0.0013,1.0,0.9393,0.9449,
classification,synthetic,?A3∅A4,gpt-5-nano,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A3∅A4,gpt-oss:20b,0.9331,0.0,0.4225,0.0005,0.9997,0.9988,0.9793,0.7976,0.0,0.0,0.5,0.1077,0.0,0.9936,0.0,1.0,0.5747,1.0,
classification,synthetic,?A3∅A4,grok-3-mini,0.2539,0.0,0.0037,0.0,0.9688,0.8281,0.5,0.0547,0.0,0.0,0.0106,0.0002,0.0,1.0,0.0,0.9844,0.0318,0.0245,
classification,synthetic,?A3∅A4,llama3.1:8b,1.0,0.5,1.0,0.9296,1.0,1.0,1.0,1.0,0.0,0.1108,1.0,0.9995,0.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A3∅A4,o3,0.0195,0.0,0.0,0.0,0.5,0.3125,0.0625,0.0032,0.0,0.0,0.0001,0.0,0.0,0.1094,0.0,1.0,0.0022,0.0005,
classification,synthetic,?A4=A1|3,deepseek-chat,1.0,0.0,0.4225,0.0002,1.0,0.0093,0.9738,0.8852,0.0,0.0,0.9054,0.0,0.0,0.7502,0.0,1.0,0.0,0.0,
classification,synthetic,?A4=A1|3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A4=A1|3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9995,1.0,1.0,1.0,0.5,1.0,
classification,synthetic,?A4=A1|3,deepseek-reasoner,0.7214,0.0,1.0,0.0011,1.0,0.0222,0.9749,0.9252,0.0,0.0,0.9461,0.0,0.0,0.8675,0.0,0.9999,0.0,0.0,
classification,synthetic,?A4=A1|3,gemini-2.0-flash,0.9999,0.0,0.9997,1.0,1.0,0.7906,1.0,1.0,0.0,0.012,1.0,0.0085,0.0,0.9999,0.0,1.0,0.0,0.0038,
classification,synthetic,?A4=A1|3,gemini-2.5-flash,0.0003,0.0,0.0,0.0,1.0,0.0,0.0106,0.0022,0.0,0.0,0.0022,0.0,0.0,0.002,0.0,0.5,0.0,0.0,
classification,synthetic,?A4=A1|3,gemini-2.5-pro,0.996,0.0,0.9894,0.295,1.0,1.0,1.0,0.9999,0.0,0.0036,0.9997,0.0011,0.0,0.999,0.0,1.0,0.0,0.0004,
classification,synthetic,?A4=A1|3,gpt-4.1-2025-04-14,0.0669,0.0,0.0551,0.0,0.9979,0.0001,1.0,0.3145,0.0,0.0,0.345,0.0,0.0,0.221,0.0,0.9963,0.0,0.0,
classification,synthetic,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.2122,0.0,0.1405,0.0,0.9996,0.0003,0.8338,1.0,0.0,0.0,0.5775,0.0,0.0,0.4278,0.0,0.9978,0.0,0.0,
classification,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
classification,synthetic,?A4=A1|3,gpt-4o,1.0,0.0,1.0,0.9945,1.0,0.9984,1.0,1.0,0.0,1.0,1.0,0.3518,0.0,1.0,0.0,1.0,0.0,0.3327,
classification,synthetic,?A4=A1|3,gpt-5,0.1917,0.0,0.1148,0.0,0.9996,0.0008,0.7878,0.5775,0.0,0.0,1.0,0.0,0.0,0.43,0.0,0.9978,0.0,0.0,
classification,synthetic,?A4=A1|3,gpt-5-mini,1.0,0.0,1.0,0.9957,1.0,0.9995,1.0,1.0,0.0,0.7371,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5489,
classification,synthetic,?A4=A1|3,gpt-5-nano,1.0,0.0059,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,1.0,1.0,1.0,1.0,0.9739,1.0,0.001,1.0,
classification,synthetic,?A4=A1|3,gpt-oss:20b,1.0,0.0,1.0,0.9984,1.0,0.9998,1.0,1.0,0.0,0.7646,1.0,0.5489,0.0,1.0,0.0,1.0,0.0,1.0,
classification,synthetic,?A4=A1|3,grok-3-mini,0.3679,0.0,0.2291,0.0002,0.9995,0.0028,0.8761,0.7077,0.0,0.0,0.7017,0.0,0.0,1.0,0.0,0.9992,0.0,0.0,
classification,synthetic,?A4=A1|3,llama3.1:8b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.061,1.0,1.0,1.0,0.0,1.0,
classification,synthetic,?A4=A1|3,o3,0.0002,0.0,0.0003,0.0,0.7095,0.0,0.0176,0.0085,0.0,0.0,0.0085,0.0,0.0,0.0033,0.0,1.0,0.0,0.0,
fixing,overall,?A1=A2,deepseek-chat,1.0,0.0,0.0,0.001,0.9991,0.0,0.8522,0.0017,0.0,0.9886,1.0,0.9528,0.5206,0.9995,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A1=A2,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,
fixing,overall,?A1=A2,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5866,
fixing,overall,?A1=A2,gemini-2.0-flash,0.9993,0.0,0.0,1.0,1.0,0.0027,1.0,0.5784,0.0,1.0,1.0,1.0,0.9987,1.0,0.0,0.0143,0.0,0.0,
fixing,overall,?A1=A2,gemini-2.5-flash,0.0014,0.0,0.0,0.0,1.0,0.0,0.0223,0.0,0.0,0.2599,0.9902,0.0891,0.0014,0.593,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gemini-2.5-pro,1.0,0.0,0.0,0.998,1.0,1.0,1.0,0.9988,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7203,0.0,0.0045,
fixing,overall,?A1=A2,gpt-4.1-2025-04-14,0.1747,0.0,0.0,0.0,0.9832,0.0,1.0,0.0,0.0,0.9105,1.0,0.7583,0.1831,0.9908,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gpt-4.1-mini-2025-04-14,0.9988,0.0,0.0,0.4606,1.0,0.0016,1.0,1.0,0.0,1.0,1.0,1.0,0.9983,1.0,0.0,0.0108,0.0,0.0,
fixing,overall,?A1=A2,gpt-4.1-nano-2025-04-14,1.0,0.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9894,
fixing,overall,?A1=A2,gpt-4o,0.0151,0.0,0.0,0.0,0.7766,0.0,0.109,0.0,0.0,1.0,0.9988,0.2661,0.0124,0.8284,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gpt-5,0.0,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0,0.0017,1.0,0.0001,0.0,0.0241,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gpt-5-mini,0.0589,0.0,0.0,0.0,0.9283,0.0,0.2766,0.0,0.0,0.7698,0.9999,1.0,0.0567,0.9468,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gpt-5-nano,0.5206,0.0,0.0,0.0018,0.999,0.0,0.8437,0.0024,0.0,0.9908,1.0,0.9547,1.0,0.9992,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,gpt-oss:20b,1.0,0.0,0.4709,1.0,1.0,0.9971,1.0,1.0,0.0153,1.0,1.0,1.0,1.0,1.0,0.0,0.9991,0.0,1.0,
fixing,overall,?A1=A2,grok-3-mini,0.0007,0.0,0.0,0.0,0.4532,0.0,0.0126,0.0,0.0,0.2035,0.9821,0.0669,0.0012,1.0,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A2,llama3.1:8b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A1=A2,o3,1.0,0.0,0.0,0.9887,1.0,0.3107,1.0,0.9915,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0015,
fixing,overall,?A1=A3+A4,deepseek-chat,1.0,0.0,0.0,0.1423,1.0,0.0043,0.9133,0.0513,0.0,0.886,1.0,0.9785,0.0415,1.0,0.0,0.9808,0.0,0.0017,
fixing,overall,?A1=A3+A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A1=A3+A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A1=A3+A4,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9999,
fixing,overall,?A1=A3+A4,gemini-2.0-flash,0.8776,0.0,0.0,1.0,1.0,0.0605,0.9933,0.3021,0.0,0.9874,1.0,0.999,0.2687,1.0,0.0,0.9993,0.0,0.0176,
fixing,overall,?A1=A3+A4,gemini-2.5-flash,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1967,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A3+A4,gemini-2.5-pro,0.9967,0.0,0.0,0.9494,1.0,1.0,1.0,0.8645,0.0,0.9999,1.0,1.0,0.8329,1.0,0.0,1.0,0.0,0.105,
fixing,overall,?A1=A3+A4,gpt-4.1-2025-04-14,0.1031,0.0,0.0,0.0087,1.0,0.0,1.0,0.0011,0.0,0.4408,1.0,0.7828,0.0011,0.9999,0.0,0.7817,0.0,0.0001,
fixing,overall,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.9578,0.0,0.0,0.73,1.0,0.1556,0.9992,1.0,0.0,0.9973,1.0,0.9999,0.4639,1.0,0.0,0.9999,0.0,0.0303,
fixing,overall,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1=A3+A4,gpt-4o,0.1337,0.0,0.0,0.0159,1.0,0.0001,0.598,0.0036,0.0,1.0,1.0,0.8422,0.0025,0.9999,0.0,0.8369,0.0,0.0004,
fixing,overall,?A1=A3+A4,gpt-5,0.0,0.0,0.0,0.0,0.8353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,
fixing,overall,?A1=A3+A4,gpt-5-mini,0.0268,0.0,0.0,0.0013,1.0,0.0,0.247,0.0001,0.0,0.182,1.0,1.0,0.0001,0.9977,0.0,0.5196,0.0,0.0,
fixing,overall,?A1=A3+A4,gpt-5-nano,0.966,0.0,0.0,0.7596,1.0,0.19,0.9992,0.5719,0.0,0.9981,1.0,1.0,1.0,1.0,0.0,0.9999,0.0,0.0291,
fixing,overall,?A1=A3+A4,gpt-oss:20b,0.999,0.0,0.0001,0.9879,1.0,0.9194,0.9999,0.9787,0.0,0.9998,1.0,1.0,0.9799,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1=A3+A4,grok-3-mini,0.0,0.0,0.0,0.0,0.9999,0.0,0.0002,0.0,0.0,0.0002,0.9972,0.0032,0.0,1.0,0.0,0.0034,0.0,0.0,
fixing,overall,?A1=A3+A4,llama3.1:8b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A1=A3+A4,o3,0.0242,0.0,0.0,0.001,1.0,0.0,0.2481,0.0001,0.0,0.1885,1.0,0.5196,0.0001,0.9975,0.0,1.0,0.0,0.0,
fixing,overall,?A1>A3,deepseek-chat,1.0,0.0,0.0,0.0004,0.304,0.0,0.9905,0.0462,0.0,0.9994,1.0,0.9839,0.0,0.9916,0.0,0.9697,0.0,0.0006,
fixing,overall,?A1>A3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A1>A3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A1>A3,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1>A3,gemini-2.0-flash,0.9998,0.0,0.0,1.0,0.9984,0.0,1.0,0.9657,0.0,1.0,1.0,1.0,0.0826,1.0,0.0,1.0,0.0,0.0835,
fixing,overall,?A1>A3,gemini-2.5-flash,0.7394,0.0,0.0,0.0023,1.0,0.0,0.9981,0.1486,0.0,0.9999,1.0,0.9965,0.0,0.9983,0.0,0.993,0.0,0.0015,
fixing,overall,?A1>A3,gemini-2.5-pro,1.0,0.0,0.0001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9999,1.0,0.0,1.0,0.0,0.9518,
fixing,overall,?A1>A3,gpt-4.1-2025-04-14,0.0137,0.0,0.0,0.0,0.0029,0.0,1.0,0.0,0.0,0.8178,0.9997,0.4422,0.0,0.5291,0.0,0.3625,0.0,0.0,
fixing,overall,?A1>A3,gpt-4.1-mini-2025-04-14,0.9651,0.0,0.0,0.0442,0.878,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0007,1.0,0.0,0.9998,0.0,0.0069,
fixing,overall,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1>A3,gpt-4o,0.001,0.0,0.0,0.0,0.0001,0.0,0.2249,0.0,0.0,1.0,0.995,0.149,0.0,0.1995,0.0,0.1075,0.0,0.0,
fixing,overall,?A1>A3,gpt-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.008,1.0,0.0001,0.0,0.0004,0.0,0.0001,0.0,0.0,
fixing,overall,?A1>A3,gpt-5-mini,0.0226,0.0,0.0,0.0,0.0052,0.0,0.6144,0.0001,0.0,0.8829,0.9999,1.0,0.0,0.6156,0.0,0.4428,0.0,0.0,
fixing,overall,?A1>A3,gpt-5-nano,1.0,0.0,0.0,0.9325,1.0,0.0001,1.0,0.9995,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2943,
fixing,overall,?A1>A3,gpt-oss:20b,0.9997,0.0,0.0001,0.9414,0.9992,0.0673,1.0,0.9961,0.0,1.0,1.0,1.0,0.7646,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1>A3,grok-3-mini,0.0122,0.0,0.0,0.0,0.0026,0.0,0.5291,0.0,0.0,0.8406,0.9998,0.4416,0.0,1.0,0.0,0.3592,0.0,0.0,
fixing,overall,?A1>A3,llama3.1:8b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A1>A3,o3,0.0407,0.0,0.0,0.0,0.0101,0.0,0.6888,0.0003,0.0,0.9172,0.9999,0.6133,0.0,0.6932,0.0,1.0,0.0,0.0,
fixing,overall,?A1>A4,deepseek-chat,1.0,0.0,0.0,0.0,0.7671,0.0,0.0918,0.9924,0.0,0.2153,1.0,0.2259,0.9917,1.0,0.0,0.0007,0.0,0.0007,
fixing,overall,?A1>A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A1>A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2354,1.0,0.0,1.0,
fixing,overall,?A1>A4,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9984,
fixing,overall,?A1>A4,gemini-2.0-flash,1.0,0.0,0.0,1.0,1.0,0.1215,0.9985,1.0,0.0,0.9997,1.0,0.9997,1.0,1.0,0.0,0.8297,0.0,0.2383,
fixing,overall,?A1>A4,gemini-2.5-flash,0.3012,0.0,0.0,0.0,1.0,0.0,0.0252,0.9662,0.0,0.0858,0.9998,0.0858,0.9644,1.0,0.0,0.0001,0.0,0.0003,
fixing,overall,?A1>A4,gemini-2.5-pro,1.0,0.0,0.0,0.9041,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9863,0.0,0.5,
fixing,overall,?A1>A4,gpt-4.1-2025-04-14,0.9358,0.0,0.0,0.0025,0.9843,0.0,1.0,0.9999,0.0,0.7368,1.0,0.7351,0.9999,1.0,0.0,0.0309,0.0,0.0113,
fixing,overall,?A1>A4,gpt-4.1-mini-2025-04-14,0.0138,0.0,0.0,0.0,0.055,0.0,0.0002,1.0,0.0,0.0008,0.9703,0.0012,0.5505,0.9894,0.0,0.0,0.0,0.0,
fixing,overall,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A1>A4,gpt-4o,0.8378,0.0,0.0,0.0006,0.941,0.0,0.3255,0.9996,0.0,1.0,1.0,0.5366,0.9993,1.0,0.0,0.006,0.0,0.0049,
fixing,overall,?A1>A4,gpt-5,0.0001,0.0,0.0,0.0,0.0005,0.0,0.0,0.0557,0.0,0.0,1.0,0.0,0.0595,0.7443,0.0,0.0,0.0,0.0,
fixing,overall,?A1>A4,gpt-5-mini,0.8266,0.0,0.0,0.0005,0.941,0.0,0.3268,0.9994,0.0,0.5366,1.0,1.0,0.9994,1.0,0.0,0.0073,0.0,0.0049,
fixing,overall,?A1>A4,gpt-5-nano,0.0147,0.0,0.0,0.0,0.0573,0.0,0.0002,0.5505,0.0,0.0014,0.9675,0.0012,1.0,0.9894,0.0,0.0,0.0,0.0,
fixing,overall,?A1>A4,gpt-oss:20b,0.9997,0.0,0.003,0.8288,0.9999,0.5912,0.9944,1.0,0.0,0.9978,1.0,0.9978,1.0,1.0,0.0,0.923,0.0,1.0,
fixing,overall,?A1>A4,grok-3-mini,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0222,0.0,0.0,0.3714,0.0,0.0222,1.0,0.0,0.0,0.0,0.0,
fixing,overall,?A1>A4,llama3.1:8b,1.0,0.8164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A1>A4,o3,0.9996,0.0,0.0,0.21,1.0,0.0195,0.9789,1.0,0.0,0.9964,1.0,0.9955,1.0,1.0,0.0,1.0,0.0,0.1175,
fixing,overall,?A3∅A4,deepseek-chat,1.0,0.0,0.0001,0.9535,0.5387,0.9988,0.4212,0.0,0.0,0.1315,0.0,0.0,0.0,0.7558,0.0,0.9992,0.0,1.0,
fixing,overall,?A3∅A4,deepseek-r1:1.5b,1.0,0.0022,0.9999,1.0,1.0,1.0,1.0,0.9988,0.0,1.0,0.0112,0.0058,0.1508,1.0,0.0,1.0,1.0,1.0,
fixing,overall,?A3∅A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0013,1.0,0.9947,0.9916,1.0,1.0,0.0023,1.0,0.9991,1.0,
fixing,overall,?A3∅A4,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,0.9999,0.0553,0.0,0.9979,0.0,0.0,0.0,1.0,0.0,1.0,0.0002,1.0,
fixing,overall,?A3∅A4,gemini-2.0-flash,0.0709,0.0,0.0,1.0,0.0687,0.9483,0.0347,0.0,0.0,0.0054,0.0,0.0,0.0,0.1871,0.0,0.9456,0.0,0.9999,
fixing,overall,?A3∅A4,gemini-2.5-flash,0.5387,0.0,0.0,0.9553,1.0,0.9992,0.4196,0.0,0.0,0.1597,0.0,0.0,0.0,0.7624,0.0,0.9992,0.0,1.0,
fixing,overall,?A3∅A4,gemini-2.5-pro,0.0025,0.0,0.0,0.0843,0.0018,1.0,0.0008,0.0,0.0,0.0001,0.0,0.0,0.0,0.011,0.0,0.5513,0.0,0.9888,
fixing,overall,?A3∅A4,gpt-4.1-2025-04-14,0.6546,0.0,0.0002,0.9789,0.6576,0.9996,1.0,0.0,0.0,0.2298,0.0,0.0,0.0,0.8426,0.0,0.9997,0.0,1.0,
fixing,overall,?A3∅A4,gpt-4.1-mini-2025-04-14,1.0,0.0,0.9586,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0023,1.0,
fixing,overall,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7423,1.0,1.0,1.0,
fixing,overall,?A3∅A4,gpt-4o,0.9043,0.0,0.0034,0.997,0.8805,1.0,0.8224,0.0,0.0,1.0,0.0,0.0,0.0,0.9652,0.0,1.0,0.0,1.0,
fixing,overall,?A3∅A4,gpt-5,1.0,0.0079,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.348,0.996,1.0,0.0,1.0,0.9928,1.0,
fixing,overall,?A3∅A4,gpt-5-mini,1.0,0.0122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6874,1.0,0.9988,1.0,0.0,1.0,0.9964,1.0,
fixing,overall,?A3∅A4,gpt-5-nano,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0054,0.0016,1.0,1.0,0.0,1.0,0.8859,1.0,
fixing,overall,?A3∅A4,gpt-oss:20b,0.0001,0.0,0.0,0.0017,0.0002,0.0461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0327,0.0,1.0,
fixing,overall,?A3∅A4,grok-3-mini,0.3104,0.0,0.0,0.8668,0.305,0.9942,0.2108,0.0,0.0,0.0523,0.0,0.0,0.0,1.0,0.0,0.9957,0.0,0.9999,
fixing,overall,?A3∅A4,llama3.1:8b,1.0,0.9985,1.0,1.0,1.0,1.0,1.0,1.0,0.2846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A3∅A4,o3,0.0018,0.0,0.0,0.0876,0.0018,0.5513,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,1.0,0.0,0.9941,
fixing,overall,?A4=A1|3,deepseek-chat,1.0,0.0,0.0,0.0855,1.0,0.3985,0.0446,0.0,0.0,0.6281,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7457,
fixing,overall,?A4=A1|3,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A4=A1|3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,overall,?A4=A1|3,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9997,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,gemini-2.0-flash,0.9298,0.0,0.0,1.0,1.0,0.8708,0.3985,0.0023,0.0,0.9621,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9207,
fixing,overall,?A4=A1|3,gemini-2.5-flash,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.095,0.0,0.0028,
fixing,overall,?A4=A1|3,gemini-2.5-pro,0.6406,0.0,0.0,0.1521,1.0,1.0,0.0965,0.0001,0.0,0.7481,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7983,
fixing,overall,?A4=A1|3,gpt-4.1-2025-04-14,0.9645,0.0,0.0,0.6406,1.0,0.9195,1.0,0.0057,0.0,0.981,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9493,
fixing,overall,?A4=A1|3,gpt-4.1-mini-2025-04-14,1.0,0.0,0.0,0.9983,1.0,0.9999,0.9958,1.0,0.0,1.0,0.0689,0.0012,0.0106,1.0,0.0,1.0,0.0,0.9988,
