new_Q_ID,dataset,Q_ID,Q1,Q2,Q3,Q4,A1,A2,A3,A4,golden_llm,golden_action,llm_rank,?A1=A2,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,idk_A1,idk_A2,idk_A3,idk_A4,n_consistent_zeroshot,n_consistent_all_actions,n_consistent_llms,overall_consistency_ratio,?A1=A2_ratio,?A1>A3_ratio,?A1>A4_ratio,?A3∅A4_ratio,?A4=A1|3_ratio,idk_A1_ratio,idk_A2_ratio,idk_A3_ratio,idk_A4_ratio,at_least_one_restriction_ratio
synthetic-38,synthetic,38,Which gases compose the atmosphere of Earth?,What are the gases present in Earth's atmosphere?,Which gases compose the atmosphere of Earth excluding trace gases?,Which trace gases compose the atmosphere of Earth?,"['Ozone', 'Nitrous oxide', 'Neon', 'Argon', 'Xenon', 'Nitrogen', 'Carbon dioxide', 'Water vapor', 'Hydrogen', 'Helium', 'Oxygen', 'Methane', 'Krypton']","['Ozone', 'Nitrous oxide', 'Neon', 'Argon', 'Xenon', 'Nitrogen', 'Carbon dioxide', 'Water vapor', 'Hydrogen', 'Helium', 'Oxygen', 'Methane', 'Krypton']","['Nitrogen', 'Oxygen']","['Ozone', 'Nitrous oxide', 'Neon', 'Xenon', 'Ammonia', 'Carbon dioxide', 'Carbon monoxide', 'Sulfur dioxide', 'Water vapor', 'Nitrogen dioxide', 'Hydrogen', 'Helium', 'Methane', 'Krypton']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,15,12,0.2112676056338028,0.5633802816901409,0.7746478873239436,0.5070422535211268,0.8028169014084507,0.4084507042253521,0.07042253521126761,0.11267605633802817,0.22535211267605634,0.11267605633802817,0.971830985915493
synthetic-39,synthetic,39,What species of animals have verified members who lived longer than 200 years?,Which animal species have specimens confirmed to have lived more than two centuries?,What species of shark have verified members who lived longer than 200 years?,What species have verified members who lived longer than 200 years excluding shark species?,"['Antarctic glass sponge', 'Black coral', 'Ocean quahog', 'Rougheye rockfish', 'Orange roughy', 'Caribbean giant barrel sponge', 'Bowhead whale', 'Deep sea tubeworm', 'Freshwater pearl mussel', 'Red sea urchin', 'Greenland shark']","['Antarctic glass sponge', 'Black coral', 'Ocean quahog', 'Rougheye rockfish', 'Orange roughy', 'Caribbean giant barrel sponge', 'Bowhead whale', 'Deep sea tubeworm', 'Freshwater pearl mussel', 'Red sea urchin', 'Greenland shark']",['Somniosus microcephalus'],"['Black coral', 'Rougheye rockfish', 'Glass sponge Monorhaphis chuni', 'Ocean quahog clam', 'Bowhead whale', 'Freshwater pearl mussel', 'Shortraker rockfish']",o3,fixing,1,1,1,1,1,1,0,0,0,0,0,13,11,0.18309859154929578,0.6056338028169014,0.704225352112676,0.5915492957746479,0.9014084507042254,0.323943661971831,0.14084507042253522,0.15492957746478872,0.2535211267605634,0.18309859154929578,0.9859154929577465
synthetic-4,synthetic,4,List the moons that orbit the planet Jupiter.,What are the natural satellites of Jupiter?,List the Galilean moons that orbit the planet Jupiter.,List the moons that orbit the planet Jupiter excluding the Galilean moons.,"['Harpalyke', 'S/2017 J 5', 'S/2018 J 1', 'S/2019 J 3', 'Callisto', 'Taygete', 'Herse', 'S/2021 J 5', 'Io', 'Erinome', 'Chaldene', 'S/2018 J 4', 'S/2017 J 2', 'S/2022 J 1', 'S/2017 J 7', 'Thelxinoe', 'Ganymede', 'Iocaste', 'Ananke', 'S/2020 J 4', 'Thebe', 'Metis', 'S/2020 J 1', 'S/2017 J 8', 'Amalthea', 'S/2019 J 5', 'S/2020 J 8', 'Euporie', 'Orthosie', 'Dia', 'S/2020 J 3', 'S/2022 J 2', 'Praxidike', 'Himalia', 'Isonoe', 'Leda', 'Europa', 'S/2019 J 6', 'S/2021 J 4', 'S/2019 J 1', 'S/2018 J 3', 'S/2017 J 6', 'Kore', 'Cyllene', 'S/2021 J 6', 'S/2020 J 7', 'Lysithea', 'Aitne', 'Kale', 'S/2019 J 2', 'Thyone', 'Pasiphae', 'Sponde', 'S/2020 J 6', 'Hermippe', 'Autonoe', 'Pasithee', 'Sinope', 'Carpo', 'S/2020 J 5', 'S/2017 J 3', 'S/2021 J 1', 'S/2017 J 4', 'S/2011 J 1', 'S/2011 J 2', 'Themisto', 'Euanthe', 'Eukelade', 'Elara', 'S/2019 J 4', 'S/2017 J 1', 'Adrastea', 'Kalyke', 'S/2017 J 9', 'Arche', 'S/2020 J 2', 'Helike', 'Kallichore', 'Eurydome', 'S/2018 J 2', 'Mneme', 'S/2020 J 9', 'Aoede', 'S/2021 J 2', 'S/2022 J 3', 'Callirrhoe', 'Hegemone', 'Megaclite', 'Carme', 'S/2021 J 3']","['Harpalyke', 'S/2017 J 5', 'S/2018 J 1', 'S/2019 J 3', 'Callisto', 'Taygete', 'Herse', 'S/2021 J 5', 'Io', 'Erinome', 'Chaldene', 'S/2018 J 4', 'S/2017 J 2', 'S/2022 J 1', 'S/2017 J 7', 'Thelxinoe', 'Ganymede', 'Iocaste', 'Ananke', 'S/2020 J 4', 'Thebe', 'Metis', 'S/2020 J 1', 'S/2017 J 8', 'Amalthea', 'S/2019 J 5', 'S/2020 J 8', 'Euporie', 'Orthosie', 'Dia', 'S/2020 J 3', 'S/2022 J 2', 'Praxidike', 'Himalia', 'Isonoe', 'Leda', 'Europa', 'S/2019 J 6', 'S/2021 J 4', 'S/2019 J 1', 'S/2018 J 3', 'S/2017 J 6', 'Kore', 'Cyllene', 'S/2021 J 6', 'S/2020 J 7', 'Lysithea', 'Aitne', 'Kale', 'S/2019 J 2', 'Thyone', 'Pasiphae', 'Sponde', 'S/2020 J 6', 'Hermippe', 'Autonoe', 'Pasithee', 'Sinope', 'Carpo', 'S/2020 J 5', 'S/2017 J 3', 'S/2021 J 1', 'S/2017 J 4', 'S/2011 J 1', 'S/2011 J 2', 'Themisto', 'Euanthe', 'Eukelade', 'Elara', 'S/2019 J 4', 'S/2017 J 1', 'Adrastea', 'Kalyke', 'S/2017 J 9', 'Arche', 'S/2020 J 2', 'Helike', 'Kallichore', 'Eurydome', 'S/2018 J 2', 'Mneme', 'S/2020 J 9', 'Aoede', 'S/2021 J 2', 'S/2022 J 3', 'Callirrhoe', 'Hegemone', 'Megaclite', 'Carme', 'S/2021 J 3']","['Io', 'Europa', 'Callisto', 'Ganymede']","['Harpalyke', 'S/2016 J 1', 'S/2017 J 5', 'S/2018 J 1', 'S/2019 J 3', 'Taygete', 'Herse', 'S/2010 J 2', 'S/2003 J 4', 'S/2021 J 5', 'Erinome', 'Chaldene', 'S/2018 J 4', 'S/2017 J 2', 'S/2022 J 1', 'S/2003 J 16', 'S/2017 J 7', 'Thelxinoe', 'Iocaste', 'Ananke', 'S/2003 J 3', 'Thebe', 'S/2003 J 2', 'Metis', 'S/2020 J 1', 'S/2017 J 8', 'Amalthea', 'S/2019 J 5', 'Euporie', 'Orthosie', 'Dia', 'S/2022 J 2', 'Praxidike', 'S/2003 J 10', 'Himalia', 'S/2003 J 23', 'Isonoe', 'Leda', 'S/2003 J 15', 'S/2019 J 6', 'S/2021 J 4', 'S/2019 J 1', 'S/2018 J 3', 'S/2017 J 6', 'Kore', 'Cyllene', 'S/2021 J 6', 'Lysithea', 'Aitne', 'Kale', 'S/2019 J 2', 'Thyone', 'S/2003 J 19', 'S/2003 J 18', 'Pasiphae', 'Sponde', 'Hermippe', 'S/2003 J 9', 'Autonoe', 'Pasithee', 'Sinope', 'Carpo', 'S/2017 J 3', 'S/2021 J 1', 'S/2003 J 5', 'S/2011 J 1', 'S/2017 J 4', 'S/2011 J 2', 'Themisto', 'Euanthe', 'Eukelade', 'Elara', 'S/2019 J 4', 'S/2017 J 1', 'Adrastea', 'Kalyke', 'S/2017 J 9', 'Arche', 'S/2020 J 2', 'Helike', 'S/2018 J 5', 'Kallichore', 'Eurydome', 'S/2018 J 2', 'Mneme', 'S/2003 J 12', 'Aoede', 'S/2021 J 2', 'S/2022 J 3', 'Callirrhoe', 'Hegemone', 'Megaclite', 'Carme', 'S/2018 J 6', 'S/2010 J 1', 'S/2021 J 3']",deepseek-reasoner,fixing,4,1,1,1,1,1,0,0,0,0,0,10,8,0.14084507042253522,0.5492957746478874,0.704225352112676,0.5774647887323944,0.8873239436619719,0.2676056338028169,0.29577464788732394,0.23943661971830985,0.2112676056338028,0.28169014084507044,0.971830985915493
synthetic-40,synthetic,40,Which video games are in the Grand Theft Auto series?,What GTA video games are there?,Which video games in the Grand Theft Auto series have multiplayer?,Which video games in the Grand Theft Auto series are singleplayer only?,"['Grand Theft Auto Advance', 'Grand Theft Auto: The Lost and Damned', 'Grand Theft Auto 3', 'Grand Theft Auto: Liberty City Stories', 'Grand Theft Auto: Episodes from Liberty City', 'Grand Theft Auto 5', 'Grand Theft Auto: London 1961', 'Grand Theft Auto: Mission Pack 1 - London 1969', 'Grand Theft Auto 2', 'Grand Theft Auto: San Andreas', 'Grand Theft Auto: The Ballad of Gay Tony', 'Grand Theft Auto 4', 'Grand Theft Auto: Chinatown Wars', 'Grand Theft Auto Online', 'Grand Theft Auto', 'Grand Theft Auto: Vice City', 'Grand Theft Auto: Vice City Stories']","['Grand Theft Auto Advance', 'Grand Theft Auto: The Lost and Damned', 'Grand Theft Auto 3', 'Grand Theft Auto: Liberty City Stories', 'Grand Theft Auto: Episodes from Liberty City', 'Grand Theft Auto 5', 'Grand Theft Auto: London 1961', 'Grand Theft Auto: Mission Pack 1 - London 1969', 'Grand Theft Auto 2', 'Grand Theft Auto: San Andreas', 'Grand Theft Auto: The Ballad of Gay Tony', 'Grand Theft Auto 4', 'Grand Theft Auto: Chinatown Wars', 'Grand Theft Auto Online', 'Grand Theft Auto', 'Grand Theft Auto: Vice City', 'Grand Theft Auto: Vice City Stories']","['Grand Theft Auto 5', 'Grand Theft Auto: Liberty City Stories', 'Grand Theft Auto: London 1961', 'Grand Theft Auto 2', 'Grand Theft Auto: San Andreas', 'Grand Theft Auto: Chinatown Wars', 'Grand Theft Auto Online', 'Grand Theft Auto 4', 'Grand Theft Auto 4: The Lost and Damned', 'Grand Theft Auto', 'Grand Theft Auto 4: The Ballad of Gay Tony', 'Grand Theft Auto: Vice City Stories']","['Grand Theft Auto: Vice City', 'Grand Theft Auto Advance', 'Grand Theft Auto 3']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,10,9,0.14084507042253522,0.5352112676056338,0.6197183098591549,0.6338028169014085,0.7323943661971831,0.323943661971831,0.056338028169014086,0.028169014084507043,0.2676056338028169,0.1267605633802817,0.9436619718309859
synthetic-41,synthetic,41,In which countries can the short-tailed chinchilla be found today?,Which countries are native to the extant short-tailed chinchilla?,In which countries can both the short-tailed and long-tailed chinchilla be found today?,In which countries can the short-tailed chinchilla be found today but do not have the long-tailed chinchilla?,"['Bolivia', 'Chile']","['Bolivia', 'Chile']",['Chile'],['Bolivia'],grok-3-mini,zero-shot,8,1,1,1,1,1,0,0,0,0,1,12,9,0.16901408450704225,0.5211267605633803,0.8591549295774648,0.7323943661971831,0.7323943661971831,0.39436619718309857,0.11267605633802817,0.07042253521126761,0.29577464788732394,0.2535211267605634,0.9436619718309859
synthetic-42,synthetic,42,What are the planets that orbit the Sun?,Which planets are part of the Solar System?,What are the gas giant planets that orbit the Sun?,What are the planets that orbit the Sun excluding the gas giants?,"['Uranus', 'Neptune', 'Mars', 'Earth', 'Mercury', 'Saturn', 'Venus', 'Jupiter']","['Uranus', 'Neptune', 'Mars', 'Earth', 'Mercury', 'Saturn', 'Venus', 'Jupiter']","['Neptune', 'Saturn', 'Uranus', 'Jupiter']","['Venus', 'Mars', 'Earth', 'Mercury']",o3,zero-shot,1,1,1,1,1,1,0,0,0,0,14,48,17,0.676056338028169,0.9436619718309859,0.9577464788732394,0.9154929577464789,0.9436619718309859,0.8028169014084507,0.014084507042253521,0.014084507042253521,0.19718309859154928,0.0,1.0
synthetic-43,synthetic,43,Which sites in Italy are designated as UNESCO World Heritage Sites?,What are the UNESCO World Heritage Sites in Italy?,"Which UNESCO World Heritage Sites are located in Rome, Italy?",Which Italian UNESCO World Heritage Sites are not located in Rome?,"['Ferrara, City of the Renaissance, and its Po Delta', 'Rock Drawings in Valcamonica', 'Medici Villas and Gardens in Tuscany', 'Historic Centre of Siena', 'Cathedral, Torre Civica and Piazza Grande, Modena', 'Residences of the Royal House of Savoy', '18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex', 'Rhaetian Railway in the Albula / Bernina Landscapes', 'Archaeological Area of Agrigento', 'The Porticoes of Bologna', 'City of Vicenza and the Palladian Villas of the Veneto', ""Val d'Orcia"", 'Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula', 'The Trulli of Alberobello', 'Assisi, the Basilica of San Francesco and Other Franciscan Sites', 'Su Nuraxi di Barumini', 'Historic Centre of the City of Pienza', 'Venice and its Lagoon', 'Historic Centre of Naples', 'Church and Dominican Convent of Santa Maria delle Grazie with The Last Supper by Leonardo da Vinci in Milan', 'Archaeological Areas of Pompeii, Herculaneum and Torre Annunziata', 'Villa Adriana (Tivoli)', 'Botanical Garden (Orto Botanico), Padua', 'Piazza del Duomo, Pisa', 'Costiera Amalfitana', 'Etruscan Necropolises of Cerveteri and Tarquinia', 'Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)', 'Historic Centre of San Gimignano', 'The Sassi and the Park of the Rupestrian Churches of Matera', 'Mount Etna', 'Archaeological Area and the Patriarchal Basilica of Aquileia', 'Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura', ""Crespi d'Adda"", 'Historic Centre of Urbino', 'Longobards in Italy. Places of the Power (568-774 A.D.)', 'Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe', 'Syracuse and the Rocky Necropolis of Pantalica', 'The Dolomites', 'Historic Centre of Florence', 'Villa Romana del Casale', 'Castel del Monte', 'The Prosecco Hills of Conegliano and Valdobbiadene', 'The Great Spa Towns of Europe', 'Evaporitic Karst and Caves of Northern Apennines', 'Ivrea, industrial city of the 20th century', 'Prehistoric Pile dwellings around the Alps', 'Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato', 'Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli', 'Padua’s fourteenth-century fresco cycles', 'Arab-Norman Palermo and the Cathedral Churches of Cefalù and Monreale', 'Early Christian Monuments of Ravenna', 'Mantua and Sabbioneta']","['Ferrara, City of the Renaissance, and its Po Delta', 'Rock Drawings in Valcamonica', 'Medici Villas and Gardens in Tuscany', 'Historic Centre of Siena', 'Cathedral, Torre Civica and Piazza Grande, Modena', 'Residences of the Royal House of Savoy', '18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex', 'Rhaetian Railway in the Albula / Bernina Landscapes', 'Archaeological Area of Agrigento', 'The Porticoes of Bologna', 'City of Vicenza and the Palladian Villas of the Veneto', ""Val d'Orcia"", 'Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula', 'The Trulli of Alberobello', 'Assisi, the Basilica of San Francesco and Other Franciscan Sites', 'Su Nuraxi di Barumini', 'Historic Centre of the City of Pienza', 'Venice and its Lagoon', 'Historic Centre of Naples', 'Church and Dominican Convent of Santa Maria delle Grazie with The Last Supper by Leonardo da Vinci in Milan', 'Archaeological Areas of Pompeii, Herculaneum and Torre Annunziata', 'Villa Adriana (Tivoli)', 'Botanical Garden (Orto Botanico), Padua', 'Piazza del Duomo, Pisa', 'Costiera Amalfitana', 'Etruscan Necropolises of Cerveteri and Tarquinia', 'Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)', 'Historic Centre of San Gimignano', 'The Sassi and the Park of the Rupestrian Churches of Matera', 'Mount Etna', 'Archaeological Area and the Patriarchal Basilica of Aquileia', 'Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura', ""Crespi d'Adda"", 'Historic Centre of Urbino', 'Longobards in Italy. Places of the Power (568-774 A.D.)', 'Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe', 'Syracuse and the Rocky Necropolis of Pantalica', 'The Dolomites', 'Historic Centre of Florence', 'Villa Romana del Casale', 'Castel del Monte', 'The Prosecco Hills of Conegliano and Valdobbiadene', 'The Great Spa Towns of Europe', 'Evaporitic Karst and Caves of Northern Apennines', 'Ivrea, industrial city of the 20th century', 'Prehistoric Pile dwellings around the Alps', 'Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato', 'Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli', 'Padua’s fourteenth-century fresco cycles', 'Arab-Norman Palermo and the Cathedral Churches of Cefalù and Monreale', 'Early Christian Monuments of Ravenna', 'Mantua and Sabbioneta']","['Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura']","['Ferrara, City of the Renaissance, and its Po Delta', 'Rock Drawings in Valcamonica', 'Archaeological Areas of Aquileia', 'Medici Villas and Gardens in Tuscany', 'Historic Centre of Siena', 'Ivrea, Industrial City of the 20th Century', 'Cathedral, Torre Civica and Piazza Grande, Modena', 'Longobards in Italy. Places of the Power (568-774 After Christ)', 'Residences of the Royal House of Savoy', '18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex', 'Amalfi Coast', 'Archaeological Area of Agrigento', 'Rhaetian Railway in the Albula / Bernina Landscapes', 'Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra – Western Stato da Mar', 'The Porticoes of Bologna', 'Sacri Monti of Piedmont and Lombardy', 'City of Vicenza and the Palladian Villas of the Veneto', 'Isole Eolie (Aeolian Islands)', 'Late Baroque Towns of the Val di Noto (South-Eastern Sicily)', ""Val d'Orcia"", ""Villa d'Este, Tivoli"", 'Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula', 'The Trulli of Alberobello', 'Assisi, the Basilica of San Francesco and Other Franciscan Sites', 'Su Nuraxi di Barumini', 'Historic Centre of the City of Pienza', 'Venice and its Lagoon', 'Historic Centre of Naples', 'Church and Dominican Convent of Santa Maria delle Grazie with The Last Supper by Leonardo da Vinci in Milan', 'Villa Adriana (Tivoli)', 'Monte San Giorgio', 'Botanical Garden (Orto Botanico), Padua', 'Piazza del Duomo, Pisa', 'Etruscan Necropolises of Cerveteri and Tarquinia', 'Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)', 'Historic Centre of San Gimignano', 'The Sassi and the Park of the Rupestrian Churches of Matera', 'Mount Etna', ""Crespi d'Adda"", 'Historic Centre of Urbino', 'Syracuse and the Rocky Necropolis of Pantalica', 'The Dolomites', 'Historic Centre of Florence', 'Villa Romana del Casale', 'Castel del Monte', 'The Prosecco Hills of Conegliano and Valdobbiadene', 'The Great Spa Towns of Europe', 'Archaeological Areas of Pompei, Herculaneum and Torre Annunziata', 'The Padua’s fourteenth-century fresco cycles', 'Prehistoric Pile dwellings around the Alps', 'Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato', 'Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli', 'Arab-Norman Palermo and the Cathedral Churches of Cefalù and Monreale', 'Early Christian Monuments of Ravenna', 'Mantua and Sabbioneta', 'City of Verona']",deepseek-chat,fixing,7,1,1,1,1,1,0,0,0,0,0,3,3,0.04225352112676056,0.4225352112676056,0.49295774647887325,0.4788732394366197,0.8309859154929577,0.14084507042253522,0.2676056338028169,0.29577464788732394,0.2676056338028169,0.23943661971830985,0.9577464788732394
synthetic-44,synthetic,44,Which currencies are in circulation in African countries?,What are the official currencies used in Africa?,Which currencies are in circulation in West African countries?,Which currencies are in circulation in African countries but not in any West Africa country?,"['Libyan Dinar', 'Ugandan Shilling', 'Cape Verdean Escudo', 'Burundian Franc', 'Guinean Franc', 'Somali Shilling', 'Gambian Dalasi', 'Algerian Dinar', 'South African Rand', 'Botswanan Pula', 'South Sudanese Pound', 'Kenyan Shilling', 'Tunisian Dinar', 'Swazi Lilangeni', 'Sao Tome and Principe Dobra', 'Lesotho Loti', 'Liberian Dollar', 'Sierra Leonean Leone', 'Zimbabwean Dollar', 'Mauritian Rupee', 'Moroccan Dirham', 'Mauritanian Ouguiya', 'Mozambican Metical', 'Nigerian Naira', 'Rwandan Franc', 'Ghanaian Cedi', 'Malawian Kwacha', 'Sudanese Pound', 'Central African CFA Franc', 'Seychellois Rupee', 'Namibian Dollar', 'Eritrean Nakfa', 'West African CFA Franc', 'Malagasy Ariary', 'Zambian Kwacha', 'Tanzanian Shilling', 'Angolan Kwanza', 'Ethiopian Birr']","['Libyan Dinar', 'Ugandan Shilling', 'Cape Verdean Escudo', 'Burundian Franc', 'Guinean Franc', 'Somali Shilling', 'Gambian Dalasi', 'Algerian Dinar', 'South African Rand', 'Botswanan Pula', 'South Sudanese Pound', 'Kenyan Shilling', 'Tunisian Dinar', 'Swazi Lilangeni', 'Sao Tome and Principe Dobra', 'Lesotho Loti', 'Liberian Dollar', 'Sierra Leonean Leone', 'Zimbabwean Dollar', 'Mauritian Rupee', 'Moroccan Dirham', 'Mauritanian Ouguiya', 'Mozambican Metical', 'Nigerian Naira', 'Rwandan Franc', 'Ghanaian Cedi', 'Malawian Kwacha', 'Sudanese Pound', 'Central African CFA Franc', 'Seychellois Rupee', 'Namibian Dollar', 'Eritrean Nakfa', 'West African CFA Franc', 'Malagasy Ariary', 'Zambian Kwacha', 'Tanzanian Shilling', 'Angolan Kwanza', 'Ethiopian Birr']","['Mauritanian Ouguiya', 'Nigerian Naira', 'Liberian Dollar', 'Sierra Leonean Leone', 'Ghanaian Cedi', 'Cape Verdean Escudo', 'West African CFA Franc', 'Gambian Dalasi']","['Libyan Dinar', 'Botswana Pula', 'Ugandan Shilling', 'Egyptian Pound', 'Burundian Franc', 'Somali Shilling', 'Algerian Dinar', 'South African Rand', 'South Sudanese Pound', 'Kenyan Shilling', 'Comorian Franc', 'Tunisian Dinar', 'Swazi Lilangeni', 'Sao Tome and Principe Dobra', 'Lesotho Loti', 'Djiboutian Franc', 'Zimbabwean Dollar', 'Mauritian Rupee', 'Moroccan Dirham', 'Mauritanian Ouguiya', 'Congolese Franc', 'Mozambican Metical', 'Rwandan Franc', 'Malawian Kwacha', 'Sudanese Pound', 'Central African CFA Franc', 'Seychellois Rupee', 'Namibian Dollar', 'Eritrean Nakfa', 'Zambian Kwacha', 'Malagasy Ariary', 'Tanzanian Shilling', 'Angolan Kwanza', 'Ethiopian Birr']",grok-3-mini,fixing,8,1,1,1,1,1,0,0,0,0,0,3,3,0.04225352112676056,0.4084507042253521,0.5633802816901409,0.5070422535211268,0.8309859154929577,0.18309859154929578,0.1267605633802817,0.11267605633802817,0.22535211267605634,0.08450704225352113,1.0
synthetic-45,synthetic,45,What novels by Jane Austen were published posthumously?,Which Jane Austen novels were published after her death?,"What novels by Jane Austen, published posthumously, were adapted by Marvel into a graphic novel series?","What novels by Jane Austen, published posthumously, were not adapted by Marvel into a graphic novel series?","['Persuasion', 'Northanger Abbey']","['Persuasion', 'Northanger Abbey']",['Northanger Abbey'],"['Persuasion', 'Sanditon', 'Northanger Abbey', 'Lady Susan', 'The Watsons']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,8,8,0.11267605633802817,0.6901408450704225,0.7605633802816901,0.6619718309859155,0.7323943661971831,0.352112676056338,0.07042253521126761,0.056338028169014086,0.5633802816901409,0.23943661971830985,0.9436619718309859
synthetic-46,synthetic,46,What are the five most expansive islands in the Japanese archipelago?,What are the five largest islands of Japan in terms of area?,Which of the five largest islands of Japan in terms of area have a population over five million?,Which of the five largest islands of Japan in terms of area have a population of five million or fewer?,"['Shikoku', 'Hokkaido', 'Kyushu', 'Okinawa Island', 'Honshu']","['Shikoku', 'Hokkaido', 'Kyushu', 'Okinawa Island', 'Honshu']","['Hokkaido', 'Honshu', 'Kyushu']","['Okinawa Island', 'Shikoku']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,8,32,17,0.4507042253521127,0.9577464788732394,0.9577464788732394,0.8732394366197183,0.8450704225352113,0.6338028169014085,0.028169014084507043,0.028169014084507043,0.2112676056338028,0.04225352112676056,0.9859154929577465
synthetic-48,synthetic,48,What American presidents were born in Virginia?,Which U.S. presidents were born in Virginia?,What American presidents were born in Virginia in the 18th century?,What American presidents were born in Virginia aside from those born in the 18th century?,"['John Tyler', 'Zachary Taylor', 'Woodrow Wilson', 'James Madison', 'Thomas Jefferson', 'William Henry Harrison', 'George Washington', 'James Monroe']","['John Tyler', 'Zachary Taylor', 'Woodrow Wilson', 'James Madison', 'Thomas Jefferson', 'William Henry Harrison', 'George Washington', 'James Monroe']","['John Tyler', 'Zachary Taylor', 'James Madison', 'Thomas Jefferson', 'William Henry Harrison', 'George Washington', 'James Monroe']",['Woodrow Wilson'],gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,7,30,15,0.4225352112676056,0.8450704225352113,0.9154929577464789,0.8028169014084507,0.9014084507042254,0.6338028169014085,0.014084507042253521,0.014084507042253521,0.19718309859154928,0.08450704225352113,1.0
synthetic-49,synthetic,49,Which nations are part of the North Atlantic Treaty Organization?,What are the current member countries of NATO?,Which European nations are part of the North Atlantic Treaty Organization?,Which nations are part of the North Atlantic Treaty Organization excluding European nations?,"['Denmark', 'Czech Republic', 'Lithuania', 'France', 'Portugal', 'Slovakia', 'Spain', 'Romania', 'Norway', 'Croatia', 'Finland', 'Turkey', 'Belgium', 'United States of America', 'Albania', 'Greece', 'United Kingdom', 'Latvia', 'Sweden', 'Hungary', 'Bulgaria', 'Poland', 'Canada', 'Slovenia', 'Netherlands', 'Luxembourg', 'Italy', 'North Macedonia', 'Germany', 'Montenegro', 'Estonia', 'Iceland']","['Denmark', 'Czech Republic', 'Lithuania', 'France', 'Portugal', 'Slovakia', 'Spain', 'Romania', 'Norway', 'Croatia', 'Finland', 'Turkey', 'Belgium', 'United States of America', 'Albania', 'Greece', 'United Kingdom', 'Latvia', 'Sweden', 'Hungary', 'Bulgaria', 'Poland', 'Canada', 'Slovenia', 'Netherlands', 'Luxembourg', 'Italy', 'North Macedonia', 'Germany', 'Montenegro', 'Estonia', 'Iceland']","['Denmark', 'Czech Republic', 'Lithuania', 'France', 'Portugal', 'Slovakia', 'Spain', 'Romania', 'Norway', 'Croatia', 'Finland', 'Turkey', 'Belgium', 'Albania', 'Greece', 'United Kingdom', 'Latvia', 'Sweden', 'Hungary', 'Bulgaria', 'Poland', 'Slovenia', 'Netherlands', 'Luxembourg', 'Italy', 'North Macedonia', 'Germany', 'Montenegro', 'Estonia', 'Iceland']","['United States of America', 'Canada']",gpt-5-nano,zero-shot,5,1,1,1,1,1,0,0,0,0,4,22,14,0.30985915492957744,0.6901408450704225,0.7605633802816901,0.8873239436619719,0.7605633802816901,0.5774647887323944,0.04225352112676056,0.04225352112676056,0.2112676056338028,0.028169014084507043,0.971830985915493
synthetic-5,synthetic,5,List the elements belonging to the noble gas group.,What are the noble gases?,List the noble gases that are naturally occurring.,List the synthetic noble gases.,"['Neon', 'Oganesson', 'Argon', 'Xenon', 'Helium', 'Radon', 'Krypton']","['Neon', 'Oganesson', 'Argon', 'Xenon', 'Helium', 'Radon', 'Krypton']","['Neon', 'Argon', 'Xenon', 'Helium', 'Radon', 'Krypton']",['Oganesson'],gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,7,27,14,0.38028169014084506,0.8169014084507042,0.9014084507042254,0.676056338028169,0.9295774647887324,0.5633802816901409,0.014084507042253521,0.014084507042253521,0.18309859154929578,0.1267605633802817,0.9859154929577465
