dataset	source_id	question_id	question	gold_answer	confidence	agreeing_models	available_models	selected_from
synthetic	8	Q4	List the films directed by Stanley Kubrick excluding the science fiction films.	"[""Day of the Fight"", ""Flying Padre"", ""The Seafarers"", ""Fear and Desire"", ""Killer's Kiss"", ""The Killing"", ""Paths of Glory"", ""Spartacus"", ""Lolita"", ""Doctor Strangelove or: How I Learned to Stop Worrying and Love the Bomb"", ""Barry Lyndon"", ""The Shining"", ""Full Metal Jacket"", ""Eyes Wide Shut""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	9	Q1	Name the French writers who have been awarded the Nobel Prize in Literature.	"[""Sully Prudhomme"", ""Frédéric Mistral"", ""Romain Rolland"", ""Anatole France"", ""Henri Bergson"", ""Roger Martin du Gard"", ""André Gide"", ""François Mauriac"", ""Albert Camus"", ""Saint-John Perse"", ""Jean-Paul Sartre"", ""Claude Simon"", ""Gao Xingjian"", ""Jean-Marie Gustave Le Clézio"", ""Patrick Modiano"", ""Annie Ernaux""]"	3	GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-o3
synthetic	9	Q2	Which authors from France have won the Nobel Prize in Literature?	"[""Sully Prudhomme"", ""Frédéric Mistral"", ""Romain Rolland"", ""Anatole France"", ""Henri Bergson"", ""Roger Martin du Gard"", ""André Gide"", ""François Mauriac"", ""Albert Camus"", ""Saint-John Perse"", ""Jean-Paul Sartre"", ""Claude Simon"", ""Gao Xingjian"", ""Jean-Marie Gustave Le Clézio"", ""Patrick Modiano"", ""Annie Ernaux""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	9	Q3	Name the French writers who have been awarded the Nobel Prize in Literature for works in poetry.	"[""Sully Prudhomme"", ""Frédéric Mistral"", ""Saint-John Perse""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	9	Q4	Name the French writers who have been awarded the Nobel Prize in Literature excluding those awarded for works in poetry.	"[""Romain Rolland"", ""Anatole France"", ""Henri Bergson"", ""Roger Martin du Gard"", ""André Gide"", ""François Mauriac"", ""Albert Camus"", ""Jean-Paul Sartre"", ""Claude Simon"", ""Gao Xingjian"", ""Jean-Marie Gustave Le Clézio"", ""Patrick Modiano"", ""Annie Ernaux""]"	2	GPT-5,Gemini-2.5-pro	5	GPT-5
synthetic	13	Q1	List the movies that received the Oscar for Best Picture.	"[""Wings"", ""The Broadway Melody"", ""All Quiet on the Western Front"", ""Cimarron"", ""Grand Hotel"", ""Cavalcade"", ""It Happened One Night"", ""Mutiny on the Bounty"", ""The Great Ziegfeld"", ""The Life of Emile Zola"", ""You Can't Take It with You"", ""Gone with the Wind"", ""Rebecca"", ""How Green Was My Valley"", ""Mrs. Miniver"", ""Casablanca"", ""Going My Way"", ""The Lost Weekend"", ""The Best Years of Our Lives"", ""Gentleman's Agreement"", ""Hamlet"", ""All the King's Men"", ""All About Eve"", ""An American in Paris"", ""The Greatest Show on Earth"", ""From Here to Eternity"", ""On the Waterfront"", ""Marty"", ""Around the World in 80 Days"", ""The Bridge on the River Kwai"", ""Gigi"", ""Ben-Hur"", ""The Apartment"", ""West Side Story"", ""Lawrence of Arabia"", ""Tom Jones"", ""My Fair Lady"", ""The Sound of Music"", ""A Man for All Seasons"", ""In the Heat of the Night"", ""Oliver!"", ""Midnight Cowboy"", ""Patton"", ""The French Connection"", ""The Godfather"", ""The Sting"", ""The Godfather Part 2"", ""One Flew Over the Cuckoo's Nest"", ""Rocky"", ""Annie Hall"", ""The Deer Hunter"", ""Kramer vs. Kramer"", ""Ordinary People"", ""Chariots of Fire"", ""Gandhi"", ""Terms of Endearment"", ""Amadeus"", ""Out of Africa"", ""Platoon"", ""The Last Emperor"", ""Rain Man"", ""Driving Miss Daisy"", ""Dances with Wolves"", ""The Silence of the Lambs"", ""Unforgiven"", ""Schindler's List"", ""Forrest Gump"", ""Braveheart"", ""The English Patient"", ""Titanic"", ""Shakespeare in Love"", ""American Beauty"", ""Gladiator"", ""A Beautiful Mind"", ""Chicago"", ""The Lord of the Rings: The Return of the King"", ""Million Dollar Baby"", ""Crash"", ""The Departed"", ""No Country for Old Men"", ""Slumdog Millionaire"", ""The Hurt Locker"", ""The King's Speech"", ""The Artist"", ""Argo"", ""12 Years a Slave"", ""Birdman or (The Unexpected Virtue of Ignorance)"", ""Spotlight"", ""Moonlight"", ""The Shape of Water"", ""Green Book"", ""Parasite"", ""Nomadland"", ""CODA"", ""Everything Everywhere All at Once"", ""Oppenheimer""]"	1	GPT-5	5	GPT-5
synthetic	13	Q2	Which films have won the Academy Award for Best Picture?	"[""Wings"", ""The Broadway Melody"", ""All Quiet on the Western Front"", ""Cimarron"", ""Grand Hotel"", ""Cavalcade"", ""It Happened One Night"", ""Mutiny on the Bounty"", ""The Great Ziegfeld"", ""The Life of Emile Zola"", ""You Can't Take It with You"", ""Gone with the Wind"", ""Rebecca"", ""How Green Was My Valley"", ""Mrs. Miniver"", ""Casablanca"", ""Going My Way"", ""The Lost Weekend"", ""The Best Years of Our Lives"", ""Gentleman's Agreement"", ""Hamlet"", ""All the King's Men"", ""All About Eve"", ""An American in Paris"", ""The Greatest Show on Earth"", ""From Here to Eternity"", ""On the Waterfront"", ""Marty"", ""Around the World in 80 Days"", ""The Bridge on the River Kwai"", ""Gigi"", ""Ben-Hur"", ""The Apartment"", ""West Side Story"", ""Lawrence of Arabia"", ""Tom Jones"", ""My Fair Lady"", ""The Sound of Music"", ""A Man for All Seasons"", ""In the Heat of the Night"", ""Oliver!"", ""Midnight Cowboy"", ""Patton"", ""The French Connection"", ""The Godfather"", ""The Sting"", ""The Godfather Part 2"", ""One Flew Over the Cuckoo's Nest"", ""Rocky"", ""Annie Hall"", ""The Deer Hunter"", ""Kramer vs. Kramer"", ""Ordinary People"", ""Chariots of Fire"", ""Gandhi"", ""Terms of Endearment"", ""Amadeus"", ""Out of Africa"", ""Platoon"", ""The Last Emperor"", ""Rain Man"", ""Driving Miss Daisy"", ""Dances with Wolves"", ""The Silence of the Lambs"", ""Unforgiven"", ""Schindler's List"", ""Forrest Gump"", ""Braveheart"", ""The English Patient"", ""Titanic"", ""Shakespeare in Love"", ""American Beauty"", ""Gladiator"", ""A Beautiful Mind"", ""Chicago"", ""The Lord of the Rings: The Return of the King"", ""Million Dollar Baby"", ""Crash"", ""The Departed"", ""No Country for Old Men"", ""Slumdog Millionaire"", ""The Hurt Locker"", ""The King's Speech"", ""The Artist"", ""Argo"", ""12 Years a Slave"", ""Birdman or (The Unexpected Virtue of Ignorance)"", ""Spotlight"", ""Moonlight"", ""The Shape of Water"", ""Green Book"", ""Parasite"", ""Nomadland"", ""CODA"", ""Everything Everywhere All at Once"", ""Oppenheimer""]"	2	GPT-5,GPT-o3	4	GPT-5
synthetic	13	Q3	List the fully black-and-white movies that received the Oscar for Best Picture.	"[""Wings"", ""All Quiet on the Western Front"", ""Cimarron"", ""Grand Hotel"", ""Cavalcade"", ""It Happened One Night"", ""Mutiny on the Bounty"", ""The Great Ziegfeld"", ""The Life of Emile Zola"", ""You Can't Take It with You"", ""Rebecca"", ""How Green Was My Valley"", ""Mrs. Miniver"", ""Casablanca"", ""Going My Way"", ""The Lost Weekend"", ""The Best Years of Our Lives"", ""Gentleman's Agreement"", ""Hamlet"", ""All the King's Men"", ""All About Eve"", ""From Here to Eternity"", ""On the Waterfront"", ""Marty"", ""The Apartment"", ""The Artist""]"	2	Gemini-2.5-pro,DeepSeek-R	5	Gemini-2.5-pro
synthetic	13	Q4	List the movies with color (in whole or part) that received the Oscar for Best Picture.	"[""The Broadway Melody"", ""Gone with the Wind"", ""An American in Paris"", ""The Greatest Show on Earth"", ""Around the World in 80 Days"", ""The Bridge on the River Kwai"", ""Gigi"", ""Ben-Hur"", ""West Side Story"", ""Lawrence of Arabia"", ""Tom Jones"", ""My Fair Lady"", ""The Sound of Music"", ""A Man for All Seasons"", ""In the Heat of the Night"", ""Oliver!"", ""Midnight Cowboy"", ""Patton"", ""The French Connection"", ""The Godfather"", ""The Sting"", ""The Godfather Part 2"", ""One Flew Over the Cuckoo's Nest"", ""Rocky"", ""Annie Hall"", ""The Deer Hunter"", ""Kramer vs. Kramer"", ""Ordinary People"", ""Chariots of Fire"", ""Gandhi"", ""Terms of Endearment"", ""Amadeus"", ""Out of Africa"", ""Platoon"", ""The Last Emperor"", ""Rain Man"", ""Driving Miss Daisy"", ""Dances with Wolves"", ""The Silence of the Lambs"", ""Unforgiven"", ""Schindler's List"", ""Forrest Gump"", ""Braveheart"", ""The English Patient"", ""Titanic"", ""Shakespeare in Love"", ""American Beauty"", ""Gladiator"", ""A Beautiful Mind"", ""Chicago"", ""The Lord of the Rings: The Return of the King"", ""Million Dollar Baby"", ""Crash"", ""The Departed"", ""No Country for Old Men"", ""Slumdog Millionaire"", ""The Hurt Locker"", ""The King's Speech"", ""Argo"", ""12 Years a Slave"", ""Birdman or (The Unexpected Virtue of Ignorance)"", ""Spotlight"", ""Moonlight"", ""The Shape of Water"", ""Green Book"", ""Parasite"", ""Nomadland"", ""CODA"", ""Everything Everywhere All at Once"", ""Oppenheimer""]"	2	GPT-5,Gemini-2.5-pro	4	GPT-5
synthetic	16	Q1	List the South American capitals.	"[""Buenos Aires"", ""Sucre"", ""La Paz"", ""Brasília"", ""Santiago"", ""Bogotá"", ""Quito"", ""Georgetown"", ""Asunción"", ""Lima"", ""Paramaribo"", ""Montevideo"", ""Caracas""]"	2	GPT-5,DeepSeek-R	5	GPT-5
synthetic	16	Q2	What are the capital cities of South American countries?	"[""Buenos Aires"", ""Sucre"", ""La Paz"", ""Brasília"", ""Santiago"", ""Bogotá"", ""Quito"", ""Georgetown"", ""Asunción"", ""Lima"", ""Paramaribo"", ""Montevideo"", ""Caracas""]"	3	GPT-5,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	16	Q3	List the South American capitals that are on the coast.	"[""Buenos Aires"", ""Montevideo"", ""Lima"", ""Georgetown"", ""Paramaribo""]"	2	GPT-5,GPT-o3	5	GPT-5
synthetic	16	Q4	List the South American capitals that are not on the coast.	"[""La Paz"", ""Sucre"", ""Brasília"", ""Santiago"", ""Bogotá"", ""Quito"", ""Asunción"", ""Caracas""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	18	Q1	Name the women married to Henry VIII.	"[""Catherine of Aragon"", ""Anne Boleyn"", ""Jane Seymour"", ""Anne of Cleves"", ""Catherine Howard"", ""Catherine Parr""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	18	Q2	Who were the wives of King Henry VIII?	"[""Catherine of Aragon"", ""Anne Boleyn"", ""Jane Seymour"", ""Anne of Cleves"", ""Catherine Howard"", ""Catherine Parr""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	18	Q3	List the women married to Henry VIII who bore him children.	"[""Catherine of Aragon"", ""Anne Boleyn"", ""Jane Seymour""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	18	Q4	List the women married to Henry VIII who did not bear him children.	"[""Anne of Cleves"", ""Catherine Howard"", ""Catherine Parr""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	22	Q1	What are the multiple-time host cities of the Summer Olympics?	"[""Athens"", ""Paris"", ""London"", ""Los Angeles"", ""Tokyo""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	22	Q2	Which cities have hosted the Summer Olympic Games more than once?	"[""Athens"", ""London"", ""Los Angeles"", ""Paris"", ""Tokyo""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	22	Q3	What are the multiple-time host cities of the Summer Olympics in Europe?	"[""Athens"", ""London"", ""Paris""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	22	Q4	What are the multiple-time host cities of the Summer Olympics excluding those in Europe?	"[""Los Angeles"", ""Tokyo""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	24	Q1	What movies were awarded Best Picture at the Oscars between 1990 and 1999 inclusive?	"[""Driving Miss Daisy"", ""Dances with Wolves"", ""The Silence of the Lambs"", ""Unforgiven"", ""Schindler's List"", ""Forrest Gump"", ""Braveheart"", ""The English Patient"", ""Titanic"", ""Shakespeare in Love""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	24	Q2	Which films won the Academy Award for Best Picture during the 1990s?	"[""Driving Miss Daisy"", ""Dances with Wolves"", ""The Silence of the Lambs"", ""Unforgiven"", ""Schindler's List"", ""Forrest Gump"", ""Braveheart"", ""The English Patient"", ""Titanic"", ""Shakespeare in Love""]"	2	GPT-5,GPT-5-mini	5	GPT-5
synthetic	24	Q3	What movies awarded Best Picture at the Oscars in the 1990s are entirely set before 1900?	"[""Dances with Wolves"", ""Unforgiven"", ""Braveheart"", ""Shakespeare in Love""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	24	Q4	What movies awarded Best Picture at the Oscars in the 1990s are set (in whole or part) during or after 1900?	"[""Driving Miss Daisy"", ""The Silence of the Lambs"", ""Schindler's List"", ""Forrest Gump"", ""The English Patient"", ""Titanic""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	25	Q1	List the genera belonging to the cat family (Felidae).	"[""Acinonyx"", ""Caracal"", ""Catopuma"", ""Felis"", ""Herpailurus"", ""Leopardus"", ""Leptailurus"", ""Lynx"", ""Neofelis"", ""Otocolobus"", ""Panthera"", ""Pardofelis"", ""Prionailurus"", ""Puma""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	25	Q2	What are the genera within the Felidae family?	"[""Panthera"", ""Neofelis"", ""Acinonyx"", ""Caracal"", ""Catopuma"", ""Herpailurus"", ""Leopardus"", ""Leptailurus"", ""Lynx"", ""Otocolobus"", ""Pardofelis"", ""Prionailurus"", ""Puma"", ""Felis""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	25	Q3	List the genera belonging to the big cat subgroup of the cat family (Felidae).	"[""Panthera"", ""Neofelis""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	25	Q4	List the genera belonging to the cat family (Felidae) excluding those belonging to the big cat subgroup.	"[""Acinonyx"", ""Caracal"", ""Catopuma"", ""Felis"", ""Herpailurus"", ""Leopardus"", ""Leptailurus"", ""Lynx"", ""Otocolobus"", ""Pardofelis"", ""Prionailurus"", ""Puma""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	27	Q1	What countries are in South America but not Latin America?	"[""Guyana"", ""Suriname""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	27	Q2	Which South American countries are not considered part of Latin America?	"[""Guyana"", ""Suriname""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	27	Q3	Which South American countries are not considered part of Latin America and have Dutch as an official language?	"[""Suriname""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	27	Q4	Which South American countries are not considered part of Latin America and do not have Dutch as an official language?	"[""Guyana""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	29	Q1	What countries are observer states of the UN?	"[""Holy See"", ""State of Palestine""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	29	Q2	Which countries are observer states of the United Nations?	"[""Holy See"", ""State of Palestine""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	29	Q3	What European countries are observer states of the UN?	"[""Holy See""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	29	Q4	What countries outside of Europe are observer states of the UN?	"[""State of Palestine""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	30	Q1	What are the official currencies used by EU countries?	"[""Euro"", ""Bulgarian lev"", ""Czech koruna"", ""Danish krone"", ""Hungarian forint"", ""Polish zloty"", ""Romanian leu"", ""Swedish krona""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	30	Q2	Which currencies are officially used in some European Union state?	"[""Euro"", ""Bulgarian lev"", ""Czech koruna"", ""Danish krone"", ""Hungarian forint"", ""Polish zloty"", ""Romanian leu"", ""Swedish krona""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	30	Q3	What are the official currencies used by more than one EU country?	"[""Euro""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	30	Q4	What are the official currencies used by only one EU country?	"[""Bulgarian lev"", ""Czech koruna"", ""Danish krone"", ""Hungarian forint"", ""Polish zloty"", ""Romanian leu"", ""Swedish krona""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	32	Q1	What are the three most common religions followed in India?	"[""Hinduism"", ""Islam"", ""Christianity""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	32	Q2	What are the three main religions practiced in India?	"[""Hinduism"", ""Islam"", ""Christianity""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	32	Q3	What is the majority religion of India?	"[""Hinduism""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	32	Q4	What are the top two minority religions of India?	"[""Islam"", ""Christianity""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	34	Q1	Which colors constitute the RGB primary colors?	"[""red"", ""green"", ""blue""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	34	Q2	What are the primary colors in the RGB color model?	"[""Red"", ""Green"", ""Blue""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	34	Q3	Which RGB primary colors are between violet and orange in the color spectrum?	"[""blue"", ""green""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	34	Q4	Which RGB primary colors are not between violet and orange in the color spectrum?	"[""Red""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	36	Q1	Which continents exist on planet Earth?	"[""Africa"", ""Antarctica"", ""Asia"", ""Europe"", ""North America"", ""South America"", ""Australia""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	36	Q2	What are the continents on Earth?	"[""Africa"", ""Antarctica"", ""Asia"", ""Europe"", ""North America"", ""South America"", ""Australia""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	36	Q3	Which of Earth’s continents are connected to other continents by land?	"[""Africa"", ""Asia"", ""Europe"", ""North America"", ""South America""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	36	Q4	Which of Earth’s continents are not connected to other continents by land?	"[""Australia"", ""Antarctica""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	42	Q1	What are the planets that orbit the Sun?	"[""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	42	Q2	Which planets are part of the Solar System?	"[""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	42	Q3	What are the gas giant planets that orbit the Sun?	"[""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]"	3	GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-o3
synthetic	42	Q4	What are the planets that orbit the Sun excluding the gas giants?	"[""Mercury"", ""Venus"", ""Earth"", ""Mars""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	45	Q1	What novels by Jane Austen were published posthumously?	"[""Northanger Abbey"", ""Persuasion""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	45	Q2	Which Jane Austen novels were published after her death?	"[""Northanger Abbey"", ""Persuasion""]"	3	GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-o3
synthetic	45	Q3	What novels by Jane Austen, published posthumously, were adapted by Marvel into a graphic novel series?	"[""Northanger Abbey""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	4	GPT-5
synthetic	45	Q4	What novels by Jane Austen, published posthumously, were not adapted by Marvel into a graphic novel series?	"[""Persuasion""]"	2	GPT-5,Gemini-2.5-pro	4	GPT-5
synthetic	46	Q1	What are the five most expansive islands in the Japanese archipelago?	"[""Honshu"", ""Hokkaido"", ""Kyushu"", ""Shikoku"", ""Okinawa Island""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	46	Q2	What are the five largest islands of Japan in terms of area?	"[""Honshu"", ""Hokkaido"", ""Kyushu"", ""Shikoku"", ""Okinawa Island""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	46	Q3	Which of the five largest islands of Japan in terms of area have a population over five million?	"[""Honshu"", ""Hokkaido"", ""Kyushu""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	46	Q4	Which of the five largest islands of Japan in terms of area have a population of five million or fewer?	"[""Shikoku"", ""Okinawa Island""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	48	Q1	What American presidents were born in Virginia?	"[""George Washington"", ""Thomas Jefferson"", ""James Madison"", ""James Monroe"", ""William Henry Harrison"", ""John Tyler"", ""Zachary Taylor"", ""Woodrow Wilson""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	48	Q2	Which U.S. presidents were born in Virginia?	"[""George Washington"", ""Thomas Jefferson"", ""James Madison"", ""James Monroe"", ""William Henry Harrison"", ""John Tyler"", ""Zachary Taylor"", ""Woodrow Wilson""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	48	Q3	What American presidents were born in Virginia in the 18th century?	"[""George Washington"", ""Thomas Jefferson"", ""James Madison"", ""James Monroe"", ""William Henry Harrison"", ""John Tyler"", ""Zachary Taylor""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	48	Q4	What American presidents were born in Virginia aside from those born in the 18th century?	"[""Woodrow Wilson""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	50	Q1	Which genera of clouds exist in meteorology?	"[""cirrus"", ""cirrostratus"", ""cirrocumulus"", ""altostratus"", ""altocumulus"", ""nimbostratus"", ""stratocumulus"", ""stratus"", ""cumulus"", ""cumulonimbus""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	50	Q2	What are the types of clouds in meteorology?	"[""Cirrus"", ""Cirrostratus"", ""Cirrocumulus"", ""Altostratus"", ""Altocumulus"", ""Nimbostratus"", ""Stratocumulus"", ""Stratus"", ""Cumulus"", ""Cumulonimbus""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	50	Q3	Which genera of clouds in meteorology are classified as high-level clouds?	"[""Cirrus"", ""Cirrostratus"", ""Cirrocumulus""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	50	Q4	Which genera of clouds in meteorology are not classified as high-level clouds?	"[""altostratus"", ""altocumulus"", ""nimbostratus"", ""stratocumulus"", ""stratus"", ""cumulus"", ""cumulonimbus""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	51	Q1	What are the constituent states of the USA?	"[""Alabama"", ""Alaska"", ""Arizona"", ""Arkansas"", ""California"", ""Colorado"", ""Connecticut"", ""Delaware"", ""Florida"", ""Georgia"", ""Hawaii"", ""Idaho"", ""Illinois"", ""Indiana"", ""Iowa"", ""Kansas"", ""Kentucky"", ""Louisiana"", ""Maine"", ""Maryland"", ""Massachusetts"", ""Michigan"", ""Minnesota"", ""Mississippi"", ""Missouri"", ""Montana"", ""Nebraska"", ""Nevada"", ""New Hampshire"", ""New Jersey"", ""New Mexico"", ""New York"", ""North Carolina"", ""North Dakota"", ""Ohio"", ""Oklahoma"", ""Oregon"", ""Pennsylvania"", ""Rhode Island"", ""South Carolina"", ""South Dakota"", ""Tennessee"", ""Texas"", ""Utah"", ""Vermont"", ""Virginia"", ""Washington"", ""West Virginia"", ""Wisconsin"", ""Wyoming""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	51	Q2	Which states are part of the United States of America?	"[""Alabama"", ""Alaska"", ""Arizona"", ""Arkansas"", ""California"", ""Colorado"", ""Connecticut"", ""Delaware"", ""Florida"", ""Georgia"", ""Hawaii"", ""Idaho"", ""Illinois"", ""Indiana"", ""Iowa"", ""Kansas"", ""Kentucky"", ""Louisiana"", ""Maine"", ""Maryland"", ""Massachusetts"", ""Michigan"", ""Minnesota"", ""Mississippi"", ""Missouri"", ""Montana"", ""Nebraska"", ""Nevada"", ""New Hampshire"", ""New Jersey"", ""New Mexico"", ""New York"", ""North Carolina"", ""North Dakota"", ""Ohio"", ""Oklahoma"", ""Oregon"", ""Pennsylvania"", ""Rhode Island"", ""South Carolina"", ""South Dakota"", ""Tennessee"", ""Texas"", ""Utah"", ""Vermont"", ""Virginia"", ""Washington"", ""West Virginia"", ""Wisconsin"", ""Wyoming""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	51	Q3	What are the states of the USA located on the West Coast?	"[""California"", ""Oregon"", ""Washington""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
