usparql	Q1	Q2	Q3	Q4	type	Q1Ans	Q2Ans	Q2SAns	Q4Ans	Q3Ans
no_usparql_1979	Who has been a coach for the Carolina Panthers?	Who has coached the Carolina Panthers?	Who has been the head coach of the Carolina Panthers?	Who has been an assistant coach but never head coach of the Carolina Panthers?		['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Matt Rhule', 'Steve Wilks', 'Frank Reich']	['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Matt Rhule', 'Steve Wilks', 'Frank Reich']		['Norv Turner', 'Al Holcomb', 'Jim Skipper', 'Richard Rodgers', 'Eric Washington', 'Scott Turner', 'Jeff Nixon', 'Sean Ryan', 'Jake Peetz', 'Chase Blackburn', 'Sam Mills III', 'Evan Cooper', 'Pat Meyer', 'Don Johnson', 'Frank Okam', 'Jason Simmons', 'Jeff Imamura', 'Ejiro Evero', 'Thomas Brown', 'Josh McCown', 'Duce Staley', 'James Campen', 'Robert Kugler', 'Joe Dailey', 'Kevin M. Gilbride', 'Bert Watts', 'DeAngelo Hall', 'Todd Wash', 'Pete Hoener', 'Mike Shula', 'Ken Dorsey', 'Ricky Proehl', 'John Matsko', 'Ray Brown', 'Steve Russ', 'Jeff Davidson', 'Brian Angelichio', 'Lance Taylor', 'Ben Jacobs', 'Ed Foley', 'Chris Tabor', 'Paul Pasqualoni', 'Mike Phair', 'Tony Sparano Jr.', 'Tem Lukabu', 'Jonathan Cooley', 'Tim Lewis', 'Deuce Schwartz', 'Jerrod Johnson', 'Shawn Jefferson', 'Parks Frazier', 'Jim Caldwell']	['Dom Capers', 'George Seifert', 'John Fox', 'Ron Rivera', 'Perry Fewell', 'Matt Rhule', 'Steve Wilks', 'Frank Reich']
no_usparql_2105	Which countries constitute the European Union?	Which countries make up the European Union?	Which countries are original members of the European Union and are still members?	Which countries are members of the European Union but are not original members?		['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']		['Austria', 'Bulgaria', 'Croatia', 'Cyprus', 'Czech Republic', 'Denmark', 'Estonia', 'Finland', 'Greece', 'Hungary', 'Ireland', 'Latvia', 'Lithuania', 'Malta', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']	['Belgium', 'France', 'Germany', 'Italy', 'Luxembourg', 'Netherlands']
no_usparql_2164	What are the Catholic holy days of obligation and other holy days?	Which days are considered holy in the Catholic Church?	What are the Catholic holy days of obligation?	What are the Catholic holy days that are not days of obligation?		"['Solemnity of Mary, Mother of God', 'Epiphany', 'Ascension of Jesus Christ', 'Corpus Christi', 'Assumption of the Blessed Virgin Mary', ""All Saints' Day"", 'Immaculate Conception of the Blessed Virgin Mary', 'Christmas Day', 'Easter Sunday', 'Palm Sunday', 'Holy Thursday', 'Good Friday', 'Holy Saturday', 'Pentecost', 'Ash Wednesday']"	"['Solemnity of Mary, Mother of God', 'Epiphany', 'Ascension of Jesus Christ', 'Corpus Christi', 'Assumption of the Blessed Virgin Mary', ""All Saints' Day"", 'Immaculate Conception of the Blessed Virgin Mary', 'Christmas Day', 'Easter Sunday', 'Palm Sunday', 'Holy Thursday', 'Good Friday', 'Holy Saturday', 'Pentecost', 'Ash Wednesday', 'Feast of the Sacred Heart of Jesus', 'Feast of Saint Joseph', 'Feast of the Nativity of Saint John the Baptist', 'Feast of Saints Peter and Paul', 'Feast of the Transfiguration of Jesus Christ', 'Feast of the Exaltation of the Holy Cross', 'Feast of the Presentation of the Lord', 'Feast of the Annunciation', 'Feast of the Visitation of the Blessed Virgin Mary', 'Feast of the Birth of the Blessed Virgin Mary', 'Feast of the Guardian Angels', 'Feast of the Dedication of the Lateran Basilica', 'Feast of Christ the King', 'Feast of the Holy Family', 'Feast of the Baptism of the Lord', 'Feast of the Presentation of the Blessed Virgin Mary', 'Feast of Saint Stephen', 'Feast of the Holy Innocents', 'Feast of Saint John the Evangelist', 'Feast of the Conversion of Saint Paul', 'Feast of the Chair of Saint Peter', 'Feast of Saint Mark', 'Feast of Saint Matthew', 'Feast of Saint Luke', 'Feast of Saint James', 'Feast of Saint Bartholomew', 'Feast of Saint Thomas', 'Feast of Saint Philip and Saint James', 'Feast of Saint Simon and Saint Jude', 'Feast of Saint Andrew', 'Feast of Saint Matthias', 'Feast of Saint Lawrence', 'Feast of Saint Mary Magdalene', 'Feast of Saint Martha', 'Feast of Saint Cecilia', 'Feast of Saint Agnes', 'Feast of Saint Clare', 'Feast of Saint Francis of Assisi']"		['Easter Sunday', 'Palm Sunday', 'Holy Thursday', 'Good Friday', 'Holy Saturday', 'Pentecost', 'Corpus Christi', 'Sacred Heart of Jesus', 'Feast of Saint Joseph', 'Feast of the Annunciation', 'Feast of the Transfiguration', 'Feast of the Exaltation of the Holy Cross', 'Feast of Christ the King', 'Ash Wednesday']	"['Solemnity of Mary, Mother of God', 'Ascension of Jesus Christ', 'Assumption of the Blessed Virgin Mary', ""All Saints' Day"", 'Immaculate Conception of the Blessed Virgin Mary', 'Christmas, the Nativity of the Lord']"
no_usparql_2247	Through which countries of the Sahel does the Niger River flow?	Which Sahel countries does the Niger River pass through?	Though which country of the Sahel does the Niger River flow and have its mouth?	Though which country of the Sahel does the Niger River flow but does not have its mouth?		['Mali', 'Niger', 'Nigeria']	['Mali', 'Niger', 'Nigeria']		['Guinea', 'Mali', 'Niger']	['Nigeria']
no_usparql_2258	Who has been a coach of the St. Louis Cardinals?	Can you name the coaches, past and present, of the St. Louis Cardinals?	Who are the current St. Louis Cardinals coaches?	Who are the former St. Louis Cardinals coaches?		['Red Schoendienst', 'Tony La Russa', 'Mike Shildt', 'Joe Torre', 'Whitey Herzog', 'Ken Boyer', 'Johnny Keane', 'Billy Southworth', 'Gabby Street', 'Branch Rickey', 'Charlie Comiskey', 'Jack Hendricks', 'Eddie Dyer', 'Fred Hutchinson', 'Vern Rapp', 'Red Schoendienst', 'Bob Gibson', 'Dave Duncan', 'Mark McGwire', 'Jose Oquendo', 'Willie McGee', 'Mike Maddux', 'Jeff Albert', 'Oliver Marmol']	['Red Schoendienst', 'Tony La Russa', 'Mike Shildt', 'Joe Torre', 'Whitey Herzog', 'Ken Boyer', 'Johnny Keane', 'Billy Southworth', 'Gabby Street', 'Branch Rickey', 'Charlie Comiskey', 'Jack Hendricks', 'Eddie Dyer', 'Fred Hutchinson', 'Vern Rapp', 'Bob Gibson', 'Dave Duncan', 'Mark McGwire', 'Jose Oquendo', 'Willie McGee', 'Mike Maddux', 'Jeff Albert', 'Oliver Marmol']		['Red Schoendienst', 'Tony La Russa', 'Mike Shildt', 'Joe Torre', 'Whitey Herzog', 'Mike Matheny', 'Ken Boyer', 'Dave Duncan', 'Mark McGwire', 'Jose Oquendo', 'Jeff Albert', 'Mike Maddux', 'Bryan Eversgerd', 'Skip Schumaker', 'Chris Carpenter']	['Oliver Marmol', 'Joe McEwing', 'Turner Ward', 'William McGee', 'Ron Warner', 'Daniel Descalso', 'Julio Rangel', 'Dusty Blake', 'Clapp Stubby']
no_usparql_2304	Which educational institutions has Anders Celsius attend?	What educational institutions did Anders Celsius attend?	Which universities did Anders Celsius attend?	Which educational institutions did Anders Celsius attend before university?		['Uppsala University']	['Uppsala University']			['Uppsala University']
no_usparql_2351	Who are Ariel's sisters?	Can you list Ariel's sisters?	"Which of Ariel's sisters appear in ""The Little Mermaid II: Return to the Sea""?"	"Which of Ariel's sisters no not appear in ""The Little Mermaid II: Return to the Sea""?"		['Attina', 'Alana', 'Adella', 'Aquata', 'Arista', 'Andrina']	['Attina', 'Alana', 'Adella', 'Aquata', 'Arista', 'Andrina']			['Attina', 'Alana', 'Adella', 'Aquata', 'Arista', 'Andrina']
no_usparql_2352	Which characters does Seth MacFarlane voice on Family Guy?	Which characters are voiced by Seth MacFarlane on Family Guy?	Which human characters does Seth MacFarlane voice on Family Guy?	Which non-human characters does Seth MacFarlane voice on Family Guy?		['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman', 'Seamus Levine', 'Mayor Adam West (early seasons)', 'Various additional minor and recurring characters']	['Peter Griffin', 'Stewie Griffin', 'Brian Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman', 'Seamus Levine', 'Mayor Adam West (early seasons)', 'Various additional minor and recurring characters']		['Stewie Griffin', 'Brian Griffin', 'God', 'Various other minor non-human characters']	['Peter Griffin', 'Glenn Quagmire', 'Tom Tucker', 'Carter Pewterschmidt', 'Dr. Elmer Hartman', 'Seamus Levine', 'News Anchor', 'Various other minor human characters']
no_usparql_2422	What are the names of Michael Jackson's kids?	Who are the children of Michael Jackson?	Which children did Michael Jackson have with Debbie Rowe?	Which children did Michael Jackson have with someone other than Debbie Rowe?		['Prince Michael Jackson', 'Paris Jackson', 'Prince Michael Jackson II']	['Prince Michael Jackson', 'Paris Jackson', 'Prince Michael Jackson II']		['Prince Michael Jackson the Second']	['Michael Joseph Jackson Junior', 'Paris-Michael Katherine Jackson']
no_usparql_2429	What degrees does Romney have?	Which degrees has Romney earned?	What undergraduate degrees does Romney have?	What graduate degrees does Romney have?		['Bachelor of Arts in English from Brigham Young University', 'Juris Doctor from Harvard University', 'Master of Business Administration from Harvard University']	['Bachelor of Arts in English from Brigham Young University', 'Juris Doctor from Harvard University', 'Master of Business Administration from Harvard University']		['Juris Doctor from Harvard University', 'Master of Business Administration from Harvard University']	['Bachelor of Arts in English from Brigham Young University']
no_usparql_2455	Give me all cities in New Jersey with more than 100000 inhabitants.	Which cities in New Jersey have a population exceeding 100,000?	Give me all cities in New Jersey with more than 100000 inhabitants and an international airport.	Give me all cities in New Jersey with more than 100000 inhabitants without an international airport.	1	['Newark', 'Jersey City', 'Paterson']	['Newark', 'Jersey City', 'Paterson']		['Jersey City', 'Paterson']	['Newark']
no_usparql_2488	Which actors born in France have won an Oscar?	Who are the actors that have France as their birthplace and have won an Oscar?	Which actors were born in France before 1970 have won an Oscar?	Which actors were born in France on or after 1970 and have won an Oscar?		['Marion Cotillard', 'Simone Signoret', 'Juliette Binoche', 'Claudette Colbert']	['Marion Cotillard', 'Simone Signoret', 'Juliette Binoche', 'Claudette Colbert']		['Marion Cotillard']	['Simone Signoret', 'Juliette Binoche']
no_usparql_2494	Which historical wargames are published by GMT Games?	Provide a list of all historical wargames published by GMT Games.	Which historical wargames published by GMT Games focus on World War II?	Which historical wargames published by GMT Games do not focus on World War II?		"['Twilight Struggle', 'Paths of Glory', 'Here I Stand', 'Empire of the Sun', ""Washington's War"", '1960: The Making of the President', 'The US Civil War', 'Commands and Colors: Ancients', 'Commands and Colors: Napoleonics', 'Combat Commander: Europe', 'Combat Commander: Pacific', 'SPQR', 'The Napoleonic Wars', 'Unconditional Surrender! World War II in Europe', 'Fire in the Lake', 'Liberty or Death: The American Insurrection', 'Pericles: The Peloponnesian Wars', 'Pendragon: The Fall of Roman Britain', 'Colonial Twilight: The French-Algerian War', 'Triumph and Tragedy: European Balance of Power', 'Red Winter: The Soviet Attack at Tolvajärvi, Finland', 'Next War: Korea', 'Next War: India-Pakistan', 'Next War: Poland', 'Next War: Vietnam', 'Cataclysm: A Second World War', 'The Dark Valley: The East Front Campaign', 'The Dark Sands: War in North Africa', ""Ardennes '44"", ""Holland '44"", ""Normandy '44"", ""Ukraine '43"", ""Stalingrad '42"", 'Barbarossa: Army Group Center', 'The Battle for Normandy', 'Silver Bayonet: The First Team in Vietnam', 'Fields of Fire', 'Space Empires: 4X', 'Pacific War', 'The Hunters: German U-Boats at War', 'Enemy Coast Ahead: The Doolittle Raid', 'Enemy Coast Ahead: The Bombing of the Reich', 'Enemy Coast Ahead: The Battle of Britain', 'Atlantic Chase', 'Versailles 1919', 'Fort Sumter: The Secession Crisis', 'Cuba Libre', 'A Distant Plain', 'Gandhi: The Decolonization of British India', 'All Bridges Burning: Red Revolt and White Guard in Finland', 'People Power: Insurgency in the Philippines', 'Red Flag Over Paris', 'Mr. President: The American Presidency, 2001-2020']"	"['Twilight Struggle', 'Paths of Glory', 'Here I Stand', 'Empire of the Sun', ""Washington's War"", '1960: The Making of the President', 'The United States Civil War', 'Commands and Colors: Ancients', 'Commands and Colors: Napoleonics', 'Combat Commander: Europe', 'Combat Commander: Pacific', 'SPQR', 'The Napoleonic Wars', 'Unconditional Surrender! World War Two in Europe', 'Fire in the Lake', 'Liberty or Death: The American Insurrection', 'Pericles: The Peloponnesian Wars', 'Pendragon: The Fall of Roman Britain', 'Colonial Twilight: The French-Algerian War', 'Triumph and Tragedy: European Balance of Power', 'Red Winter: The Soviet Attack at Tolvajärvi, Finland', 'Next War: Korea', 'Next War: India-Pakistan', 'Next War: Poland', 'Next War: Vietnam', 'Cataclysm: A Second World War', 'The Dark Valley: The East Front Campaign', 'The Dark Sands: War in North Africa', 'Ardennes Forty-Four', 'Holland Forty-Four', 'Normandy Forty-Four', 'Ukraine Forty-Three', 'Stalingrad Forty-Two', 'Barbarossa: Army Group Center', 'The Battle for Normandy', 'Silver Bayonet: The First Team in Vietnam', 'Fields of Fire', 'Space Empires: Four X', 'Pacific War', 'The Hunters: German U-Boats at War', 'Enemy Coast Ahead: The Doolittle Raid', 'Enemy Coast Ahead: The Bombing of the Reich', 'Enemy Coast Ahead: The Battle of Britain', 'Atlantic Chase', 'Versailles Nineteen Nineteen', 'Fort Sumter: The Secession Crisis', 'Cuba Libre', 'A Distant Plain', 'Gandhi: The Decolonization of British India', 'All Bridges Burning: Red Revolt and White Guard in Finland', 'People Power: Insurgency in the Philippines', 'Red Flag Over Paris', 'Mr. President: The American Presidency, Two Thousand One to Two Thousand Twenty']"		"['Twilight Struggle', 'Here I Stand', ""Washington's War"", '1960: The Making of the President', 'The U.S. Civil War', 'The Napoleonic Wars', 'For the People', 'SPQR', 'Liberty or Death: The American Insurrection', 'Pericles: The Peloponnesian Wars', 'Pendragon: The Fall of Roman Britain', 'Fire in the Lake', 'Colonial Twilight', 'A Distant Plain', 'Cuba Libre', 'Falling Sky: The Gallic Revolt Against Caesar', 'Nevsky: Teutons and Rus in Collision 1240-1242', 'Silver Bayonet: The First Team in Vietnam, 1965', 'Fields of Fire', 'SpaceCorp: 2025-2300AD']"	"['Paths of Glory', 'Empire of the Sun', 'Unconditional Surrender! World War Two in Europe', 'Cataclysm: A Second World War', 'Triumph and Tragedy: European Balance of Power 1936-1945', 'The Dark Valley: The East Front Campaigns 1941-45', 'The Dark Sands: War in North Africa 1940-42', ""Ardennes '44"", ""Holland '44"", ""Normandy '44"", ""Ukraine '43"", ""Stalingrad '42"", 'Barbarossa: Army Group Center', 'No Retreat: The Russian Front', 'No Retreat: The North African Front', 'No Retreat: The French and Polish Fronts', 'The Hunters: German U-Boats at War 1939-43', 'Silent Victory: U.S. Submarines in the Pacific 1941-45', 'Enemy Coast Ahead: The Dambuster Raid', 'Enemy Coast Ahead: The Berlin Raid', 'Enemy Coast Ahead: The Italian Campaign', 'Atlantic Chase', 'Skies Above the Reich', 'Skies Above Britain', 'Panzer', 'Panzer North Africa', 'Panzer Expansion Set', 'Panzer: The Final Forces', 'Panzer: The France 1940 Campaign', 'Panzer: The Eastern Front', 'Panzer: The Western Front', 'Panzer: The Battle of Kursk', 'Panzer: The Battle of the Bulge', 'Panzer: The Battle of Normandy', 'Panzer: The Battle of the Ardennes', 'Panzer: The Battle of Stalingrad', 'Panzer: The Battle of El Alamein', 'Panzer: The Battle of Moscow', 'Panzer: The Battle of Leningrad', 'Panzer: The Battle of Sevastopol', 'Panzer: The Battle of Kharkov', 'Panzer: The Battle of Smolensk', 'Panzer: The Battle of Prokhorovka', 'Panzer: The Battle of Berlin', 'Panzer: The Battle of Warsaw', 'Panzer: The Battle of Budapest', 'Panzer: The Battle of Vienna', 'Panzer: The Battle of Prague', 'Panzer: The Battle of Minsk', 'Panzer: The Battle of Riga', 'Panzer: The Battle of Vilnius', 'Panzer: The Battle of Kaunas', 'Panzer: The Battle of Brest-Litovsk', 'Panzer: The Battle of Pskov', 'Panzer: The Battle of Tula', 'Panzer: The Battle of Orel', 'Panzer: The Battle of Bryansk', 'Panzer: The Battle of Kursk North', 'Panzer: The Battle of Kursk South', 'Panzer: The Battle of Belgorod', 'Panzer: The Battle of Kharkov 1943', 'Panzer: The Battle of Kharkov 1942', 'Panzer: The Battle of Rostov', 'Panzer: The Battle of Taganrog', 'Panzer: The Battle of Voronezh', 'Panzer: The Battle of Stalingrad 1942', 'Panzer: The Battle of Stalingrad 1943', 'Panzer: The Battle of Leningrad 1941', 'Panzer: The Battle of Leningrad 1942', 'Panzer: The Battle of Leningrad 1943', 'Panzer: The Battle of Leningrad 1944', 'Panzer: The Battle of Leningrad 1945', 'Panzer: The Battle of Sevastopol 1941', 'Panzer: The Battle of Sevastopol 1942', 'Panzer: The Battle of Sevastopol 1943', 'Panzer: The Battle of Sevastopol 1944', 'Panzer: The Battle of Sevastopol 1945', 'Panzer: The Battle of Moscow 1941', 'Panzer: The Battle of Moscow 1942', 'Panzer: The Battle of Moscow 1943', 'Panzer: The Battle of Moscow 1944', 'Panzer: The Battle of Moscow 1945', 'Panzer: The Battle of Smolensk 1941', 'Panzer: The Battle of Smolensk 1942', 'Panzer: The Battle of Smolensk 1943', 'Panzer: The Battle of Smolensk 1944', 'Panzer: The Battle of Smolensk 1945', 'Panzer: The Battle of Prokhorovka 1943', 'Panzer: The Battle of Prokhorovka 1944', 'Panzer: The Battle of Prokhorovka 1945', 'Panzer: The Battle of Berlin 1945', 'Panzer: The Battle of Warsaw 1944', 'Panzer: The Battle of Warsaw 1945', 'Panzer: The Battle of Budapest 1944', 'Panzer: The Battle of Budapest 1945', 'Panzer: The Battle of Vienna 1945', 'Panzer: The Battle of Prague 1945', 'Panzer: The Battle of Minsk 1944', 'Panzer: The Battle of Minsk 1945', 'Panzer: The Battle of Riga 1944', 'Panzer: The Battle of Riga 1945', 'Panzer: The Battle of Vilnius 1944', 'Panzer: The Battle of Vilnius 1945', 'Panzer: The Battle of Kaunas 1944', 'Panzer: The Battle of Kaunas 1945', 'Panzer: The Battle of Brest-Litovsk 1944', 'Panzer: The Battle of Brest-Litovsk 1945', 'Panzer: The Battle of Pskov 1944', 'Panzer: The Battle of Pskov 1945', 'Panzer: The Battle of Tula 1944', 'Panzer: The Battle of Tula 1945', 'Panzer: The Battle of Orel 1944', 'Panzer: The Battle of Orel 1945', 'Panzer: The Battle of Bryansk 1944', 'Panzer: The Battle of Bryansk 1945', 'Panzer: The Battle of Kursk North 1943', 'Panzer: The Battle of Kursk South 1943', 'Panzer: The Battle of Belgorod 1943']"
