index	source_id	Q1	Q2	Q3	Q4	source
443	143	Which artists have the same birthday as Rachel Stevens?	Which people with the same birthday as Rachel Stevens are artists?	Which artists were born on the same date and in the same year as Rachel Stevens?	Which artists were born on the same date but in a different year than Rachel Stevens?	spinach
444	144	Which airports are located in California, USA?	What airports are there in California, USA?	Which airports are located on islands in California, USA?	Which airports are located on mainland California, USA?	spinach
445	145	Which monarchs of the United Kingdom were married to a German spouse?	Which British monarchs had spouses of German origin?	Which monarchs of the United Kingdom were married to a German princess?	Which monarchs of the United Kingdom were married to a German who was not a princess?	spinach
446	146	Give me all writers that won the Nobel Prize in literature.	List all authors who have received the Nobel Prize in Literature.	Give me all Asian writers that won the Nobel Prize in literature.	Give me all writers  from outside Asia that won the Nobel Prize in literature.	spinach
447	147	Give me English actors starring in Lovesick.	Which English actors appear in Lovesick?	Give me English male actors starring in Lovesick.	Give me English female or non-binary actors starring in Lovesick.	spinach
448	148	Which rivers flow into the North Sea?	Which rivers have their mouth on the North Sea?	Which rivers flow through Britain into the North Sea?	Which rivers flow into the North Sea but not through Britain?	spinach
449	149	Which beer brewing companies are located in North-Rhine Westphalia?	Which commercial beer breweries are located in North-Rhine Westphalia?	Which brewing companies producing at least 1 million hl of beer are located in North-Rhine Westphalia?	Which brewing companies producing less than 1 million hl of beer are located in North-Rhine Westphalia?	spinach
450	0	Name the films for which Quentin Tarantino was the director.	Which movies were directed by Quentin Tarantino?	Name the films directed by Quentin Tarantino set during World War II.	Name the films directed by Quentin Tarantino not set during World War II.	synthetic
451	1	Name the instruments Prince was known for playing.	What musical instruments did Prince play?	Which string instruments was Prince known for playing?	Which instruments was Prince known for playing excluding string instruments?	synthetic
452	2	List the offspring of Queen Victoria.	Who were the children of Queen Victoria?	List the daughters of Queen Victoria.	List the sons of Queen Victoria.	synthetic
453	3	Which languages hold official status in Switzerland?	What are the official languages of Switzerland?	Which Romance languages hold official status in Switzerland?	Which languages hold official status in Switzerland excluding those that are Romance languages?	synthetic
454	4	List the moons that orbit the planet Jupiter.	What are the natural satellites of Jupiter?	List the Galilean moons that orbit the planet Jupiter.	List the moons that orbit the planet Jupiter excluding the Galilean moons.	synthetic
455	5	List the elements belonging to the noble gas group.	What are the noble gases?	List the noble gases that are naturally occurring.	List the synthetic noble gases.	synthetic
456	6	List the businesses owned by Amazon.	What companies are subsidiaries of Amazon?	List the healthcare businesses owned by Amazon.	List the businesses owned by Amazon excluding healthcare businesses.	synthetic
457	7	List the programming languages created by Google.	What programming languages were developed by Google?	List the reflective programming languages created by Google.	List the non-reflective programming languages created by Google.	synthetic
458	8	List the films directed by Stanley Kubrick.	What movies did Stanley Kubrick direct?	List the science fiction films directed by Stanley Kubrick.	List the films directed by Stanley Kubrick excluding the science fiction films.	synthetic
459	9	Name the French writers who have been awarded the Nobel Prize in Literature.	Which authors from France have won the Nobel Prize in Literature?	Name the French writers who have been awarded the Nobel Prize in Literature for works in poetry.	Name the French writers who have been awarded the Nobel Prize in Literature excluding those awarded for works in poetry.	synthetic
460	10	Name the host cities for past Summer Olympics.	Which cities have hosted the Summer Olympic Games in the past?	Name the host cities for the past Summer Olympics held in the 21st century.	Name the host cities for past Summer Olympics who never hosted them in the 21st century.	synthetic
461	11	Can you list the various penguin species?	What are the different species of penguins?	Can you list the species of penguins found in Antarctica?	Can you list the species of penguins not found in Antarctica?	synthetic
462	12	Name the American presidents who belonged to the Democratic Party.	Which US presidents were members of the Democratic Party?	Name the American presidents who belonged to the Democratic Party and served in the 20th century.	Name the American presidents who belonged to the Democratic Party but did not serve in the 20th century.	synthetic
463	13	List the movies that received the Oscar for Best Picture.	Which films have won the Academy Award for Best Picture?	List the fully black-and-white movies that received the Oscar for Best Picture.	List the movies with color (in whole or part) that received the Oscar for Best Picture.	synthetic
464	14	List the animated movies from Studio Ghibli.	What are the animated films produced by Studio Ghibli?	List the animated movies from Studio Ghibli that do not feature dragons.	List the animated movies from Studio Ghibli that feature dragons.	synthetic
465	15	List the books authored by J.R.R. Tolkien.	What books did J.R.R. Tolkien write?	List the fantasy books authored by J.R.R. Tolkien.	List the books authored by J.R.R. Tolkien excluding fantasy works.	synthetic
466	16	List the South American capitals.	What are the capital cities of South American countries?	List the South American capitals that are on the coast.	List the South American capitals that are not on the coast.	synthetic
467	17	What automotive marques does the Volkswagen Group own?	Which car brands are part of the Volkswagen Group?	What luxury automotive marques does the Volkswagen Group own?	What automotive marques does the Volkswagen Group own excluding the luxury automotive marques?	synthetic
468	18	Name the women married to Henry VIII.	Who were the wives of King Henry VIII?	List the women married to Henry VIII who bore him children.	List the women married to Henry VIII who did not bear him children.	synthetic
469	19	Which extant countries have regions that were part of the British Empire?	What existing countries used to belong, in whole or part, to the British Empire?	Which extant countries in the Commonwealth have regions that were part of the British Empire?	Which extant countries not in the Commonwealth have regions that were part of the British Empire?	synthetic
470	20	List the musicians who were part of The Beatles.	Who were the members of the band The Beatles?	List the musicians who were part of The Beatles but left before signing for EMI.	List the musicians who were part of The Beatles excluding those who left before signing for EMI.	synthetic
471	21	What countries are enclaves?	Which enclaves are sovereign states?	Which enclaves within Italy are sovereign states?	Which sovereign states are enclaves but not within Italy?	synthetic
472	22	What are the multiple-time host cities of the Summer Olympics?	Which cities have hosted the Summer Olympic Games more than once?	What are the multiple-time host cities of the Summer Olympics in Europe?	What are the multiple-time host cities of the Summer Olympics excluding those in Europe?	synthetic
473	23	What is a list of brands under the LVMH corporate umbrella?	Which brands are owned by LVMH?	What is a list of watch brands under the LVMH corporate umbrella?	What is a list of brands under the LVMH corporate umbrella excluding watch brands?	synthetic
474	24	What movies were awarded Best Picture at the Oscars between 1990 and 1999 inclusive?	Which films won the Academy Award for Best Picture during the 1990s?	What movies awarded Best Picture at the Oscars in the 1990s are entirely set before 1900?	What movies awarded Best Picture at the Oscars in the 1990s are set (in whole or part) during or after 1900?	synthetic
475	25	List the genera belonging to the cat family (Felidae).	What are the genera within the Felidae family?	List the genera belonging to the big cat subgroup of the cat family (Felidae).	List the genera belonging to the cat family (Felidae) excluding those belonging to the big cat subgroup.	synthetic
476	26	Who are the female laureates of the Nobel Prize in Literature?	What women have won a Nobel Prize in Literature?	Which female laureates of the Nobel Prize in Literature shared their prize?	Which female laureates of the Nobel Prize in Literature did not share their prize?	synthetic
477	27	What countries are in South America but not Latin America?	Which South American countries are not considered part of Latin America?	Which South American countries are not considered part of Latin America and have Dutch as an official language?	Which South American countries are not considered part of Latin America and do not have Dutch as an official language?	synthetic
478	28	What are the last five chemical elements discovered?	What are the five most recent elements to have been discovered?	Which of the last five chemical elements to have been discovered are halogens?	Which of the last five chemical elements to have been discovered are not halogens?	synthetic
479	29	What countries are observer states of the UN?	Which countries are observer states of the United Nations?	What European countries are observer states of the UN?	What countries outside of Europe are observer states of the UN?	synthetic
480	30	What are the official currencies used by EU countries?	Which currencies are officially used in some European Union state?	What are the official currencies used by more than one EU country?	What are the official currencies used by only one EU country?	synthetic
481	31	Which countries have more than five official languages at the national level?	What states have at least six official languages nationwide?	Which countries have more than fifteen official languages at the national level?	Which countries have between six and fifteen official languages, inclusive, at the national level?	synthetic
482	32	What are the three most common religions followed in India?	What are the three main religions practiced in India?	What is the majority religion of India?	What are the top two minority religions of India?	synthetic
483	33	What cities serve as capitals of European countries?	Which cities are capitals of countries in Europe?	What cities serve as capitals of European countries in the European Union?	What cities serve as capitals of European countries excluding those in the European Union?	synthetic
484	34	Which colors constitute the RGB primary colors?	What are the primary colors in the RGB color model?	Which RGB primary colors are between violet and orange in the color spectrum?	Which RGB primary colors are not between violet and orange in the color spectrum?	synthetic
485	35	What countries recognize English as an official language?	Which countries have English among their official languages?	What countries in Africa recognize English as an official language?	What countries outside Africa recognize English as an official language?	synthetic
486	36	Which continents exist on planet Earth?	What are the continents on Earth?	Which of Earth’s continents are connected to other continents by land?	Which of Earth’s continents are not connected to other continents by land?	synthetic
487	37	What books did J.K. Rowling author under the pen name Robert Galbraith?	What books did J.K. Rowling write as Robert Galbraith?	What books written by J.K. Rowling under the pen name Robert Galbraith include the character Eric Wardle?	What books written by J.K. Rowling under the pen name Robert Galbraith do not include the character Eric Wardle?	synthetic
488	38	Which gases compose the atmosphere of Earth?	What are the gases present in Earth's atmosphere?	Which gases compose the atmosphere of Earth excluding trace gases?	Which trace gases compose the atmosphere of Earth?	synthetic
489	39	What species of animals have verified members who lived longer than 200 years?	Which animal species have specimens confirmed to have lived more than two centuries?	What species of shark have verified members who lived longer than 200 years?	What species have verified members who lived longer than 200 years excluding shark species?	synthetic
490	40	Which video games are in the Grand Theft Auto series?	What GTA video games are there?	Which video games in the Grand Theft Auto series have multiplayer?	Which video games in the Grand Theft Auto series are singleplayer only?	synthetic
491	41	In which countries can the short-tailed chinchilla be found today?	Which countries are native to the extant short-tailed chinchilla?	In which countries can both the short-tailed and long-tailed chinchilla be found today?	In which countries can the short-tailed chinchilla be found today but do not have the long-tailed chinchilla?	synthetic
492	42	What are the planets that orbit the Sun?	Which planets are part of the Solar System?	What are the gas giant planets that orbit the Sun?	What are the planets that orbit the Sun excluding the gas giants?	synthetic
493	43	Which sites in Italy are designated as UNESCO World Heritage Sites?	What are the UNESCO World Heritage Sites in Italy?	Which UNESCO World Heritage Sites are located in Rome, Italy?	Which Italian UNESCO World Heritage Sites are not located in Rome?	synthetic
494	44	Which currencies are in circulation in African countries?	What are the official currencies used in Africa?	Which currencies are in circulation in West African countries?	Which currencies are in circulation in African countries but not in any West Africa country?	synthetic
495	45	What novels by Jane Austen were published posthumously?	Which Jane Austen novels were published after her death?	What novels by Jane Austen, published posthumously, were adapted by Marvel into a graphic novel series?	What novels by Jane Austen, published posthumously, were not adapted by Marvel into a graphic novel series?	synthetic
496	46	What are the five most expansive islands in the Japanese archipelago?	What are the five largest islands of Japan in terms of area?	Which of the five largest islands of Japan in terms of area have a population over five million?	Which of the five largest islands of Japan in terms of area have a population of five million or fewer?	synthetic
497	47	What are the hospitals in Cairo with more than 100 staff?	Which Cairo hospitals have over one hundred employees?	What are the public hospitals in Cairo with more than 100 staff?	What are the private hospitals in Cairo with more than 100 staff?	synthetic
498	48	What American presidents were born in Virginia?	Which U.S. presidents were born in Virginia?	What American presidents were born in Virginia in the 18th century?	What American presidents were born in Virginia aside from those born in the 18th century?	synthetic
499	49	Which nations are part of the North Atlantic Treaty Organization?	What are the current member countries of NATO?	Which European nations are part of the North Atlantic Treaty Organization?	Which nations are part of the North Atlantic Treaty Organization excluding European nations?	synthetic
500	50	Which genera of clouds exist in meteorology?	What are the types of clouds in meteorology?	Which genera of clouds in meteorology are classified as high-level clouds?	Which genera of clouds in meteorology are not classified as high-level clouds?	synthetic
501	51	What are the constituent states of the USA?	Which states are part of the United States of America?	What are the states of the USA located on the West Coast?	What are the states of the USA excluding those located on the West Coast?	synthetic
502	52	In which countries is Buddhism a majority religion?	Which countries have Buddhism as a majority religion?	Which countries have Buddhism as a majority and state religion?	Which countries have Buddhism as a majority religion but not a state religion?	synthetic
503	53	What urban areas are classified as megacities?	Which cities are considered megacities?	Which urban areas classified as megacities have a population greater than 20 million?	Which urban areas classified as megacities have a population of 20 million or less?	synthetic
504	54	Which provinces does Canada have?	What are the provinces of Canada?	Which provinces of Canada are on the Atlantic coast?	Which provinces does Canada have excluding those on the Atlantic coast?	synthetic
505	55	What planets in the Solar System are terrestrial?	Which Solar planets are classified as terrestrial planets?	Which terrestrial planets in the Solar System have moons?	Which terrestrial planets in the Solar System do not have moons?	synthetic
506	56	Which countries have coffee among their top 5 exports?	In which states is coffee a top-5 export?	Which countries have coffee as their top export?	Which countries have coffee as a top 5 export but not their top export?	synthetic
507	57	What are the main toppings of a Hawaiian pizza?	What toppings does a Hawaiian pizza have?	What are the vegetarian toppings of a Hawaiian pizza?	What are the meat toppings of a Hawaiian pizza?	synthetic
508	58	Which musical instruments typically appear in the string section of an orchestra?	What instruments are most commonly used in an orchestra's string section?	What hand-held instruments are most commonly used in an orchestra's string section?	What instruments most commonly used in an orchestra's string section are not hand-held?	synthetic
509	59	What novels received the Hugo Award for Best Novel?	Which novels won the Hugo Award for Best Novel?	Which novels with multiple authors won the Hugo Award for Best Novel?	Which single-author novels won the Hugo Award for Best Novel?	synthetic
510	60	Which colors make up the CMYK system?	What colors are used in CMYK?	Which CMYK colors are a key color of some national flag?	Which CMYK colors are not a key color of any national flag?	synthetic
511	61	What nations have been champions of the FIFA World Cup?	Which countries have won the FIFA World Cup?	What nations from South America have been champions of the FIFA World Cup?	What nations that are not from South America have been champions of the FIFA World Cup?	synthetic
512	62	What nations are ruled by monarchs?	Which countries have monarchies?	What European nations are ruled by monarchs?	What nations outside Europe are ruled by monarchs?	synthetic
513	63	What nations have the U.S. dollar as official currency?	Which countries use the American dollar as an official currency?	Which countries only use the American dollar as an official currency?	Which countries use the American dollar as an official currency alongside another currency?	synthetic
514	64	What nations currently have women as heads of state?	Which countries have female heads of state?	What nations currently have women as heads of state who are also heads of government?	What nations currently have women as heads of state that are not heads of government?	synthetic
515	65	Which blood types exist in humans?	What are the common types of human blood groups?	Which human blood types are universal donors?	Which human blood types are not universal donors?	synthetic
516	66	Which Baroque period composers wrote music that appears in an Oscar-winning movie?	Which Baroque composers have music that appears in an Academy Award-winning film?	Which Baroque composers have music that appears in a English-language movie that won an Academy Award?	Which Baroque composers have music that appears in a movie that won an Academy Award excluding English-language movies?	synthetic
517	67	What nations have been hosts of the FIFA World Cup?	Which countries have hosted the FIFA World Cup?	Which nations have been hosts of the FIFA World Cup in Europe?	Which nations have been hosts of the FIFA World Cup excluding those in Europe?	synthetic
518	68	What nations are governed by presidents who do not have a term limit?	Which countries have a presidential system without term limits?	What nations are governed by presidents who do not have a term limit and have had a president serve for more than two decades?	What nations are governed by presidents who do not have a term limit but have not had a president serve for two decades or more?	synthetic
519	69	What are the different Nobel Prize award categories?	List Nobel Prize categories.	What are the original Nobel Prize award categories?	What Nobel Prize award categories are not original categories?	synthetic
520	70	Which colors make up a natural rainbow?	What are the colors of the rainbow?	Which non-primary colors make up a rainbow?	Which colors make up a natural rainbow excluding the primary colors?	synthetic
521	71	What denominations of banknote and coins exist for the Euro?	List Euro denominations.	What denominations of banknote exist for the Euro?	What denominations of coins exist for the Euro?	synthetic
522	72	Which oceans exist on our planet?	What are the oceans on Earth?	Which of Earth's oceans touch South America?	Which of Earth's oceans do not touch South America?	synthetic
523	73	What extant species are classified as bears?	Which living animal species are bears?	What are the extant, carnivorous species of bear?	What are the extant, herbivorous or omnivorous species of bears?	synthetic
524	74	Which religions are officially recognized in Indonesia?	What are the official religions of Indonesia?	Which religion officially recognized in Indonesia is a majority religion?	Which religions officially recognized in Indonesia are minority religions?	synthetic
525	75	Which disciplines featured in the 2022 Winter Olympics?	What were the disciplines of the 2022 Winter Olympics?	Which disciplines of the 2022 Winter Olympics involve skating?	Which disciplines of the 2022 Winter Olympics do not involve skating?	synthetic
526	76	What countries are top-10 exporters of copper by volume?	Which ten states export the most copper in the world by volume?	Of the top-10 exporters of copper by volume, which countries are in Latin America?	Of the top-10 exporters of copper by volume, which countries are not in Latin America?	synthetic
527	77	Which extinct species are in the Homo genus?	What Homo species are extinct?	Which extinct species in the Homo genus have had fossils found in Russia?	Which extinct species in the Homo genus have not had fossils found in Russia?	synthetic
528	78	What are the constituent countries of the UK?	Which countries make up the United Kingdom?	What are the constituent countries of the UK located on the island of Great Britain?	What are the constituent countries of the UK excluding those located on the island of Great Britain?	synthetic
529	79	Which Egyptian sites are recognized as UNESCO World Heritage?	What are the UNESCO World Heritage Sites in Egypt?	Which Pharaonic Egyptian sites are recognized as UNESCO World Heritage?	Which Egyptian UNESCO World Heritage are not Pharaonic?	synthetic
530	80	Which species, both extant and extinct, manufactured stone tools?	What extant or extinct species made stone tools?	What extinct species made stone tools?	What extant species made stone tools?	synthetic
531	81	What nations have been winners of Eurovision?	Which countries have won the Eurovision Song Contest?	What European nations have been winners of Eurovision?	What nations outside of Europe have been winners of Eurovision?	synthetic
532	82	List all French regions.	What are the regions of France?	List all French regions located in mainland France.	List all French regions excluding those located in mainland France.	synthetic
533	83	What professions did Leonardo da Vinci have?	What were Leonardo da Vinci's professions?	What artistic professions did Leonardo da Vinci have?	What non-artistic professions did Leonardo da Vinci have?	synthetic
534	84	List the accolades received by Meryl Streep.	What awards has Meryl Streep won?	List the Academy Awards received by Meryl Streep.	List the accolades received by Meryl Streep excluding the Academy Awards.	synthetic
535	85	Which characters featured in all the Harry Potter books?	List the characters appearing in all books of the Harry Potter series.	Which characters appearing in all the Harry Potter books worked at some point at Hogwarts?	Which characters appearing in all the Harry Potter books never worked at Hogwarts?	synthetic
536	86	List the founders of the company Apple.	Who founded Apple Inc.?	List the founders of the company Apple who are engineers.	List the founders of the company Apple who are not engineers.	synthetic
537	87	List the combatant countries of the Second World War.	Which countries fought in World War II?	List combatant countries of the Second World War who switched sides.	List combatant countries of the Second World War who did not switch sides.	synthetic
538	88	From which universities did Albert Einstein earn degrees?	From which universities did Albert Einstein complete undergraduate or postgraduate degrees?	From which universities did Albert Einstein earn undergraduate degrees?	From which universities did Albert Einstein earn postgraduate degrees?	synthetic
539	89	List the solo albums released by Paul McCartney.	What solo albums does Paul McCartney have?	List the solo albums released by Paul McCartney with 15 tracks or more.	List the solo albums released by Paul McCartney with fewer than 15 tracks.	synthetic
540	90	Which universities gave Marie Curie an honorary degree?	From which universities did Marie Curie hold an honorary degree?	Which universities from her home country gave Marie Curie an honorary degree?	Which universities excluding those from her home country gave Marie Curie an honorary degree?	synthetic
541	91	List the screenwriters of the film 'The Godfather'.	Who wrote the screenplay for 'The Godfather'?	List the screenwriters of the film 'The Godfather' who also wrote the book the movie was based on.	List the screenwriters of the film 'The Godfather' who did not write the book the movie was based on.	synthetic
542	92	List the nations that signed the Treaty of Versailles.	Which countries were signatories to the Treaty of Versailles?	List the European nations that signed the Treaty of Versailles.	List the nations that signed the Treaty of Versailles excluding the European nations.	synthetic
543	93	Which degrees did Isaac Newton have?	What degrees did Newton hold?	What undergraduate degrees did Newton hold?	What postgraduate degrees did Newton hold?	synthetic
544	94	What countries share an official language with Brazil?	What nations have an official language in common with Brazil?	What nations share an official language with Brazil but do not have exactly the same set of official languages as Brazil?	What nations have exactly the same set of official languages as Brazil?	synthetic
545	95	List all of Italy's regions.	What are the regions of Italy?	List all of Italy's regions having at least one metropolitan area with more than one million people.	List all of Italy's regions not having a metropolitan area with more than one million people.	synthetic
546	96	List the places where the founders of Google were born.	What are the birthplaces of those who founded Google?	List the places outside of the U.S. where the founders of Google were born.	List the places inside the U.S. where the founders of Google were born.	synthetic
547	97	List the voice actors for Homer in the Spanish version of The Simpsons.	Who are the Spanish voice actors who play Homer in the Simpsons?	List the voice actors for Homer in the Latin American Spanish version of The Simpsons.	List the voice actors for Homer in the Spanish version of The Simpsons excluding those who acted in the Latin American version.	synthetic
548	98	List the scientists credited with discovering Radium.	Who discovered the element Radium?	List the female scientists credited with discovering Radium.	List the scientists credited with discovering Radium who were not female.	synthetic
549	99	Which colors are on the flag of both Germany and Belgium?	What are the colors used for both the German and Belgian flag?	What primary colors are used for both the German and Belgian flag?	What non-primary colors are used for both the German and Belgian flag?	synthetic
550	100	List the musicians in the band The Rolling Stones.	Who are the members of The Rolling Stones?	List the guitarists in the band The Rolling Stones.	List the musicians in the band The Rolling Stones excluding the guitarists.	synthetic
551	101	List the American founders of the Microsoft Corporation.	Who founded Microsoft and is from the U.S.?	List the American founders of the Microsoft Corporation who served as CEO.	List the American founders of the Microsoft Corporation who never served as CEO.	synthetic
552	102	List the Spanish autonomous communities.	What are the autonomous communities of Spain?	List the Spanish autonomous communities in which Catalan is an official language.	List the Spanish autonomous communities in which Catalan is not an official language.	synthetic
553	103	List the screenwriters and story-writers for the film 'The Dark Knight'.	Who wrote the screenplay or story for 'The Dark Knight'?	List the screenwriters for the film 'The Dark Knight' who also wrote the story.	List writers of 'The Dark Knight' who wrote either the screenplay or the story, but not both.	synthetic
554	104	What are the neighboring countries of the People's Republic of China, both past and present, that have fought against China in a war?	Which countries (both current and historical) bordering China have fought a war against China?	Which current countries bordering China have fought a war against China?	Which historical countries bordering China have fought a war against China?	synthetic
555	105	List the recipients of the Nobel Prize in Physics who did not share their award.	Who has won the Nobel Prize in Physics alone?	List the recipients of the Nobel Prize in Physics who did not share their award and were the first person from their country to win the award.	List the recipients of the Nobel Prize in Physics who did not share their award but were not the first person from their country to win the award.	synthetic
556	106	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise.	Who were the actresses of Star Trek: The Original Series and played crew of the USS Enterprise?	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise in multiple seasons.	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise in only one season.	synthetic
557	107	List the subsidiaries of The Walt Disney Company that it wholly owns or has a controlling interest in.	What companies does The Walt Disney Company own or have a controlling interest in?	What companies does The Walt Disney Company wholly own?	In what companies does The Walt Disney Company hold a controlling interest without wholly owning it?	synthetic
558	108	List the Oscar-winning cast members of the film Inception.	What actors in Inception have won an Academy Award?	List the actors of Inception who have won an Oscar, but not for Inception.	List the actors who won an Oscar for Inception.	synthetic
559	109	List the accolades received by Bob Dylan.	What awards has Bob Dylan won?	List the Grammy Awards received by Bob Dylan.	List the accolades received by Bob Dylan excluding the Grammy Awards.	synthetic
560	110	List the composers of 'Avatar: The Last Airbender'.	Who composed music for the series 'Avatar: The Last Airbender'?	List the composers of 'Avatar: The Last Airbender' who were educated at the Berklee College of Music.	List the composers of 'Avatar: The Last Airbender' who were not educated at the Berklee College of Music.	synthetic
561	111	What modern countries were part of the Soviet Union?	Which extant countries were in the Soviet Union?	What modern countries were part of the Soviet Union and border Russia?	What modern countries were part of the Soviet Union but do not border Russia?	synthetic
562	112	Which flags of the regions of Italy feature at least two of the three colors of the national flag?	What regional flags of Italy use at least two of the three colors of the flag of Italy?	Which flags of the regions of Italy share exactly two colors with the national flag?	Which flags of the regions of Italy share exactly three colors with the national flag?	synthetic
563	113	List the wholly-owned subsidiaries of Amazon founded outside the U.S.	What companies founded outside the United States does Amazon wholly own?	List the wholly-owned subsidiaries of Amazon founded in Israel.	List the wholly-owned subsidiaries of Amazon founded outside the U.S. and Israel.	synthetic
564	114	List the directors who worked on the Breaking Bad series.	Who directed episodes of Breaking Bad?	List the directors who worked on the Breaking Bad series and directed more than one episode.	List the directors who worked on the Breaking Bad series but directed only one episode.	synthetic
565	115	List the German federal states.	What are the federal states of Germany?	List the German federal states located (partially or wholly) in the former East Germany.	List the German federal states located entirely in the former West Germany.	synthetic
566	116	List the founding member states of the AU.	Which countries founded the African Union?	List the founding member states of the AU who were later suspended.	List the founding member states of the AU who were never suspended.	synthetic
567	117	List the musicians who played in Nirvana.	Who were the members of the band Nirvana?	List the musicians who played in Nirvana during the original lineup.	List the musicians who played in Nirvana excluding those from the original lineup.	synthetic
568	118	List the US presidents who belonged to the Democratic Party.	Which US presidents were members of the Democratic Party?	List the US presidents who belonged to the Democratic Party and served multiple terms.	List the US presidents who belonged to the Democratic Party and served at most one term.	synthetic
569	119	List the Indian states with an official language that is Dravidian.	What are the states of India with an official language that is Dravidian?	List the most populous Indian state with an official language that is Dravidian.	List the Indian states with an official language that is Dravidian excluding the most populous such state.	synthetic
570	120	List the US presidents who belonged to the Republican Party.	Which US presidents were members of the Republican Party?	List the US presidents who belonged to the Republican Party and served during the 20th century.	List the US presidents who belonged to the Republican Party excluding those who served during the 20th century.	synthetic
571	121	Which capitals of African countries were founded in the 1800s?	List capitals of African countries founded in the 19th century.	Which capitals of African countries were founded between 1800 and 1849, inclusive?	Which capitals of African countries were founded between 1850 and 1899, inclusive?	synthetic
572	122	Which mountains have a peak above 8,000 meters?	What are the mountains higher than 8,000 meters?	Which mountains have a peak above 8,000 meters located in the Himalayas?	Which mountains have a peak above 8,000 meters excluding those located in the Himalayas?	synthetic
573	123	Who have been the kings of Belgium?	List all Belgian kings.	List all past Belgian kings.	Name the current Belgian king.	synthetic
574	124	Which different kinds of triangles exist according to their angles?	What are the types of triangles divided by angles?	Which types of triangles can have an angle of over 90 degrees?	Which types of triangles cannot have an angle of over 90 degrees?	synthetic
575	125	Which languages have been made official in South Africa since 1990?	What languages of South Africa have been made official since 1990?	Which sign languages have been made official in South Africa since 1990?	Which spoken languages have been made official in South Africa since 1990?	synthetic
576	126	Which holidays are recognized as federal holidays in the United States?	What are the U.S. federal holidays?	Which federal holidays in the United States involve the celebration of historical or religious events?	Which federal holidays in the United States are not related to the celebration of historical or religious events?	synthetic
577	127	Which languages have official status in some autonomous communities of Spain?	What languages are official in some Spanish autonomous community?	What languages are official in some Spanish autonomous community but not nationally?	What languages are official in some Spanish autonomous community and nationally?	synthetic
578	128	What countries have more than 100 million inhabitants?	Which countries have a population over 100 million?	What countries have more than 100 million inhabitants and are located in Asia?	What countries have more than 100 million inhabitants and are not located in Asia?	synthetic
579	129	What are the Ancient Wonders of the World?	What are the Seven Ancient Wonders of the World?	What is the oldest of the Seven Ancient Wonders of the World?	What are the Seven Ancient Wonders of the World excluding the oldest?	synthetic
580	130	What countries officially use Arabic but are not on the Arabian peninsula?	Which countries not in the Arabian Peninsula do not have Arabic as an official language?	What countries officially use Arabic but are not on the Arabian peninsula nor in Africa?	What countries officially use Arabic and are not on the Arabian peninsula but are rather in Africa?	synthetic
581	131	What countries recognize a sign language as an official language?	In which countries is a sign language recognized as official?	What countries recognize a sign language as an official language in their constitution?	What countries recognize a sign language as an official language but not constitutionally?	synthetic
582	132	Which rock classifications are recognized in geology?	What are the types of rocks?	To which rock classification does marble belong?	What are the rock classifications excluding the one to which marble belongs?	synthetic
583	133	What extant countries used to be part (wholly or partially) of the Roman empire?	Which modern countries have regions that used to be part of the Roman empire?	Which modern countries have regions that used to be part of the Roman empire and have a Romance language as an official language?	Which modern countries have regions that used to be part of the Roman empire but do not have a Romance language as an official language?	synthetic
584	134	Which Indian states are more populous than France?	What states in India have more inhabitants than France?	Which Indian states have more than twice the population of France?	Which Indian states have a larger population than France but not more than twice its population?	synthetic
585	135	What are the notes in a C7 chord?	Which notes comprise a C dominant 7th chord?	What are the notes in both a C7 chord and a C minor chord?	What are the notes in a C7 chord but not a C minor chord?	synthetic
586	136	What fire Pokemon were introduced in Generation 5?	Which Pokemon of type fire were first seen in Gen 5?	What multi-type Pokemon were introduced in Generation 5 where one type is fire?	What exclusively fire Pokemon were introduced in Generation 5?	synthetic
587	137	What are the chambers of the human heart?	What chambers are in the human heart?	What chambers are on the right side of the human heart?	What chambers are on the left side of the human heart?	synthetic
588	138	Which chemical elements have a lower boiling point than water?	The boiling point of which chemical elements is lower than that of water?	The boiling point of which chemical elements is lower than that of water but higher than 25°C?	The boiling point of which chemical elements is lower than that of water and lower than or equal to 25°C?	synthetic
589	139	Which numbers below 100 are prime?	What are the prime numbers less than 100?	Which numbers below 100 are prime and even?	Which numbers below 100 are prime and odd?	synthetic
590	140	Which U.S. Presidents were assassinated while in office?	Which sitting American Presidents were killed?	Which U.S. Presidents were assassinated while in office and served less than a year?	Which U.S. Presidents were assassinated while in office and served at least a year?	synthetic
591	141	What notes do the open strings on a guitar play under standard tuning?	What notes do the open strings on a guitar play under standard tuning?	What notes are played by multiple open strings on a guitar under standard tuning?	What notes are played by only one open string on a guitar under standard tuning?	synthetic
592	142	In which Olympics was the men’s 100 meter sprint world record broken?	Which Olympics saw the male 100m sprint world record broken?	In which Olympics was the men’s 100 meter sprint world record broken by a time over 10 seconds?	In which Olympics was the men’s 100 meter sprint world record broken by a time of 10 seconds or less?	synthetic
